"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.210833333E-4,7.735913086E0,6.119274902E0,8.351133728E-1
2.056208333E-2,7.680677948E0,6.190227356E0,7.439529419E-1
4.060308333E-2,7.629783783E0,6.058201904E0,5.849835205E-1
6.064508333E-2,7.629484406E0,6.126609650E0,8.590635681E-1
8.068608333E-2,7.734116821E0,6.227200470E0,1.084494781E0
1.007270833E-1,7.639513550E0,6.250402222E0,9.720785522E-1
1.207680833E-1,7.618856506E0,6.118227081E0,8.181985474E-1
1.408100833E-1,7.676786041E0,6.040688324E0,7.927514648E-1
1.608510833E-1,7.681875458E0,6.167324982E0,8.081694031E-1
1.808920833E-1,7.585924988E0,6.269861755E0,7.544311523E-1
2.009340833E-1,7.584577789E0,6.285130005E0,5.821394348E-1
2.209750833E-1,7.767647095E0,6.318510590E0,6.777905273E-1
2.410160833E-1,7.893684998E0,6.459517365E0,1.066232758E0
2.610580833E-1,7.814200287E0,6.400240631E0,1.075214081E0
2.810990833E-1,7.594906311E0,6.270610199E0,7.978408813E-1
3.011400833E-1,7.537126465E0,6.014193420E0,5.743556213E-1
3.211810833E-1,7.592361603E0,5.959407349E0,6.598278809E-1
3.412230833E-1,8.017178192E0,5.762416992E0,1.302441559E0
3.612640833E-1,7.921676788E0,6.068829803E0,9.379495239E-1
3.813050833E-1,7.907755737E0,5.814358978E0,6.351292419E-1
4.013470833E-1,7.557783508E0,4.663552094E0,1.549128571E0
4.213880833E-1,8.292156372E0,4.842579803E0,5.577401733E-1
4.414290833E-1,8.085885315E0,5.320835266E0,8.090675354E-1
4.614710833E-1,7.149732056E0,5.521418152E0,9.503736877E-1
4.815120833E-1,7.650291138E0,5.927074585E0,-8.996292114E-2
5.015530833E-1,6.552324371E0,7.579039307E0,6.403683472E-1
5.215950833E-1,3.971391449E0,8.625962219E0,1.113235016E0
5.416360833E-1,8.413254547E0,7.483687592E0,2.466870117E-1
5.616770833E-1,8.792416077E0,6.851252747E0,-1.189276886E0
5.817180833E-1,4.419559479E0,6.082900543E0,-1.167572021E-1
6.017600833E-1,1.515598297E0,3.135080566E0,2.986739044E0
6.218010833E-1,-5.155279541E-1,1.120420074E0,5.730084229E-1
6.418420833E-1,-2.629581757E0,3.159629517E0,1.104253693E0
6.618840833E-1,3.143463135E0,1.952464828E1,-5.669759674E0
6.819250833E-1,-3.204985199E0,2.431199295E1,-5.998027039E0
7.019660833E-1,-1.233120712E1,1.214574280E1,3.516188049E-1
7.220080833E-1,-7.721243591E0,5.756579132E0,1.112336884E0
7.420490833E-1,-1.206446182E1,4.096381531E0,1.274749146E0
7.620900833E-1,-4.131857758E0,8.284522247E0,-2.514770508E-1
7.821310833E-1,-3.779191132E0,9.942324829E0,9.819580078E-2
8.021730833E-1,-3.303929443E0,9.171876984E0,9.247769165E-1
8.222140833E-1,-2.185455322E0,9.506281586E0,6.364764404E-1
8.422550833E-1,-2.114951935E0,9.745783539E0,1.122665405E-2
8.622970833E-1,-2.855911102E0,9.253307648E0,-7.200027466E-2
8.823380833E-1,-3.412453766E0,9.087452545E0,1.651066589E-1
9.023790833E-1,-3.483555908E0,9.310039673E0,1.068777466E-1
9.224210833E-1,-3.147055664E0,9.329349518E0,7.679031372E-2
9.424620833E-1,-2.938239899E0,9.289382629E0,1.766326904E-2
9.625030833E-1,-3.062331848E0,9.200766907E0,-5.643264771E-2
9.825450833E-1,-3.059637451E0,9.162895660E0,-6.092330933E-2
1.002586083E0,-3.100951538E0,9.242080994E0,-2.874023438E-2
1.022627083E0,-3.027903442E0,9.286239166E0,-1.101708984E-1
1.042667833E0,-2.969674530E0,9.270372162E0,-9.580078125E-2
1.062709833E0,-2.904559937E0,9.344168701E0,-5.763015747E-2
1.082750833E0,-2.979703674E0,9.419611816E0,-8.801696777E-2
1.102791833E0,-2.953807526E0,9.486672363E0,-1.145118713E-1
1.122833833E0,-3.110082550E0,9.450298004E0,-1.716929626E-1
1.142874833E0,-3.204985199E0,9.327702942E0,-2.029779053E-1
1.162915833E0,-3.246748352E0,9.159602509E0,-2.128573608E-1
1.182957833E0,-3.257825317E0,9.223070526E0,-1.957928467E-1
1.202998833E0,-3.221301270E0,9.251062317E0,-1.173559570E-1
1.223039833E0,-3.189866638E0,9.253008270E0,-1.225950623E-1
1.243080833E0,-3.264561310E0,9.271869049E0,-1.672023010E-1
1.263122833E0,-3.281476135E0,9.251361694E0,-2.266287231E-1
1.283163833E0,-3.339255981E0,9.125922546E0,-2.013313293E-1
1.303204833E0,-3.305126953E0,9.111103363E0,-1.600172424E-1
1.323246833E0,-3.506009216E0,9.226064301E0,-8.217910767E-2
1.343287833E0,-3.521277466E0,9.219028931E0,-1.137634277E-2
1.363328833E0,-3.391796722E0,9.193581848E0,-1.110690308E-1
1.383369833E0,-3.462449799E0,9.000333710E0,-2.477348328E-1
1.403411833E0,-3.474424896E0,8.974138184E0,-3.230282593E-1
1.423452833E0,-3.473975830E0,9.070986786E0,-1.960922241E-1
1.443493833E0,-3.413501587E0,9.156758423E0,-1.145118713E-1
1.463535833E0,-3.417992249E0,9.285341034E0,-3.832031250E-2
1.483576833E0,-3.388054504E0,9.227860565E0,-1.942959595E-1
1.503617833E0,-3.243455200E0,9.108408966E0,-3.632945251E-1
1.523659833E0,-3.073708191E0,8.911268921E0,-3.646417236E-1
1.543700833E0,-3.073109436E0,8.919651489E0,-3.379971313E-1
1.563741833E0,-3.067121887E0,8.985215149E0,-2.401007080E-1
1.583782833E0,-3.223247223E0,9.038953400E0,-2.739303589E-1
1.603824833E0,-3.299438782E0,9.337732086E0,-2.371069336E-1
1.623865833E0,-3.167862396E0,9.246571655E0,2.661465454E-1
1.643906833E0,-2.674937439E0,9.180409241E0,5.971083069E-1
1.663948833E0,-2.369422760E0,9.505533142E0,3.851490784E-1
1.683989833E0,-2.320324860E0,9.514664154E0,4.460723877E-2
1.704030833E0,-2.733914795E0,9.080716553E0,-8.083190918E-2
1.724071833E0,-3.220552826E0,9.326954498E0,8.232879639E-3
1.744113833E0,-3.650159454E0,9.729467468E0,3.143463135E-1
1.764154833E0,-3.749103699E0,9.343569946E0,1.706451416E-1
1.784195833E0,-3.946543121E0,9.311386871E0,-6.113287354E-1
1.804237833E0,-4.183051300E0,9.465865631E0,-5.519023132E-1
1.824278833E0,-4.063599701E0,9.363179169E0,2.844085693E-3
1.844319833E0,-3.671864319E0,9.445058899E0,4.315525818E-1
1.864360833E0,-3.475023651E0,9.816735992E0,7.470964050E-1
1.884402833E0,-3.762875061E0,1.061143341E1,1.157243500E0
1.904443833E0,-4.189338226E0,1.100810852E1,1.271455994E0
1.924484833E0,-3.744014282E0,1.067879333E1,1.537901917E0
1.944526833E0,-3.470233612E0,9.834099884E0,1.132395172E0
1.964567833E0,-3.525169373E0,8.578660583E0,-1.395547943E0
1.984608833E0,-2.200723572E0,7.767497406E0,-3.165916443E-1
2.004650833E0,-1.642983398E0,7.680677948E0,-1.428030396E-1
2.024691833E0,-1.892664185E0,8.730594635E0,5.098397827E-1
2.044736708E0,-3.274141388E0,9.195078735E0,1.853894806E0
2.064777708E0,-5.069507904E0,8.070467377E0,8.027806091E-1
2.084819708E0,-5.097050629E0,7.658224640E0,6.215075684E-1
2.104860708E0,-4.968917084E0,7.933352509E0,1.499132538E0
2.124901708E0,-4.516108704E0,8.472231903E0,1.667682037E0
2.144942708E0,-3.989503784E0,8.867260437E0,1.246607666E0
2.164984708E0,-3.583098907E0,8.927734680E0,1.263223114E0
2.185025708E0,-3.208727417E0,8.705746307E0,1.463806000E0
2.205066708E0,-3.219205627E0,8.341853027E0,1.803898773E0
2.225108708E0,-3.583248596E0,7.983348541E0,2.216590576E0
2.245149708E0,-3.825894012E0,8.061036987E0,2.253264313E0
2.265190708E0,-3.903432770E0,8.061785431E0,1.976190491E0
2.285231708E0,-3.939956818E0,7.846383362E0,1.249302063E0
2.305273708E0,-3.996239777E0,7.500602417E0,8.354127502E-1
2.325314708E0,-4.149071960E0,7.641758881E0,1.409768372E0
2.345355708E0,-4.081562347E0,8.063132629E0,2.136956177E0
2.365397708E0,-3.555406494E0,8.691974945E0,2.672093353E0
2.385438708E0,-3.717070312E0,9.130712585E0,4.655319214E-2
2.405479708E0,-5.367837524E0,1.139879608E1,7.810757446E-1
2.425520708E0,-3.730093231E0,1.343276642E1,2.128274231E0
2.445562708E0,-2.517764282E0,9.791737976E0,-1.720971222E0
2.465603708E0,-2.811303864E0,7.884853363E0,1.781295776E-2
2.485644708E0,-3.035387878E0,8.295599213E0,1.694326630E0
2.505685708E0,-2.214345245E0,9.604178009E0,-1.882934418E0
2.525727708E0,-1.610351257E0,1.021954834E1,-1.074315948E0
2.545768708E0,-1.944456482E0,1.028541138E1,1.753004608E0
2.565809708E0,-2.061363373E0,9.722581787E0,2.942880249E-1
2.585851708E0,-2.221230927E0,9.275910645E0,-3.855981445E-1
2.605892708E0,-2.272723846E0,9.486073608E0,6.872209167E-1
2.625933708E0,-2.031725006E0,9.634714508E0,5.318440247E-1
2.645974708E0,-1.552870789E0,9.610914001E0,-1.678010559E-1
2.666016708E0,-1.446142731E0,9.392667847E0,-1.044976959E0
2.686057708E0,-2.011367340E0,9.268575897E0,-8.312214661E-1
2.706098708E0,-2.451901245E0,9.594298553E0,-1.414558411E-1
2.726140708E0,-2.954705658E0,9.745334473E0,4.390370178E-1
2.746181708E0,-2.982847137E0,9.780661011E0,1.893562317E-1
2.766222708E0,-2.697690125E0,9.420060883E0,-5.939648438E-1
2.786263708E0,-2.574346619E0,9.470655670E0,-4.442761230E-1
2.806305708E0,-2.219584351E0,9.534572754E0,-2.179467773E-1
2.826346708E0,-2.085163879E0,9.627379761E0,-4.969665527E-1
2.846387708E0,-2.234702911E0,9.752220154E0,-3.727249146E-1
2.866428708E0,-2.596350861E0,9.431736603E0,-3.264710999E-1
2.886470708E0,-3.181334381E0,9.128167877E0,-6.885681152E-3
2.906511708E0,-3.365601196E0,9.030870209E0,1.206491089E-1
2.926552708E0,-3.466042328E0,9.228309631E0,2.333647156E-1
2.946593708E0,-3.382665710E0,9.282646637E0,-6.580316162E-1
2.966635708E0,-3.464096375E0,9.134454803E0,-6.491999817E-1
2.986676708E0,-3.604055328E0,9.052724762E0,-1.710942078E-1
3.006717708E0,-3.668421478E0,8.988358612E0,9.205856323E-2
3.026758708E0,-3.724704437E0,9.024283905E0,1.658551025E-1
3.046797708E0,-3.691473541E0,9.186696167E0,-1.252894592E-1
3.066838708E0,-3.529061279E0,9.292975159E0,1.781295776E-2
3.086879708E0,-3.406765594E0,9.332492981E0,3.427871704E-2
3.106921708E0,-3.234174500E0,9.164691925E0,3.727249146E-2
3.126962708E0,-3.235372009E0,9.113797760E0,-2.514770508E-2
3.147003708E0,-3.291056213E0,9.137298889E0,-1.062789917E-2
3.167044708E0,-3.219654694E0,9.147477722E0,2.314187622E-1
3.187086708E0,-3.161126404E0,9.149423676E0,1.691482544E-1
3.207127708E0,-3.167263641E0,9.289532318E0,9.430389404E-3
3.227168708E0,-3.177442474E0,9.295220490E0,-1.886077881E-2
3.247209708E0,-3.155737610E0,9.267228699E0,-1.010398865E-1
3.267251708E0,-3.113076324E0,9.172326050E0,-2.710862732E-1
3.287292708E0,-3.089575195E0,9.038654022E0,-3.492237854E-1
3.307333708E0,-3.183729401E0,9.238338776E0,2.454895020E-2
3.327374708E0,-3.113824768E0,9.322613525E0,-3.367996216E-2
3.347416708E0,-3.137325897E0,9.179511108E0,-1.661544800E-1
3.367457708E0,-3.255879364E0,9.241482239E0,-3.194357300E-1
3.387498708E0,-3.346890106E0,9.243577881E0,-4.406835938E-1
3.407539708E0,-3.397484894E0,9.252708893E0,-3.532653809E-1
3.427581708E0,-3.284769287E0,9.328900452E0,-3.007246399E-1
3.447622708E0,-3.181633759E0,9.258995819E0,-2.662962341E-1
3.467663708E0,-3.250789948E0,9.216933289E0,-2.079176331E-1
3.487704708E0,-3.247646484E0,9.238638153E0,-1.453477478E-1
3.507746708E0,-3.132984924E0,9.203910370E0,-2.056723022E-1
3.527787708E0,-3.082689514E0,9.295370178E0,-1.630110168E-1
3.547828708E0,-3.029999084E0,9.272916870E0,-1.338217163E-1
3.567869708E0,-3.028053131E0,9.107959900E0,-2.995271301E-1
3.587911708E0,-3.149151306E0,9.116492157E0,-2.010319519E-1
3.607952708E0,-3.315455475E0,9.161847839E0,-7.813751221E-2
3.627993708E0,-3.395688629E0,9.139244843E0,-1.041833496E-1
3.648034708E0,-3.325035553E0,9.109606476E0,-2.143542480E-1
3.668076708E0,-3.349584503E0,9.107061768E0,-2.001338196E-1
3.688117708E0,-3.381767578E0,9.168583832E0,-1.442999268E-1
3.708158708E0,-3.401825867E0,9.197922821E0,-1.613644409E-1
3.728199708E0,-3.433859253E0,9.283095703E0,-1.212478638E-2
3.748241708E0,-3.378025360E0,9.254355469E0,1.184037781E-1
3.768282708E0,-3.269800415E0,9.232949982E0,1.001417542E-1
3.788323708E0,-3.231031036E0,9.140891418E0,-1.293310547E-1
3.808364708E0,-3.249742126E0,9.142837372E0,-1.299298096E-1
3.828406708E0,-3.187172241E0,9.092392273E0,-1.514849854E-1
3.848447708E0,-3.132386169E0,9.130562897E0,-2.276765442E-1
3.868488708E0,-3.167862396E0,9.333840179E0,5.239105225E-2
3.888529708E0,-3.218307495E0,9.531129913E0,2.653981018E-1
3.908571708E0,-3.094514923E0,9.305099945E0,-1.401086426E-1
3.928612708E0,-3.075055389E0,9.112899628E0,-4.694238281E-1
3.948653708E0,-3.149001617E0,9.194030914E0,-1.701960754E-1
3.968694708E0,-3.224594421E0,9.231453094E0,-2.161505127E-1
3.988736708E0,-3.254532166E0,9.120533752E0,-2.478845215E-1
4.008777708E0,-3.173849945E0,9.108259277E0,-2.977308655E-1
4.028818708E0,-3.205583954E0,9.084608459E0,-4.974156189E-1
4.048859583E0,-3.327580261E0,9.066196747E0,-4.180805969E-1
4.068901583E0,-3.501368866E0,9.115743713E0,-6.870712280E-2
4.088942583E0,-3.559148712E0,9.266480255E0,1.712438965E-1
4.108983583E0,-3.389252014E0,9.292526093E0,5.343887329E-2
4.129024583E0,-3.227588196E0,9.181007996E0,-1.552272034E-1
4.149065583E0,-3.274440765E0,9.160650330E0,-1.380130005E-1
4.169107583E0,-3.379821625E0,9.209897919E0,-1.140628052E-1
4.189148583E0,-3.469934235E0,9.206754456E0,1.047821045E-2
4.209189583E0,-3.555406494E0,9.142088928E0,9.520202637E-2
4.229230583E0,-3.582051086E0,9.146729279E0,7.319778442E-2
4.249272583E0,-3.480113068E0,9.144783325E0,3.472778320E-2
4.269313583E0,-3.377127228E0,9.239386597E0,1.945953369E-3
4.289354583E0,-3.465892639E0,9.277108154E0,1.618135071E-1
4.309395583E0,-3.546275482E0,9.162596283E0,4.249662781E-1
4.329437583E0,-3.685036926E0,9.357490997E0,5.424719238E-1
4.349478583E0,-3.623065796E0,9.420360260E0,7.096742249E-1
4.369519583E0,-3.302731934E0,9.088051300E0,9.370513916E-2
4.389560583E0,-3.312611389E0,8.984616394E0,7.918533325E-2
4.409602583E0,-3.242257690E0,9.002728729E0,2.957849121E-1
4.429643583E0,-3.169359283E0,9.074878693E0,1.224453735E-1
4.449684583E0,-3.174897766E0,9.239386597E0,2.445913696E-1
4.469725583E0,-3.050955505E0,9.141041107E0,4.974156189E-1
4.489766583E0,-3.032543793E0,8.990903320E0,-3.921844482E-2
4.509808583E0,-3.438948669E0,8.959169312E0,6.960525513E-2
4.529849583E0,-3.643573151E0,9.040150909E0,1.592687988E-1
4.549890583E0,-3.427422638E0,9.137298889E0,-1.011895752E-1
4.569931583E0,-3.150348816E0,9.209149475E0,-2.694396973E-3
4.589973583E0,-3.155138855E0,9.391170959E0,2.652484131E-1
4.610014583E0,-3.210523682E0,9.293424225E0,7.903564453E-2
4.630055583E0,-3.157683563E0,9.020391998E0,-4.670288086E-2
4.650096583E0,-3.194806366E0,9.075028381E0,9.280700684E-3
4.670138583E0,-3.196452942E0,9.202563171E0,2.228865051E-1
4.690179583E0,-3.260669403E0,9.193731537E0,3.273692322E-1
4.710220583E0,-3.167862396E0,9.145831146E0,2.823129272E-1
4.730261583E0,-2.986289978E0,9.153315582E0,-3.592529297E-3
4.750302583E0,-2.967878265E0,9.109905853E0,-2.365081787E-2
4.770344583E0,-3.450474701E0,9.507479095E0,-2.844085693E-3
4.790385583E0,-3.613186340E0,9.927355957E0,1.200503540E-1
4.810426583E0,-3.433260498E0,9.633367310E0,2.029779053E-1
4.830467583E0,-3.768114166E0,9.791588287E0,1.570234680E-1
4.850509583E0,-3.472329254E0,9.606722717E0,-2.152523804E-1
4.870550583E0,-2.909948730E0,8.413703613E0,1.278341675E-1
4.890591583E0,-3.245999908E0,8.363557892E0,1.841171265E-2
4.910632583E0,-3.279530182E0,8.671617279E0,1.642085266E-1
4.930673583E0,-3.225791931E0,9.711804199E0,4.207749939E-1
4.950715583E0,-3.428021393E0,9.790839844E0,2.770738220E-1
4.970756583E0,-3.738924866E0,9.139244843E0,1.657054138E-1
4.990797583E0,-3.374732208E0,7.946375427E0,6.915618896E-2
5.010838583E0,-3.299438782E0,8.379275208E0,1.724414062E-1
5.030880583E0,-3.518882446E0,9.208251343E0,6.017486572E-2
5.050921708E0,-3.810775452E0,9.086853790E0,-3.668870544E-1
5.070962708E0,-3.953877869E0,8.941206665E0,-3.817062378E-1
5.091003708E0,-3.973487091E0,9.010512543E0,-2.884501648E-1
5.111044708E0,-3.815565491E0,9.232650604E0,-3.888912964E-1
5.131086708E0,-3.661685486E0,9.324409790E0,-4.209246826E-1
5.151127708E0,-3.707490234E0,9.240284729E0,-2.881507874E-1
5.171168708E0,-3.654500427E0,9.064999237E0,-1.820214844E-1
5.191209708E0,-3.639830933E0,8.916508026E0,-3.505709839E-1
5.211250708E0,-3.811673584E0,8.807534637E0,-2.993774414E-1
5.231292708E0,-3.928879852E0,8.656199341E0,-7.649093628E-2
5.251333708E0,-4.078418884E0,8.779243469E0,5.807922363E-2
5.271374708E0,-4.067491608E0,9.194330292E0,1.896556091E-1
5.291415708E0,-3.745810547E0,9.202712860E0,-1.811233521E-2
5.311457708E0,-3.038381653E0,8.848100281E0,-4.842430115E-1
5.331498708E0,-2.535427551E0,8.723110199E0,-7.047344971E-1
5.351539708E0,-1.946402435E0,9.157955933E0,-7.020401001E-1
5.371580708E0,-1.457369385E0,9.898316345E0,-4.689747620E-1
5.391621708E0,-1.051263885E0,1.034558624E1,-8.421487427E-1
5.411663708E0,-1.109193420E0,1.045725403E1,-1.182840271E0
5.431704708E0,-1.616189117E0,1.001881577E1,-7.870632935E-1
5.451745708E0,-2.557880859E0,8.784632263E0,1.024170227E0
5.471786708E0,-2.534828796E0,8.581055603E0,1.647324371E0
5.491828708E0,-2.570903778E0,9.284442902E0,1.004411316E-1
5.511869708E0,-1.311273193E0,9.426198120E0,-1.287322998E-2
5.531910708E0,-7.499404907E-1,9.224717102E0,2.077679443E-1
5.551951708E0,-9.024732971E-1,9.472601624E0,3.365002441E-1
5.571992708E0,-1.601070557E0,9.775272217E0,9.818083191E-1
5.592034708E0,-2.011816406E0,9.618099060E0,8.716374207E-1
5.612075708E0,-2.398761749E0,9.377848663E0,1.288819885E-1
5.632116708E0,-2.758912811E0,9.230704651E0,3.338058472E-2
5.652157708E0,-2.901117096E0,9.057365112E0,3.197351074E-1
5.672198708E0,-2.597248993E0,9.157207489E0,4.299060059E-1
5.692240708E0,-1.974543915E0,9.421707458E0,1.487905884E-1
5.712281708E0,-1.463506622E0,9.447603607E0,8.981323242E-3
5.732322708E0,-1.225351868E0,9.397008820E0,1.739382935E-1
5.752363708E0,-1.246607666E0,9.345216522E0,8.891510010E-2
5.772404708E0,-1.488953705E0,9.682016144E0,7.753875732E-2
5.792446708E0,-1.245559845E0,9.860894165E0,1.691482544E-2
5.812487708E0,-5.815406799E-1,9.822124786E0,9.759704590E-2
5.832528708E0,-2.035766602E-2,9.899064789E0,1.022373962E0
5.852569708E0,6.391708374E-2,1.084045715E1,1.574875031E0
5.872610708E0,-7.640112305E-1,1.223166412E1,1.250499573E0
5.892652708E0,-2.608026581E0,1.454749832E1,3.255729675E-1
5.912693708E0,-4.915777588E0,1.742900620E1,-1.993704071E0
5.932734708E0,-4.964875488E0,1.649150574E1,-1.954186249E0
5.952775708E0,-4.270469513E0,1.181717606E1,-5.337899780E-1
5.972816708E0,-4.408931580E0,7.635921021E0,-5.355862427E-1
5.992858708E0,-7.778274994E0,7.280260620E0,8.589438171E0
6.012899708E0,-9.090745697E0,8.433612213E0,2.405946808E0
6.032940708E0,-5.815556488E0,9.447902985E0,-1.190175018E0
6.052984000E0,-3.344046021E0,9.747130737E0,-4.251159668E-2
6.073025000E0,-1.930685120E0,1.062520477E1,2.468816071E0
6.093067000E0,-8.454418945E-1,1.095781311E1,1.260977783E0
6.113108000E0,-7.125183105E-1,9.772128754E0,1.805994415E0
6.133149000E0,-1.760788422E0,8.547525330E0,5.108876038E-1
6.153190000E0,-2.427951050E0,7.855065308E0,-8.960366821E-1
6.173231000E0,-2.835403748E0,6.727011108E0,1.077758789E0
6.193273000E0,-2.921325073E0,5.807323608E0,2.782413940E0
6.213314000E0,-3.216511230E0,4.992268524E0,3.736380157E0
6.233355000E0,-3.204087067E0,4.916825409E0,4.119732971E0
6.253396000E0,-2.536774750E0,5.446723480E0,4.176464996E0
6.273437000E0,-1.302890625E0,6.176755371E0,4.277953949E0
6.293479000E0,-4.158352661E-1,6.370751953E0,3.870800629E0
6.313520000E0,-5.936654663E-1,5.860612793E0,3.726650391E0
6.333561000E0,-1.184935913E0,5.263055420E0,4.574187927E0
6.353602000E0,-1.419797516E0,5.624104614E0,5.303022308E0
6.373643000E0,-9.945318604E-1,7.250472565E0,6.541397095E0
6.393685000E0,-3.956272888E-1,9.534423065E0,7.024592285E0
6.413726000E0,-3.132984924E-1,1.168335434E1,6.466552734E0
6.433767000E0,-2.061812439E0,1.227178070E1,5.762267303E0
6.453808000E0,-4.040847015E0,1.070453979E1,5.654491425E0
6.473849000E0,-4.433779907E0,1.010952713E1,4.789889374E0
6.493891000E0,-6.291716309E0,1.018826340E1,2.943778381E0
6.513932000E0,-7.303013306E0,1.143172760E1,8.352630615E-1
6.533973000E0,-5.998775482E0,1.355655899E1,-4.131408691E-1
6.554014000E0,-9.797126770E-1,8.549620972E0,5.163512421E0
6.574055000E0,-2.694995728E0,3.008593597E0,2.438129883E0
6.594097000E0,-2.577190704E0,3.660787354E0,-1.622625732E0
6.614138000E0,-2.690205688E0,8.684789886E0,-5.125940552E0
6.634179000E0,-1.968406677E0,1.122201370E1,-5.121898956E0
6.654220000E0,-7.041357422E-1,1.215981354E1,-1.164727936E0
6.674261000E0,-8.873547363E-1,1.111154343E1,4.702920227E0
6.694303000E0,-2.774630127E0,9.771529999E0,1.593735809E0
6.714344000E0,-3.153791656E0,8.457861786E0,-8.900491333E-1
6.734385000E0,-2.672991486E0,8.649613037E0,-8.415499878E-1
6.754426000E0,-1.970352631E0,9.148076477E0,-1.128054199E0
6.774467000E0,-1.204994202E0,9.159003754E0,-5.942642212E-1
6.794508000E0,-1.118773499E0,9.163644104E0,8.277786255E-2
6.814550000E0,-2.054627380E0,9.317524109E0,-4.951702881E-1
6.834591000E0,-2.653531952E0,9.390871582E0,-9.192384338E-1
6.854632000E0,-2.936593323E0,9.064550171E0,-3.329077148E-1
6.874673000E0,-2.797831879E0,8.794362030E0,2.628533936E-1
6.894714000E0,-2.238594818E0,9.005423126E0,-5.378315735E-1
6.914756000E0,-1.858235779E0,9.229956207E0,-1.217418365E0
6.934797000E0,-2.047442322E0,9.071286163E0,-6.890171814E-1
6.954838000E0,-2.502196655E0,9.059610443E0,-2.004331970E-1
6.974879000E0,-2.744542694E0,9.478888550E0,6.245013428E-1
6.994920000E0,-2.294877777E0,9.689350891E0,1.768572235E0
7.014962000E0,-1.586251373E0,9.934241638E0,1.150208130E0
7.035003000E0,-1.022224274E0,1.027792694E1,-3.457809448E-2
7.055041458E0,-1.130149841E-1,1.055170761E1,-1.314266968E-1
7.075082458E0,7.107220459E-1,1.044497955E1,4.864883423E-2
7.095123458E0,6.843768311E-1,1.005040009E1,5.242098999E-1
7.115164458E0,3.402424622E-1,1.066068100E1,5.165757751E-1
7.135206458E0,-8.449928284E-1,1.277263916E1,6.674620056E-1
7.155247458E0,-1.494492188E0,1.469075043E1,-1.507365417E-1
7.175288458E0,-1.928739166E0,1.406190811E1,-4.574487305E-1
7.195329458E0,-1.660946045E0,1.196402069E1,-3.403023376E0
7.215370458E0,-2.965932312E0,1.099613342E1,-3.338507538E0
7.235412458E0,-5.977220306E0,9.287137299E0,-5.429209900E-1
7.255453458E0,-9.768985291E0,8.500822449E0,3.384611664E0
7.275494458E0,-8.305478668E0,1.090841583E1,2.329904938E0
7.295535458E0,-6.866071930E0,1.071456894E1,7.265890503E-1
7.315576458E0,-3.195704498E0,9.601333923E0,2.438429260E-1
7.335617458E0,-2.352208557E0,9.252110138E0,2.582130432E-1
7.355659458E0,-1.171763306E0,1.073477692E1,7.592211914E-1
7.375700458E0,-2.257305908E-1,1.146435974E1,1.116228790E0
7.395741458E0,-1.536255341E0,1.048644333E1,1.640438690E0
7.415782458E0,-2.875520325E0,8.259374542E0,1.741777954E0
7.435823458E0,-3.671415253E0,6.411467285E0,1.278042297E0
7.455865458E0,-4.129911804E0,5.899382172E0,2.055974579E0
7.475906458E0,-3.828289032E0,6.022725677E0,3.443439331E0
7.495947458E0,-2.776426392E0,5.870941315E0,4.063450012E0
7.515988458E0,-2.205214233E0,5.043462067E0,4.064647522E0
7.536029458E0,-2.461631012E0,4.303700409E0,3.707190857E0
7.556070458E0,-2.144141235E0,3.802243195E0,4.131708069E0
7.576112458E0,-9.599537659E-1,3.655847626E0,4.497846680E0
7.596153458E0,-1.829196167E-1,4.029770050E0,5.043761444E0
7.616194458E0,-5.057981873E-1,4.653972015E0,5.553451538E0
7.636235458E0,-1.319805450E0,6.002966766E0,6.685697021E0
7.656276458E0,-1.648671570E0,1.028885422E1,8.114176483E0
7.676317458E0,-1.290167084E0,1.561507828E1,6.140381012E0
7.696359458E0,4.161346436E-2,1.571132813E1,5.510939941E0
7.716400458E0,7.614665222E-1,1.185190384E1,5.762566681E0
7.736441458E0,-2.419867859E0,1.082923050E1,3.791914673E0
7.756482458E0,-1.015443375E1,1.357616821E1,1.234033813E0
7.776523458E0,-1.304327637E1,1.552287003E1,-2.299817505E0
7.796565458E0,1.064885559E0,8.561596069E0,6.512656860E0
7.816606458E0,-4.748126221E-1,2.145787811E0,-1.002315674E0
7.836647458E0,-3.228935394E0,2.733615417E0,-3.239114227E0
7.856688458E0,-3.240311737E0,8.227490845E0,-3.144660645E0
7.876729458E0,-2.862048340E0,1.089209976E1,-2.082619171E0
7.896770458E0,-1.059796143E0,1.173858948E1,-9.794132996E-1
7.916812458E0,1.064436493E0,1.166658920E1,2.501298523E-1
7.936853458E0,-5.583389282E-1,1.032013916E1,2.319127350E0
7.956894458E0,-2.776426392E0,8.625662842E0,1.414708099E0
7.976935458E0,-3.123255157E0,7.970325623E0,4.191284180E-1
7.996976458E0,-1.118474121E0,8.738079071E0,-1.453926544E0
8.017017458E0,-1.209484863E0,9.676327972E0,-6.143225098E-1
