time,seconds_elapsed,z,y,x
1781215304919290600,-1.21770947265625,-0.12210428714752197,0.13407529890537262,-0.08140286058187485
1781215304929092000,-1.207907958984375,1.1803414821624756,-3.579331636428833,-0.0071826050989329815
1781215304938762800,-1.1982373046875,0.3495534360408783,0.05746084079146385,0.028730420395731926
1781215304948603100,-1.18839697265625,0.3519476354122162,0.07661445438861847,0.06464344263076782
1781215304958504400,-1.17849560546875,0.35673606395721436,0.05027823522686958,0.090979665517807
1781215304968575200,-1.1684248046875,0.3256114423274994,0.026336219161748886,0.09816227108240128
1781215304978707000,-1.15829296875,0.22266076505184174,-0.0454898327589035,0.019153613597154617
1781215304988747300,-1.148252685546875,0.23702596127986908,-0.1173158809542656,0.15322890877723694
1781215304998818000,-1.138181884765625,0.19393034279346466,-0.19153612852096558,0.17717093229293823
1781215305008888800,-1.128111083984375,0.18914192914962769,-0.20350714027881622,0.10295066982507706
1781215305018990300,-1.118009765625,0.1628057211637497,-0.17477671802043915,0.11252748221158981
1781215305029122000,-1.1078779296875,0.15562310814857483,-0.10773907601833344,0.17956513166427612
1781215305039192800,-1.09780712890625,0.12928688526153564,-0.19871874153614044,0.15083470940589905
1781215305049263600,-1.087736328125,0.12449848651885986,-0.13407529890537262,0.15562310814857483
1781215305069374700,-1.067625244140625,0.10534487664699554,-0.14844051003456116,0.22266076505184174
1781215305079476000,-1.05752392578125,0.12210428714752197,-0.14844051003456116,0.2944868206977844
1781215305099648300,-1.037351806640625,0.016759412363171577,0.05027823522686958,0.16998831927776337
1781215305109719000,-1.027281005859375,0.021547814831137657,0.035913024097681046,0.05506663769483566
1781215305119820300,-1.0171796875,0.031124621629714966,0.031124621629714966,-0.023942016065120697
1781215305129891000,-1.00710888671875,0.06703764945268631,-0.040701430290937424,-0.05746084079146385
1781215305140023000,-0.99697705078125,0.12689268589019775,0.0071826050989329815,-0.1149216815829277
1781215305150124300,-0.986875732421875,0.16998831927776337,0.0454898327589035,-0.17477671802043915
1781215305160195000,-0.976804931640625,0.12928688526153564,0.031124621629714966,-0.17238251864910126
1781215305170165800,-0.966834228515625,0.14365209639072418,0.016759412363171577,-0.21547815203666687
1781215305180236500,-0.956763427734375,0.17956513166427612,-0.047884032130241394,-0.23942017555236816
1781215305190338000,-0.946661865234375,0.22744916379451752,-0.090979665517807,-0.17238251864910126
1781215305200408800,-0.936591064453125,0.3208230137825012,-0.14365209639072418,-0.047884032130241394
1781215305210479600,-0.926520263671875,0.3423708379268646,-0.16519992053508759,-0.038307227194309235
1781215305220550400,-0.91644970703125,0.3471592366695404,-0.12449848651885986,-0.10295066982507706
1781215305230651600,-0.906348388671875,0.49799394607543945,-0.05267243832349777,-0.2082955539226532
1781215305240722400,-0.896277587890625,0.42377370595932007,0.014365210197865963,-0.181959331035614
1781215305250793200,-0.886206787109375,0.2106897532939911,0.035913024097681046,-0.17477671802043915
1781215305260894700,-0.876105224609375,0.040701430290937424,0.10773907601833344,-0.17956513166427612
1781215305270965500,-0.866034423828125,-0.0694318488240242,0.2322375625371933,-0.17238251864910126
1781215305281036300,-0.855963623046875,-0.1149216815829277,0.22744916379451752,-0.2082955539226532
1781215305311309600,-0.8256904296875,0.08140286058187485,-0.002394201699644327,-0.3974374830722809
1781215305321411000,-0.8155888671875,0.10534487664699554,-0.0933738648891449,-0.31364041566848755
1781215305341522200,-0.795477783203125,0.15801730751991272,-0.1173158809542656,-0.014365210197865963
1781215305351562200,-0.785437744140625,0.14604631066322327,-0.10295066982507706,0.06464344263076782
1781215305361633000,-0.775366943359375,0.12928688526153564,-0.08858546614646912,0.08619125932455063
1781215305371704000,-0.7652958984375,0.12928688526153564,-0.035913024097681046,0.11971008777618408
1781215305381774800,-0.75522509765625,0.090979665517807,-0.0694318488240242,0.1173158809542656
1781215305391845600,-0.745154296875,0.0933738648891449,0.009576806798577309,0.023942016065120697
1781215305401947000,-0.73505322265625,0.1149216815829277,-0.033518824726343155,0.07661445438861847
1781215305412048100,-0.724951904296875,0.16519992053508759,0.0694318488240242,0.12210428714752197
1781215305422119000,-0.714881103515625,0.22026655077934265,0.019153613597154617,0.12210428714752197
1781215305432189700,-0.704810302734375,0.38546648621559143,-0.014365210197865963,0.07422025501728058
1781215305442291200,-0.694708740234375,0.49320554733276367,-0.12928688526153564,0.1173158809542656
1781215305452362000,-0.684637939453125,0.4692635238170624,-0.09816227108240128,0.05267243832349777
1781215305472534000,-0.664466064453125,0.646434485912323,-0.26096799969673157,0.31842881441116333
1781215305482635300,-0.65436474609375,0.5363011956214905,-0.2561795711517334,0.14365209639072418
1781215305492736800,-0.64426318359375,0.4884171485900879,-0.2561795711517334,0
1781215305502807600,-0.6341923828125,0.38546648621559143,-0.13407529890537262,0.043095629662275314
1781215305512878300,-0.62412158203125,0.363918662071228,0.06224924325942993,0.08140286058187485
1781215305522949000,-0.61405078125,0.33518823981285095,0.19153612852096558,-0.0071826050989329815
1781215305533020000,-0.60397998046875,0.2513911724090576,0.3734954595565796,-0.047884032130241394
1781215305573364200,-0.5636357421875,-0.14365209639072418,0.3519476354122162,-0.13407529890537262
1781215305593475000,-0.54352490234375,0.06224924325942993,-0.08619125932455063,-0.08379705995321274
1781215305603607000,-0.53339306640625,0.2082955539226532,-0.11971008777618408,-0.12689268589019775
1781215305613677800,-0.523322265625,0.3064578175544739,-0.043095629662275314,-0.17956513166427612
1781215305623748600,-0.51325146484375,0.36152446269989014,0.07900865375995636,-0.3016694188117981
1781215305633849900,-0.503150146484375,0.33758243918418884,0.1364694982767105,-0.30885201692581177
1781215305643920600,-0.493079345703125,0.16998831927776337,0.24899697303771973,-0.40222588181495667
1781215305674194200,-0.462805908203125,-0.3734954595565796,0.40701428055763245,-0.1364694982767105
