time,seconds_elapsed,qy,qx,yaw,qw,qz,roll,pitch
1781219384400536800,0.124536865234375,-0.18963399529457092,0.16404099762439728,1.7500014305114746,0.621383011341095,-0.7423009872436523,0.00899584125727415,-0.5068155527114868
1781219384410107600,0.134107666015625,-0.1911180019378662,0.16596999764442444,1.7516050338745117,0.6205459833145142,-0.7421919703483582,0.01051531732082367,-0.5117186903953552
1781219384419808800,0.143808837890625,-0.19335100054740906,0.16796399652957916,1.7527132034301758,0.6196929812431335,-0.7418779730796814,0.011027404107153416,-0.5179015398025513
1781219384429649200,0.153649169921875,-0.19606299698352814,0.16937799751758575,1.7527458667755127,0.6190540194511414,-0.7413780093193054,0.009701311588287354,-0.5240859389305115
1781219384439581000,0.163580810546875,-0.19790199398994446,0.17128999531269073,1.754030466079712,0.6182289719581604,-0.7411389946937561,0.01066241879016161,-0.5295425653457642
1781219384459783700,0.18378369140625,-0.19754000008106232,0.17107699811458588,1.7556793689727783,0.6177459955215454,-0.741686999797821,0.01124788261950016,-0.5286753177642822
1781219384489996000,0.21399609375,-0.1976819932460785,0.17165100574493408,1.7574714422225952,0.6171209812164307,-0.742035984992981,0.012462953105568886,-0.5296521186828613
1781219384530309600,0.2543095703125,-0.19907400012016296,0.17277899384498596,1.7591068744659424,0.6162539720535278,-0.742123007774353,0.012874803505837917,-0.533356249332428
1781219384560430600,0.2844306640625,-0.19806599617004395,0.17332200706005096,1.7623801231384277,0.6154189705848694,-0.7429580092430115,0.015965530648827553,-0.5324442386627197
1781219384570531800,0.29453173828125,-0.19753600656986237,0.17361000180244446,1.7636264562606812,0.6151430010795593,-0.7432609796524048,0.017463339492678642,-0.5319693684577942
1781219384590704000,0.3147041015625,-0.19679899513721466,0.17451299726963043,1.7663949728012085,0.6144269704818726,-0.7438369989395142,0.02063380368053913,-0.5319603085517883
1781219384600744200,0.324744140625,-0.19671599566936493,0.17514200508594513,1.7677984237670898,0.6139979958534241,-0.74406498670578,0.022135691717267036,-0.532643735408783
1781219384610815000,0.33481494140625,-0.19676999747753143,0.1757279932498932,1.7691256999969482,0.6135579943656921,-0.7442749738693237,0.023369623348116875,-0.5334890484809875
1781219384620947000,0.344947021484375,-0.19693699479103088,0.1762849986553192,1.7703783512115479,0.6131150126457214,-0.7444649934768677,0.02438955008983612,-0.5344773530960083
1781219384631017700,0.355017822265625,-0.197175994515419,0.17681199312210083,1.7715590000152588,0.6126760244369507,-0.7446380257606506,0.025249268859624863,-0.5355410575866699
1781219384641058000,0.36505810546875,-0.19747799634933472,0.17726899683475494,1.7725539207458496,0.6122819781303406,-0.7447739839553833,0.02586406283080578,-0.5366155505180359
1781219384651159300,0.3751591796875,-0.19782400131225586,0.1776999980211258,1.7732871770858765,0.611965000629425,-0.7448400259017944,0.026308899745345116,-0.537729024887085
1781219384661260500,0.385260498046875,-0.19819000363349915,0.17819100618362427,1.7738395929336548,0.6117069721221924,-0.7448359727859497,0.026776136830449104,-0.53895503282547
1781219384671331600,0.39533154296875,-0.1986120045185089,0.17865599691867828,1.7741059064865112,0.6115339994430542,-0.7447550296783447,0.027048949152231216,-0.5402414202690125
1781219384681432800,0.405432861328125,-0.19933900237083435,0.17931200563907623,1.7742674350738525,0.6113280057907104,-0.7445719838142395,0.027203921228647232,-0.5422697067260742
1781219384701574400,0.425574462890625,-0.2005629986524582,0.18054699897766113,1.774511694908142,0.6109970211982727,-0.7442160248756409,0.027668990194797516,-0.5458581447601318
1781219384711675600,0.435675537109375,-0.2012770026922226,0.18118199706077576,1.7744916677474976,0.610854983329773,-0.7439860105514526,0.027756882831454277,-0.5478421449661255
1781219384721746400,0.445746337890625,-0.20213499665260315,0.18168899416923523,1.7741544246673584,0.6107760071754456,-0.7436950206756592,0.027360351756215096,-0.5498931407928467
1781219384731817200,0.455817138671875,-0.2028539925813675,0.182001993060112,1.7736531496047974,0.6107770204544067,-0.7434219717979431,0.02678486332297325,-0.5514671802520752
1781219384741918700,0.465918701171875,-0.20346799492835999,0.18201500177383423,1.772841215133667,0.6108930110931396,-0.7431550025939941,0.025773201137781143,-0.5524799823760986
1781219384752020000,0.47602001953125,-0.20393699407577515,0.18173199892044067,1.7717422246932983,0.6111279726028442,-0.7429019808769226,0.02439073659479618,-0.5528718829154968
1781219384762121200,0.486121337890625,-0.20422600209712982,0.18129700422286987,1.7705100774765015,0.6114490032196045,-0.7426660060882568,0.022959772497415543,-0.5527752637863159
1781219384772192000,0.49619189453125,-0.2044679969549179,0.180868998169899,1.76912522315979,0.6118329763412476,-0.7423869967460632,0.021559463813900948,-0.5526117086410522
1781219384802404400,0.526404296875,-0.20596200227737427,0.1800059974193573,1.7642219066619873,0.6130560040473938,-0.7411730289459229,0.016813401132822037,-0.553907573223114
1781219384812536300,0.536536376953125,-0.20655100047588348,0.17980800569057465,1.7629766464233398,0.6133099794387817,-0.7408469915390015,0.015364309772849083,-0.5545978546142578
1781219384822607000,0.546607177734375,-0.20728200674057007,0.17948199808597565,1.7615071535110474,0.6135939955711365,-0.7404869794845581,0.013456837274134159,-0.5553460717201233
1781219384832708400,0.556708251953125,-0.2077849954366684,0.17893999814987183,1.7602614164352417,0.613851010799408,-0.7402639985084534,0.011566701345145702,-0.5554391741752625
1781219384842840300,0.56684033203125,-0.20826099812984467,0.17820300161838531,1.7587823867797852,0.6141849756240845,-0.7400320172309875,0.00933233555406332,-0.5552300810813904
1781219384852911000,0.5769111328125,-0.2085449993610382,0.17750799655914307,1.7575902938842773,0.6144739985466003,-0.7398779988288879,0.007502858527004719,-0.5547653436660767
1781219384863012400,0.587012451171875,-0.2088029980659485,0.17654000222682953,1.7561726570129395,0.6148340106010437,-0.7397379875183105,0.005206871312111616,-0.553895890712738
1781219384873113600,0.597113525390625,-0.20900000631809235,0.17553600668907166,1.7549124956130981,0.6151559948921204,-0.739654004573822,0.002980670891702175,-0.5528789758682251
1781219384883184400,0.607184326171875,-0.20918700098991394,0.1745229959487915,1.753733515739441,0.615451991558075,-0.7395939826965332,0.0007787906797602773,-0.5518317222595215
1781219384893286000,0.617285888671875,-0.20947900414466858,0.1735299974679947,1.7525606155395508,0.6157190203666687,-0.7395229935646057,-0.001527626533061266,-0.5509777665138245
1781219384903356700,0.627356689453125,-0.20987899601459503,0.17276999354362488,1.7515590190887451,0.6159089803695679,-0.7394289970397949,-0.0035559693351387978,-0.5506044030189514
1781219384913427500,0.637427490234375,-0.2103939950466156,0.17215600609779358,1.7506589889526367,0.6160399913787842,-0.739316999912262,-0.005475823767483234,-0.5506082773208618
1781219384923498200,0.647498291015625,-0.21112200617790222,0.1717890053987503,1.749935269355774,0.6160629987716675,-0.7391759753227234,-0.007236408069729805,-0.5512803196907043
1781219384933599500,0.657599609375,-0.21174900233745575,0.17157000303268433,1.7494856119155884,0.6160269975662231,-0.7390769720077515,-0.008549075573682785,-0.5519881248474121
1781219384943670300,0.667670166015625,-0.2125370055437088,0.17146700620651245,1.7491908073425293,0.6158980131149292,-0.7389820218086243,-0.009848778136074543,-0.5531080961227417
1781219384953771500,0.677771484375,-0.21330000460147858,0.17140400409698486,1.7490428686141968,0.6157280206680298,-0.7389190196990967,-0.011010760441422462,-0.5542424917221069
1781219384973913300,0.697913330078125,-0.2147729992866516,0.17137999832630157,1.7490425109863281,0.6153039932250977,-0.738851010799408,-0.013017815537750721,-0.556564211845398
1781219384983984000,0.707984130859375,-0.21555599570274353,0.17134200036525726,1.7490577697753906,0.6150699853897095,-0.7388259768486023,-0.01412075012922287,-0.5577651858329773
