"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.735833333E-3,6.741231537E0,6.786736908E0,6.456074524E-1
2.877983334E-2,6.997348938E0,6.973847809E0,7.596702576E-1
4.882383333E-2,6.959178314E0,7.529342651E0,1.637444916E0
6.886883333E-2,6.956633606E0,7.018455048E0,1.067430267E0
8.891283334E-2,6.833888855E0,6.781048737E0,6.990463257E-1
1.089568333E-1,6.800807648E0,6.972201233E0,8.466394043E-1
1.290018333E-1,6.810836792E0,7.034471741E0,9.819580078E-1
1.490458333E-1,6.876250763E0,7.161108398E0,1.015039215E0
1.690898333E-1,6.933731232E0,7.096742249E0,9.490264893E-1
1.891348333E-1,6.934479675E0,7.040159912E0,9.380992126E-1
2.091788333E-1,6.839577026E0,7.030879211E0,8.747808838E-1
2.292228333E-1,6.826703796E0,7.033723297E0,9.011260986E-1
2.492678333E-1,6.949448547E0,6.996151428E0,8.803193665E-1
2.693118333E-1,6.931934967E0,7.033573608E0,9.243278503E-1
2.893558333E-1,6.895261230E0,7.122488708E0,1.046473846E0
3.094008333E-1,6.881789246E0,7.117548981E0,9.312135315E-1
3.294448333E-1,6.915918274E0,7.015012207E0,8.187973022E-1
3.494888333E-1,6.894961853E0,7.062912598E0,9.428892517E-1
3.695338333E-1,6.815327454E0,7.220834198E0,9.812095642E-1
3.895778333E-1,7.267986145E0,6.649322662E0,1.222358093E0
4.096218333E-1,8.545579376E0,5.134622498E0,-4.595443726E-2
4.296668333E-1,7.114704895E0,5.816753998E0,9.840536499E-1
4.497108333E-1,5.357059937E0,4.272265778E0,1.449286194E0
4.697548333E-1,6.697971497E0,4.707710266E0,2.415676575E0
4.897998333E-1,6.021079102E0,5.350623322E0,2.436932373E0
5.098438333E-1,5.048551483E0,5.209017792E0,1.777553558E0
5.298878333E-1,4.723427582E0,5.671855316E0,5.405259705E-1
5.499328333E-1,4.850064240E0,5.622907104E0,1.074765015E0
5.699768333E-1,3.224444733E0,6.832841034E0,2.583926697E0
5.900208333E-1,4.442461853E0,8.265062714E0,5.385800171E-1
6.100658333E-1,4.703968048E0,1.110286148E1,3.811074829E-1
6.301098333E-1,3.661535797E0,1.663909882E1,1.397942963E0
6.501538333E-1,5.851930847E0,2.108275818E1,-7.047344971E-1
6.701988333E-1,2.104473724E0,1.096589630E1,-1.685045929E0
6.902428333E-1,2.308200073E-1,6.173312531E0,-4.010160828E-1
7.102868333E-1,6.527925110E-1,7.935747528E0,6.236032104E-1
7.303318333E-1,1.457070007E0,1.086036575E1,1.328337708E0
7.503758333E-1,1.358425140E0,9.951006775E0,4.008663940E-1
7.704198333E-1,1.204245758E0,9.156309357E0,-7.484436035E-4
7.904648333E-1,1.122216339E0,9.637408905E0,4.002676392E-1
8.105088333E-1,1.182690582E0,9.826166382E0,8.460406494E-1
8.305528333E-1,1.156045990E0,9.597292328E0,7.473957825E-1
8.505978333E-1,1.179397430E0,9.628128204E0,4.457730103E-1
8.706418333E-1,1.084345093E0,9.723928986E0,3.162922668E-1
8.906858333E-1,8.598120117E-1,9.638756104E0,3.912863159E-1
9.107308333E-1,2.330653381E-1,9.601034546E0,6.065386963E-1
9.307786667E-1,-3.468287659E-1,9.648485870E0,7.005432129E-1
9.508226667E-1,-8.643026733E-1,9.755213928E0,7.060816956E-1
9.708676667E-1,-1.232985992E0,9.783205719E0,8.107141113E-1
9.909116667E-1,-1.458566895E0,9.788744202E0,9.701325989E-1
1.010955667E0,-1.012644196E0,9.795929260E0,1.061143341E0
1.031000667E0,2.010319519E-1,9.806557159E0,9.415420532E-1
1.051044667E0,3.353027344E-2,9.866282959E0,8.782237244E-1
1.071088667E0,-4.864883423E-2,9.885293427E0,7.198530579E-1
1.091133667E0,-1.041833496E-1,9.850415955E0,5.098397827E-1
1.111177667E0,-4.655319214E-2,9.714498596E0,5.016069031E-1
1.131222667E0,9.205856323E-2,9.725575562E0,6.026467896E-1
1.151266667E0,7.798782349E-2,9.732161865E0,5.120851135E-1
1.171310667E0,8.771759033E-2,9.785451050E0,5.084925842E-1
1.191355667E0,7.783813477E-2,9.815239105E0,6.581813049E-1
1.211399667E0,1.646575928E-3,9.820178833E0,6.924600220E-1
1.231443667E0,4.490661621E-4,9.883646851E0,4.661306763E-1
1.251488667E0,-2.739303589E-2,9.856852570E0,1.603166199E-1
1.271532667E0,-2.664459229E-2,9.843081207E0,8.756790161E-2
1.291576667E0,-3.532653809E-2,9.839488678E0,1.184037781E-1
1.311621667E0,8.637039185E-2,9.734556885E0,1.700463867E-1
1.331665667E0,1.685494995E-1,9.696685638E0,1.085243225E-1
1.351709667E0,1.417552185E-1,9.706864471E0,-1.148112488E-1
1.371754667E0,3.442840576E-2,9.666149139E0,-2.002835083E-1
1.391798667E0,-6.316864014E-2,9.691745911E0,-1.425036621E-1
1.411842667E0,-1.728904724E-1,9.802814941E0,-1.688488770E-1
1.431887667E0,-2.213896179E-1,9.849218445E0,-2.661465454E-1
1.451931667E0,-3.643423462E-1,9.810299377E0,-2.821632385E-1
1.471975667E0,-3.869453430E-1,9.825417938E0,-1.799258423E-1
1.492020667E0,-3.456312561E-1,9.834848328E0,-1.160087585E-1
1.512064667E0,-2.276765442E-1,9.884095917E0,-1.425036621E-1
1.532108667E0,-8.891510010E-2,9.868677979E0,-1.405577087E-1
1.552153667E0,-6.586303711E-3,9.823921051E0,-1.309776306E-1
1.572197667E0,-1.317260742E-2,9.763147430E0,-1.071771240E-1
1.592241667E0,-3.607498169E-2,9.746382294E0,-3.128494263E-2
1.612286667E0,-4.819976807E-2,9.807904358E0,6.017486572E-2
1.632330667E0,-2.409988403E-2,9.866582336E0,2.859054565E-2
1.652374667E0,-5.089416504E-3,9.816137238E0,-3.053649902E-2
1.672419667E0,-3.293151855E-2,9.850565643E0,-1.182540894E-2
1.692463667E0,6.137237549E-3,9.874815216E0,3.143463135E-3
1.712507667E0,6.286926270E-2,9.896819458E0,-7.664062500E-2
1.732552667E0,4.685256958E-2,9.924661560E0,-2.106120300E-1
1.752596667E0,-7.274871826E-2,9.863738251E0,-2.939886475E-1
1.772640667E0,-1.127156067E-1,9.920470276E0,-3.225791931E-1
1.792685667E0,-2.844085693E-1,1.003168900E1,-3.201841736E-1
1.812729667E0,-4.047583008E-1,9.743837585E0,-2.472857666E-1
1.832773667E0,-2.926414490E-1,9.618398438E0,-2.671943665E-1
1.852818667E0,-2.415975952E-1,9.660161591E0,-3.625460815E-1
1.872862667E0,-2.248324585E-1,9.722581787E0,-3.469784546E-1
1.892906667E0,-2.495310974E-1,9.645641785E0,-1.884580994E-1
