"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
-3.416666732E-5,-6.310876459E-3,-5.943430588E-3,1.039300766E-2
2.001083334E-2,-7.447315007E-2,2.303730696E-2,3.574731946E-2
4.005483333E-2,-3.442929685E-2,3.114155121E-2,-1.430330798E-2
6.009883333E-2,6.697566807E-2,-2.860490466E-3,-3.283368796E-2
8.014383334E-2,1.022027526E-2,-2.734406479E-2,-3.130159527E-2
1.001878333E-1,-3.862262890E-2,-7.452835143E-2,-1.721560396E-2
1.202318333E-1,-3.386131674E-2,-7.437686622E-2,-8.019914851E-3
1.402768333E-1,1.411834033E-3,-1.645130478E-2,-6.524754688E-3
1.603208333E-1,2.142856829E-2,1.083261054E-2,-1.066704746E-2
1.803648333E-1,1.290108729E-2,-1.260992046E-2,-2.263538539E-2
2.004098333E-1,1.825122908E-2,1.035752008E-3,-2.113734558E-2
2.204538333E-1,1.314146258E-2,1.590605453E-2,-3.498653416E-3
2.404978333E-1,-2.131044492E-2,3.777910955E-3,3.530728864E-3
2.605428333E-1,-3.517508507E-2,-6.506941281E-3,8.301559836E-3
2.805868333E-1,-2.100186422E-2,1.607901882E-3,-6.995727308E-4
3.006308333E-1,-7.793391123E-4,3.759158030E-2,-1.020580623E-2
3.206758333E-1,-2.887926437E-2,7.751774043E-2,-1.266210154E-2
3.407198333E-1,-6.662637740E-2,1.635511667E-1,-1.114836149E-2
3.607638333E-1,-5.752688646E-2,1.439875364E-1,-8.338509127E-3
3.808088333E-1,-2.858301252E-2,1.138707325E-1,-6.716859341E-2
4.008528333E-1,-1.070941761E-1,1.305076778E-1,-5.671727657E-1
4.208968333E-1,-3.361852765E-1,3.446235359E-1,-1.200246930E0
4.409418333E-1,-3.247520328E-1,3.175694644E-1,-1.253412008E0
4.609858333E-1,-1.149143949E-1,4.232554436E-1,-1.470716596E0
4.810298333E-1,1.785973161E-1,2.260665298E-1,-1.788663149E0
5.010748333E-1,3.652261794E-1,-3.092542887E-1,-1.925128222E0
5.211188333E-1,1.819591224E-1,-2.376910150E-1,-2.016243458E0
5.411628333E-1,6.544475257E-2,-5.352076516E-2,-2.374297857E0
5.612078333E-1,4.957555830E-1,1.381019503E-1,-2.553459406E0
5.812518333E-1,8.963600397E-1,-5.302789807E-1,-2.715234518E0
6.012968333E-1,5.659753084E-1,3.492918611E-1,-2.707383156E0
6.213408333E-1,8.510356545E-1,2.880893946E0,-2.099750757E0
