"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.462500020E-5,3.112477570E0,8.219407654E0,4.004622345E0
2.013662500E-2,2.876119080E0,8.164172516E0,3.623814240E0
4.017962500E-2,2.766996002E0,8.192463684E0,4.530927887E0
6.022162500E-2,3.005001068E0,8.155939636E0,4.082759857E0
8.026362500E-2,3.097209320E0,8.261170807E0,3.688779144E0
1.003056250E-1,3.045566711E0,8.366851044E0,3.563789062E0
1.203476250E-1,3.033890991E0,8.480614471E0,3.469036102E0
1.403906250E-1,3.064277802E0,8.575217743E0,3.252885590E0
1.604326250E-1,3.098257141E0,8.405770111E0,3.186124420E0
1.804746250E-1,3.076252899E0,8.194110260E0,3.591930542E0
2.005166250E-1,3.227438507E0,8.161029053E0,3.327879639E0
2.205586250E-1,3.622616730E0,8.273145905E0,3.816763000E0
2.406015000E-1,3.742816772E0,8.210276642E0,4.031865692E0
2.606435000E-1,3.784130859E0,8.350235596E0,3.929029541E0
2.806855000E-1,3.450624390E0,8.460406494E0,4.268523560E0
3.007275000E-1,3.393443298E0,8.099506989E0,4.107608185E0
3.207695000E-1,3.604055328E0,7.806416473E0,4.197870483E0
3.408125000E-1,2.777025146E0,9.029523010E0,3.407214661E0
3.608545000E-1,3.176544342E0,8.485554199E0,3.510050812E0
3.808965000E-1,3.099155273E0,7.504344635E0,3.587888947E0
4.009385000E-1,3.683540039E0,6.550079041E0,3.146606598E0
4.209805000E-1,3.683240662E0,6.202202454E0,3.118614807E0
4.410235000E-1,3.077899475E0,6.503076782E0,2.930007019E0
4.610655000E-1,3.293900299E0,6.495442657E0,2.931503906E0
4.811075000E-1,4.623285828E0,7.270381165E0,4.604724426E0
5.011495000E-1,4.055965576E0,8.111482086E0,5.197192383E0
5.211915000E-1,4.929998016E0,8.074359283E0,4.502337341E0
5.412345000E-1,4.598886566E0,7.531887360E0,3.540437622E0
5.612765000E-1,4.544100494E0,7.394173737E0,3.496279449E0
5.813185000E-1,5.422473907E0,7.870632935E0,3.123554535E0
6.013605000E-1,6.337221680E0,6.670578461E0,3.494632874E0
6.214025000E-1,5.473667450E0,7.012317810E0,3.245550842E0
6.414445000E-1,4.656965790E0,6.895111542E0,3.194956055E0
6.614875000E-1,4.034709778E0,5.058580627E0,9.961784363E-1
6.815295000E-1,1.498533783E0,3.759881287E0,1.511856079E0
7.015715000E-1,6.861730957E-1,3.216810608E0,3.847598877E0
7.216135000E-1,9.285191345E-1,4.102069702E0,2.921175385E0
7.416555000E-1,5.640720062E0,2.675236816E1,8.324189758E-1
7.616985000E-1,-7.988437958E0,3.306219681E1,-5.348377991E-1
7.817405000E-1,-7.116800537E0,8.319848785E0,7.333250427E-1
8.017825000E-1,-1.435320236E1,3.778442688E0,1.149160309E0
8.218245000E-1,-8.447832642E0,2.949915619E0,1.782792664E-1
8.418665000E-1,-4.654421082E0,5.915997620E0,1.687590637E0
8.619095000E-1,-3.161276093E0,9.402996368E0,2.981350250E0
8.819515000E-1,-8.158035278E-1,1.152887558E1,2.542612610E0
9.019935000E-1,2.909948730E-1,1.060095520E1,1.246158600E0
9.220355000E-1,4.839436340E-1,9.733209686E0,6.965016174E-1
9.420775000E-1,-6.628216553E-1,9.582173767E0,4.840933228E-1
9.621205000E-1,-1.773362274E0,9.709858246E0,8.800199890E-1
9.821625000E-1,-2.553689575E0,9.645342407E0,1.444945221E0
1.002204500E0,-2.817141724E0,9.538165283E0,1.788031769E0
1.022246500E0,-2.314187622E0,9.362879791E0,1.835632782E0
1.042288500E0,-1.883533173E0,9.152866516E0,1.749262390E0
1.062331500E0,-1.680704956E0,9.224717102E0,1.549128571E0
1.082373500E0,-1.664837952E0,9.525890808E0,1.422491913E0
1.102415500E0,-1.712438965E0,9.542206879E0,1.342408447E0
1.122457500E0,-1.577719116E0,9.573940887E0,1.344653778E0
1.142499500E0,-1.456770630E0,9.592502289E0,1.250050507E0
1.162541500E0,-1.471440125E0,9.540560303E0,1.018332367E0
1.182584500E0,-1.565744019E0,9.561217346E0,8.168513489E-1
1.202626500E0,-1.742376709E0,9.652377777E0,7.366181946E-1
1.222668500E0,-1.977088623E0,9.735604706E0,7.467970276E-1
1.242714708E0,-2.210453339E0,9.625583496E0,9.042695618E-1
1.262756708E0,-2.020797729E0,9.620194702E0,1.152453461E0
1.282799708E0,-1.588496704E0,9.509874115E0,1.305135956E0
