"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.498375001E-3,1.422480941E-1,4.638033807E-1,-1.216648370E-1
2.354037500E-2,-3.361002356E-2,5.756876990E-2,-5.381105468E-2
4.358237499E-2,2.256523818E-2,-6.429336220E-2,3.609448671E-2
6.362437500E-2,1.281468123E-1,4.116641730E-2,4.874127358E-2
8.366637499E-2,2.230977416E-1,4.214708880E-2,5.553077906E-2
1.037083750E-1,2.044375539E-1,5.862777308E-2,3.422989510E-3
1.237503750E-1,2.213257998E-1,1.738371402E-1,-6.116656959E-2
1.437923750E-1,2.008028924E-1,2.264878303E-1,-1.138428748E-1
1.638340000E-1,1.433240175E-1,1.744580716E-1,-1.454363763E-1
1.838760000E-1,1.313227564E-1,9.512863308E-2,-1.579414159E-1
2.039180000E-1,1.276918650E-1,6.124276668E-2,-1.586657614E-1
2.239600000E-1,1.416799128E-1,-3.434256651E-4,-1.395073384E-1
2.440020000E-1,1.120717600E-1,-1.204437111E-2,-1.091567501E-1
2.640440000E-1,8.891010284E-2,-8.047520369E-2,-8.214019984E-2
2.840860000E-1,9.690326452E-2,-1.387275755E-1,-5.323370546E-2
3.041280000E-1,1.019278467E-1,-2.425221056E-1,4.857890308E-3
3.241700000E-1,9.318854660E-2,-3.774755597E-1,3.095532209E-2
3.442120000E-1,3.664608672E-2,-5.622318983E-1,6.632438302E-2
3.642540000E-1,-7.440930605E-2,-7.933179140E-1,4.901445657E-2
3.842960000E-1,4.766534269E-2,-7.526649237E-1,1.025830284E-1
4.043380000E-1,2.986996174E-1,-5.478237867E-1,1.692052037E-1
4.243800000E-1,4.509936273E-1,-4.193045199E-1,5.164194480E-2
4.444220000E-1,4.637138546E-1,-1.153767630E-1,7.145243138E-2
4.644640000E-1,3.880925477E-1,-1.154915169E-1,1.187963709E-1
4.845060000E-1,3.830333948E-1,-4.687682912E-2,1.559929401E-1
5.045480000E-1,4.445239305E-1,2.548951283E-2,1.798676401E-1
5.245900000E-1,4.655556977E-1,6.685665250E-2,1.484557390E-1
5.446320000E-1,5.113319755E-1,1.321547329E-1,3.144754842E-2
5.646740000E-1,4.962865412E-1,2.726563811E-1,-3.103775531E-2
5.847160000E-1,4.229732454E-1,2.422355562E-1,-7.598144561E-2
6.047580000E-1,3.742544949E-1,1.366533935E-1,-1.568450034E-1
6.248000000E-1,3.657454848E-1,5.896359682E-2,-2.830692232E-1
