"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.954833334E-3,-1.616340876E-1,-2.003666610E-1,1.198446527E-1
2.499683333E-2,1.105189174E-1,9.585485607E-2,9.057892114E-2
4.503883333E-2,2.203548849E-1,2.497019619E-1,7.017390803E-3
6.508183333E-2,2.189943045E-1,2.043576539E-1,-3.861779720E-2
8.512383333E-2,1.684222668E-1,9.630009532E-2,-6.899060309E-2
1.051658333E-1,1.549072564E-1,5.396023765E-2,-5.145716295E-2
1.252088333E-1,2.010228932E-1,1.348735243E-1,-1.274921373E-2
1.452502500E-1,8.854238689E-2,-7.283362001E-2,7.323079556E-2
1.652922500E-1,-4.419534001E-3,-2.004761696E-1,5.346254632E-2
1.853352500E-1,2.880718186E-2,-2.639245987E-1,7.574876398E-2
2.053772500E-1,6.727368385E-2,-6.947834790E-2,1.346005797E-1
2.254192500E-1,1.691201776E-1,5.430634692E-2,2.978401445E-2
2.454622500E-1,1.986967772E-1,6.770528108E-2,-2.536703646E-2
2.655042500E-1,7.356785983E-2,5.087036267E-2,-3.000149736E-3
2.855462500E-1,9.095996618E-2,3.851109371E-2,4.207173735E-2
3.055892500E-1,4.872478545E-2,2.163213212E-4,4.907602444E-2
3.256312500E-1,5.096653849E-2,1.860922389E-2,3.942989558E-2
3.456732500E-1,1.402200907E-1,3.784585511E-3,2.522707917E-2
3.657162500E-1,1.894156039E-1,-7.274096459E-2,-2.303791046E-2
3.857582500E-1,2.305755168E-1,-1.469992399E-1,-5.815237015E-2
4.058002500E-1,2.028852850E-1,-9.072735161E-2,5.724546313E-2
4.258432500E-1,2.489447147E-1,-1.923218518E-1,1.010377631E-1
4.458852500E-1,3.350904584E-1,-2.616455555E-1,1.157284752E-1
4.659272500E-1,3.667357862E-1,-2.991874218E-1,6.515000015E-2
4.859702500E-1,3.764538765E-1,-4.235383272E-1,2.338549867E-2
5.060122500E-1,6.186449528E-1,-4.721052051E-1,-4.055381194E-2
5.260542500E-1,6.875774264E-1,-7.524055243E-1,-1.511439681E-1
5.460972500E-1,7.034782767E-1,-8.442761898E-1,-2.575547695E-1
5.661392500E-1,6.645562649E-1,-8.931852579E-1,-1.261122376E-1
5.861812500E-1,6.784147024E-1,-7.100704312E-1,-1.167020574E-1
6.062242500E-1,5.986574292E-1,-1.853533685E-1,-4.749198258E-2
6.262662500E-1,7.301305532E-1,-2.401480824E-2,-9.444771707E-2
6.463082500E-1,5.630884171E-1,-3.154678047E-1,-2.437867522E-1
6.663512500E-1,3.873900771E-1,-9.889467061E-2,-2.837499678E-1
6.863932500E-1,2.870155275E-1,-3.396764100E-1,-3.290611207E-1
7.064352500E-1,1.678808182E-1,-5.453460217E-1,-5.160537362E-1
7.264782500E-1,8.861927688E-2,-8.692966700E-1,-1.315433621E0
7.465202500E-1,-1.710266918E-1,-1.157557964E0,-2.626868248E0
7.665622500E-1,-5.392649770E-1,-2.103971720E0,-4.014194012E0
7.866052500E-1,-1.334227204E0,-4.030633926E0,-4.792008877E0
8.066472500E-1,-1.905792117E0,-4.807553768E0,-4.820768833E0
8.266892500E-1,-3.233352304E-1,-2.465803862E0,-4.381168842E0
8.467322500E-1,9.444553852E-1,1.635066509E0,-3.864391088E0
8.667742500E-1,5.291381478E-1,4.540865898E0,-4.470693588E0
8.868162500E-1,-4.181987941E-1,6.878234386E0,-3.629902840E0
9.068592500E-1,-1.253860235E0,6.194607258E0,-1.693103313E0
