"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.615416666E-3,6.087690582E0,7.470065918E0,1.445543976E0
1.842658333E-2,6.053561554E0,7.570357361E0,1.438807983E0
3.846858333E-2,6.015091553E0,7.651189270E0,1.404080200E0
5.851058333E-2,6.202950897E0,7.754773865E0,1.354682922E0
7.855358333E-2,6.132447510E0,7.859406281E0,1.508263550E0
9.859558333E-2,5.961502991E0,7.627089386E0,1.912123718E0
1.186375833E-1,7.078480225E0,7.077731781E0,1.968556366E0
1.386795833E-1,6.623576202E0,7.178921356E0,1.978435822E0
1.587225833E-1,5.993686066E0,8.235274658E0,2.258503418E0
1.787645833E-1,5.392536163E0,8.006400604E0,2.210752716E0
1.988065833E-1,5.642965393E0,7.848179626E0,1.323697357E0
2.188485833E-1,5.321284332E0,5.549559631E0,1.096170502E0
2.388915833E-1,5.578449554E0,7.040459290E0,1.001267853E0
2.589335833E-1,5.278623047E0,7.917485504E0,2.309098206E0
2.789755833E-1,4.442761230E0,7.965834961E0,2.097588043E0
2.990173333E-1,4.570146332E0,8.121211853E0,1.311722260E0
3.190603333E-1,4.535119171E0,8.303832092E0,9.559121704E-1
3.391023333E-1,5.021607513E0,8.079448700E0,1.448088684E0
3.591443333E-1,4.687352600E0,7.875572662E0,1.580563202E0
3.791863333E-1,4.423301697E0,8.063432007E0,2.058219910E0
3.992293333E-1,5.054239655E0,8.550070038E0,1.949096832E0
4.192713333E-1,4.879552917E0,8.738079071E0,1.584754486E0
4.393133333E-1,4.725822601E0,9.108259277E0,1.439406738E0
4.593553333E-1,4.895868988E0,9.879605255E0,1.721120911E0
4.793983333E-1,5.159620514E0,9.727970581E0,1.494043121E0
4.994403333E-1,5.050796814E0,8.603658600E0,1.190923462E0
5.194823333E-1,5.026397552E0,7.804171143E0,1.628014526E0
5.395243333E-1,5.509892120E0,7.681127014E0,1.538350983E0
5.595673333E-1,5.309009857E0,7.746540985E0,1.367406464E0
5.796093333E-1,4.743336182E0,7.797135773E0,6.219566345E-1
5.996513333E-1,3.259022827E0,7.534282379E0,1.000519409E0
6.196933333E-1,2.779270477E0,7.060517578E0,1.038390656E0
6.397363333E-1,3.209326172E0,7.346273346E0,1.521436157E0
6.597783333E-1,1.578018494E0,6.830595703E0,5.273533630E-1
6.798203333E-1,-8.674461365E-1,7.007827148E0,6.297404480E-1
6.998623333E-1,-2.785707092E0,6.587201843E0,1.187031555E0
7.199043333E-1,-2.433339844E0,7.744894409E0,4.022135925E-1
7.399473333E-1,1.068777466E0,1.788166489E1,-3.029699707E-1
7.599893333E-1,1.830094299E0,2.310011307E1,-1.424138489E0
7.800313333E-1,-2.591111755E0,1.116288666E1,1.122964783E0
8.000733333E-1,-2.715503082E0,7.113357697E0,1.194515991E0
8.201163333E-1,-1.338815918E0,8.642278290E0,-3.140469360E-1
8.401583333E-1,-3.674858093E-1,1.007629623E1,-7.035369873E-2
8.602003333E-1,-3.460803223E-1,1.005264542E1,4.204756165E-1
8.802423333E-1,-6.339317322E-1,9.749226379E0,3.230282593E-1
