"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.038083334E-3,6.113736420E0,7.556735687E0,1.783690796E0
1.900391666E-2,6.031557312E0,7.366631012E0,2.179767151E0
3.904591667E-2,5.924978943E0,7.564669189E0,2.295027466E0
5.908791666E-2,5.909860382E0,7.604935455E0,2.240391083E0
7.913091667E-2,5.966592407E0,7.603737946E0,2.404599609E0
9.917291666E-2,5.959257660E0,7.619904327E0,2.623294830E0
1.192149167E-1,5.949527893E0,7.541168060E0,2.553839264E0
1.392569167E-1,5.895340576E0,7.523953857E0,2.278262329E0
1.592989167E-1,5.789810028E0,7.405550079E0,2.351909180E0
1.793419167E-1,5.662574615E0,7.469766541E0,2.463576965E0
1.993839167E-1,5.735622711E0,7.629334717E0,2.439028015E0
2.194259167E-1,5.811514893E0,7.706723785E0,2.307451630E0
2.394679167E-1,5.791755981E0,7.649991760E0,2.377955017E0
2.595099167E-1,5.653742981E0,7.414980469E0,2.401456146E0
2.795529167E-1,5.552104340E0,7.294181671E0,2.449506226E0
2.995949167E-1,5.530998230E0,7.337591400E0,2.341281281E0
3.196369167E-1,5.448070679E0,7.176376648E0,2.439327393E0
3.396789167E-1,5.543123016E0,6.212530975E0,2.189646606E0
3.597209167E-1,5.252577209E0,6.306535492E0,1.438658295E0
3.797639167E-1,5.548362122E0,6.318360901E0,1.857936401E0
3.998059167E-1,5.554199982E0,7.087910614E0,2.384541321E0
4.198479167E-1,5.655239868E0,7.229516144E0,2.893482971E0
4.398899167E-1,5.183870087E0,7.182513885E0,3.139421539E0
4.599319167E-1,4.846022644E0,7.541766815E0,2.543361053E0
4.799749167E-1,3.713926849E0,9.504934387E0,1.703906708E0
5.000169167E-1,6.339916077E0,9.210945740E0,2.239343262E0
5.200589167E-1,7.515421600E0,8.792865143E0,2.381547546E0
5.401005417E-1,6.628964996E0,8.910670166E0,3.275039520E0
5.601425417E-1,6.028264160E0,8.281827850E0,1.137334900E0
5.801855417E-1,5.403762817E0,6.304589539E0,-5.292993164E-1
6.002275417E-1,6.012097778E0,5.116510162E0,-9.945318604E-1
6.202695417E-1,8.338260498E0,5.437891846E0,-1.044378204E0
6.403115417E-1,7.796986084E0,4.906496887E0,9.927355957E-1
6.603535417E-1,6.727759552E0,4.788542175E0,1.747915192E0
6.803965417E-1,7.618108063E0,5.123695221E0,-2.589614868E-1
7.004385417E-1,8.314459991E0,4.734953613E0,-1.667232971E0
7.204805417E-1,3.897445221E0,5.530998230E0,-7.650590515E-1
7.405225417E-1,1.604663086E0,5.801186371E0,7.050338745E-1
7.605645417E-1,3.811673584E0,6.591393127E0,-2.333198090E0
7.806075417E-1,2.248623962E0,1.519924301E1,-8.655001831E-1
8.006495417E-1,3.442840576E0,2.646751053E1,-1.142124939E0
8.206915417E-1,-3.423830109E0,1.255244705E1,-6.689588928E-1
8.407335417E-1,-4.399650879E0,6.798861694E0,-1.342707825E-1
8.607755417E-1,-2.189197540E0,7.871231689E0,-1.907183990E0
8.808185417E-1,-7.720944214E-1,9.679172058E0,-1.745969238E0
9.008605417E-1,-2.665956116E-1,9.660311279E0,1.686991882E-1
9.209025417E-1,-1.032852173E-2,9.559271393E0,4.171824646E-1
9.409445417E-1,-1.339714050E-1,9.813293152E0,-5.837860107E-3
9.609865417E-1,-3.766168213E-1,9.909393311E0,-4.017645264E-1
9.810295417E-1,-4.561015320E-1,9.818083191E0,-4.126918030E-1
1.001071542E0,-2.356100464E-1,1.002659958E1,-2.724334717E-1
1.021113542E0,2.848576355E-1,1.025981461E1,-2.115101624E-1
1.041155542E0,1.242117004E0,1.041189835E1,-2.417472839E-1
