"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.719916665E-3,4.467167892E-3,6.606672890E-3,-4.022382200E-2
2.276191667E-2,-4.554399475E-2,-3.916544467E-2,-1.446298975E-2
4.280391667E-2,-5.902836844E-2,-4.984318092E-2,-3.507426707E-3
6.284591667E-2,-6.975794584E-2,-4.274975136E-2,-1.140222419E-3
8.288891667E-2,-5.578871444E-2,-2.029471472E-2,-2.173669077E-2
1.029309167E-1,-1.416363288E-2,4.233546555E-2,-4.782253131E-2
1.229729167E-1,1.403529942E-2,4.334295169E-2,-6.161494181E-2
1.430149167E-1,1.669094153E-2,1.320693269E-2,-7.514321804E-2
1.630569167E-1,3.503286839E-2,-6.722521503E-3,-6.076423451E-2
1.830999167E-1,4.429700598E-2,7.590563037E-3,-5.111638829E-2
2.031419167E-1,4.616702348E-2,5.448032171E-2,-5.356079713E-2
2.231839167E-1,6.816370785E-2,1.235557720E-2,-4.360272735E-2
2.432259167E-1,8.642449230E-2,-4.803011566E-2,-3.007415868E-2
2.632679167E-1,1.110774875E-1,-9.087401628E-2,-1.241787989E-2
2.833109167E-1,1.034773588E-1,-9.213928133E-2,7.210150361E-3
3.033529167E-1,1.003158167E-1,-1.399941891E-1,3.040448204E-2
3.233949167E-1,1.370580941E-1,-1.838835329E-1,6.800654531E-2
3.434369167E-1,8.959325403E-2,-3.149296045E-1,1.209809035E-1
3.634789167E-1,5.108587444E-3,-7.592719793E-1,1.719717681E-1
3.835219167E-1,-3.901508637E-3,-1.082596779E0,6.897294521E-2
4.035639167E-1,-1.675563678E-2,-1.123627901E0,-2.916298807E-2
4.236059167E-1,5.210998654E-2,-1.010830998E0,-1.484712064E-1
4.436479167E-1,2.078728825E-1,-9.370483756E-1,-1.925280988E-1
4.636899167E-1,1.514591426E-1,-5.989869237E-1,-6.515835226E-2
4.837329167E-1,1.278856397E-1,-7.282992005E-1,4.125431478E-1
5.037749167E-1,2.020312399E-1,-7.415457368E-1,4.044433534E-1
5.238169167E-1,2.721647620E-1,-3.156126142E-1,1.274967790E-1
5.438585417E-1,5.908333063E-1,-1.556129456E-1,-9.636201710E-2
5.639005417E-1,4.383882582E-1,-2.690623999E-1,-2.113512158E-1
5.839435417E-1,1.455547214E-1,-5.802171826E-1,-2.419115007E-1
6.039855417E-1,-1.635019779E-1,-1.151230454E0,-5.808336735E-1
6.240275417E-1,-3.467152417E-1,-1.387479663E0,-1.502675295E0
6.440695417E-1,-7.081239671E-2,-1.372249603E0,-2.216504335E0
6.641115417E-1,3.970196247E-1,-4.654501677E-1,-2.801249743E0
6.841545417E-1,6.327990294E-1,5.764569044E-1,-3.804021120E0
7.041965417E-1,4.747591317E-1,9.844878912E-1,-4.854389668E0
7.242385417E-1,7.391228080E-1,1.536109746E-1,-4.624479771E0
7.442805417E-1,8.593637347E-1,-4.764241576E-1,-4.229918957E0
7.643225417E-1,4.810212851E-1,-1.098083019E0,-4.143789768E0
7.843655417E-1,4.213224351E-1,3.853226006E-1,-3.876162052E0
8.044075417E-1,-1.655212045E-1,1.702841997E0,-4.007865429E0
8.244495417E-1,-2.585487068E-1,3.194266081E0,-2.096618176E0
8.444915417E-1,2.427096665E-2,2.266141176E0,-4.505935311E-1
8.645335417E-1,2.586117685E-1,3.605960011E-1,-7.718058676E-2
8.845765417E-1,1.966770887E-1,-2.344142050E-1,-5.480196700E-2
9.046185417E-1,2.376425713E-1,-2.672336698E-1,-8.942028880E-2
9.246605417E-1,2.967298627E-1,-1.618597955E-1,-1.909552217E-1
9.447025417E-1,3.113548756E-1,1.005987823E-1,-2.964572608E-1
9.647445417E-1,2.029320002E-1,2.761313915E-1,-3.249657452E-1
9.847875417E-1,1.384430677E-1,1.741003245E-1,-2.916954756E-1
1.004829542E0,1.708848476E-1,6.684529036E-2,-2.811418474E-1
1.024871542E0,1.710303277E-1,4.887231067E-2,-2.924623489E-1
1.044913542E0,8.587606996E-2,-3.028127830E-3,-3.191327751E-1
1.064955542E0,-2.540657483E-2,7.368690521E-2,-2.755716443E-1
1.084998542E0,-8.183459193E-2,2.340792418E-1,-1.740961522E-1
1.105040542E0,-9.953098744E-2,2.245124429E-1,-7.019114681E-3
1.125082542E0,-2.738697231E-1,1.056419834E-1,1.849608123E-1
1.145124542E0,-6.702972054E-1,2.475722134E-1,2.941085994E-1
1.165167542E0,-1.032602549E0,7.294069529E-1,4.938460886E-2
1.185209542E0,-1.113937497E0,5.835199356E-1,-2.768697441E-1
1.205251542E0,-1.462796688E0,-3.950896263E-1,-2.983876169E-1
1.225293542E0,-1.917265415E0,-1.559867382E0,-4.093149900E-1
1.245335542E0,-2.039111614E0,-2.610453129E0,-7.145270109E-1
1.265378542E0,-1.747173667E0,-2.490151167E0,-7.916486263E-1
1.285420542E0,-1.536947131E0,-2.904908061E-1,-4.763599634E-1
1.305462542E0,-2.016784906E0,7.189279199E-1,8.211678267E-2
1.325504542E0,-1.645883560E0,5.762370229E-1,5.482714772E-1
1.345546542E0,-1.239503741E0,-7.454092149E-3,8.138258457E-1
1.365589542E0,-1.249870658E0,2.258399427E-1,7.558495998E-1
1.385631542E0,-1.080686569E0,6.872321367E-1,7.295677066E-1
1.405673542E0,-1.002400041E0,8.450845480E-1,6.522697210E-1
1.425715542E0,-8.334991932E-1,1.076311946E0,5.721741915E-1
1.445757542E0,-4.989728928E-1,1.295393467E0,4.962503910E-1
1.465800542E0,-7.057780772E-2,1.180596948E0,2.165554613E-1
1.485842542E0,3.324612379E-1,9.456501007E-1,-9.794891626E-2
1.505884542E0,8.503322005E-1,7.524442077E-1,-2.408930957E-1
1.525926542E0,1.362006068E0,1.025081158E0,-1.895327568E-1
1.545968542E0,1.639573455E0,1.096053004E0,-1.081964150E-1
1.566011542E0,1.771400690E0,1.061632037E0,2.279263176E-2
1.586053542E0,1.401064277E0,8.325873017E-1,1.837808043E-1
1.606095542E0,4.533572197E-1,-5.348826647E-1,3.628042340E-2
1.626137542E0,-5.482267737E-1,-1.623253584E0,-2.698367536E-1
1.646179542E0,-3.103174567E-1,-2.480016798E-1,-1.036091685E0
1.666222542E0,3.780273795E-1,7.274786234E-1,-3.872813284E-1
1.686264542E0,1.489744544E0,2.095206022E0,-7.061390579E-2
1.706306542E0,1.470846653E0,1.376473784E0,-1.353938282E-1
1.726348542E0,-3.992358446E-1,-2.545040846E0,-4.203685224E-1
1.746390542E0,1.109143719E-1,-2.233954906E0,-7.624455094E-1
1.766433542E0,4.539065361E-1,1.526225805E0,-7.069103122E-1
1.786475542E0,-4.687430859E-1,1.738503575E0,-6.389308572E-1
1.806517542E0,2.609314322E-1,3.221731186E-1,-2.570727170E-1
1.826559542E0,5.789360404E-1,-5.835351348E-1,-2.526490390E-1
1.846601542E0,4.466046989E-1,-2.204119116E-1,-2.659762502E-1
1.866644542E0,2.313489616E-1,3.826006651E-1,-2.155483663E-1
1.886686542E0,3.217456862E-2,8.573061228E-2,-1.815116107E-1
1.906728542E0,-1.145699918E-1,-3.583887592E-2,-8.925217390E-2
1.926770542E0,-1.066710874E-1,1.789185852E-1,-7.126308978E-2
1.946812542E0,1.365620643E-2,2.706880569E-1,-9.868178517E-2
1.966855542E0,2.294353545E-1,6.230602860E-1,-2.571603358E-1
1.986897542E0,5.920246243E-1,1.147771239E0,-3.924278617E-1
2.006939542E0,6.928982735E-1,1.107015014E0,-5.133489966E-1
2.026981542E0,2.917838395E-1,2.981379628E-1,-5.805572271E-1
2.047023542E0,-1.498581469E-1,-3.387829959E-1,-5.114995241E-1
2.067066542E0,2.708132565E-2,-4.447132647E-1,-3.248146176E-1
2.087108542E0,1.711536944E-1,-3.481024504E-1,1.630039513E-2
2.107150542E0,4.210630953E-1,-2.779472768E-1,1.177832186E-1
2.127192542E0,2.155444622E-1,-5.364701748E-1,-1.499520689E-1
2.147234542E0,-3.219202161E-1,-1.164462209E0,-5.216380954E-1
2.167277542E0,-3.363029361E-1,-2.171270251E-1,-6.581265330E-1
2.187319542E0,4.332982004E-1,8.920254707E-1,-4.470725060E-1
2.207361542E0,6.829289794E-1,6.236451268E-1,-2.370632738E-1
2.227403542E0,3.870779276E-1,3.001066744E-1,-1.030798927E-1
2.247446542E0,1.889862418E-1,-2.439298332E-1,1.671309024E-1
2.267488542E0,3.262073696E-1,-7.323392034E-1,1.114896834E-1
2.287530542E0,2.496774346E-1,-3.467797935E-1,7.319383323E-2
2.307572542E0,1.019058377E-1,-3.966563344E-1,-4.549214616E-2
2.327614542E0,3.326879069E-2,1.781216264E-1,-1.938911229E-1
2.347657542E0,2.220969349E-1,4.545497000E-1,-1.190451756E-1
2.367699542E0,2.719692886E-1,2.975098193E-1,1.406057179E-1
2.387741542E0,4.170042649E-2,1.983930022E-1,6.840948015E-2
2.407783542E0,-8.858962357E-2,1.246825755E-1,-2.149235085E-2
2.427825542E0,-1.946213283E-2,3.982127644E-3,-5.854796991E-2
2.447868542E0,1.562122852E-1,5.553206429E-2,-4.210266843E-2
2.467910542E0,2.342272550E-1,1.263699681E-1,-2.759034513E-3
2.487952542E0,1.848120540E-1,2.030436248E-1,-3.396149958E-3
2.507994542E0,1.071256176E-1,2.170220166E-1,-2.337412536E-2
2.528036542E0,6.401319802E-2,2.086826116E-1,-8.047574759E-2
2.548084417E0,5.715615675E-2,3.252352178E-1,-1.336816996E-1
2.568126417E0,4.801092669E-2,3.489804864E-1,-1.025182307E-1
2.588168417E0,4.495839030E-2,3.122278750E-1,-2.084305510E-2
2.608210417E0,-5.742601678E-2,2.752929330E-1,4.049191624E-2
2.628252417E0,-8.357273787E-2,4.689365625E-2,6.458605081E-2
2.648295417E0,-2.423559874E-2,1.185424998E-2,6.964630634E-2
2.668337417E0,-1.817617193E-2,-1.930974796E-2,5.703201890E-2
2.688379417E0,-3.997666761E-2,-8.049445599E-2,2.732987702E-2
2.708421417E0,5.165782757E-3,-3.601250052E-2,-9.980150498E-3
2.728463417E0,2.080512233E-2,7.769605145E-5,-3.605337068E-2
2.748506417E0,3.102914989E-2,7.522707433E-2,-4.719077051E-2
2.768548417E0,3.969852254E-2,7.807407528E-2,-2.803163417E-2
2.788590417E0,4.349598289E-2,6.135234237E-2,-1.971628889E-2
2.808632417E0,2.781668864E-2,3.623972088E-2,-1.785632223E-2
2.828674417E0,2.398593351E-2,-4.434423987E-3,-2.207046002E-2
2.848717417E0,3.338712733E-3,-4.381884634E-2,-3.863745183E-2
2.868759417E0,-1.149763819E-2,-9.153450280E-2,-9.342837147E-3
2.888801417E0,2.221168950E-2,-3.765047342E-2,9.123370051E-3
2.908843417E0,-2.922464628E-4,-3.835960478E-2,1.388108730E-2
2.928885417E0,-3.999823332E-2,-4.910033941E-2,1.799277263E-3
2.948928417E0,-3.172117844E-2,-4.460979719E-3,-1.150491461E-2
2.968970417E0,-4.172236845E-2,-2.805867419E-2,-8.060604334E-3
2.989012417E0,-3.095894307E-2,-4.551646858E-2,-5.317343865E-3
3.009054417E0,-3.125036508E-2,-3.786989674E-2,1.550876442E-2
3.029096417E0,-1.551564597E-2,-1.595910266E-2,2.467038669E-2
3.049139417E0,-1.700570807E-2,-1.647137851E-2,2.125171199E-2
3.069181417E0,-4.959374294E-2,-1.042041630E-1,3.095733747E-2
3.089223417E0,-2.716069669E-2,-3.203231469E-2,2.863346040E-2
3.109265417E0,-6.547144614E-3,-1.022471488E-2,9.891953319E-3
3.129307417E0,1.501193177E-2,-1.376306172E-3,-4.946506582E-3
3.149350417E0,2.296327055E-2,-2.678015269E-2,-6.787235849E-3
3.169392417E0,5.620227754E-2,2.425431833E-2,-3.261265531E-2
3.189434417E0,5.008185282E-2,1.470370218E-2,-6.369191408E-2
3.209476417E0,4.417908192E-2,3.756232187E-2,-7.431322336E-2
3.229518417E0,5.690347403E-2,7.715144008E-2,-7.314401865E-2
3.249561417E0,6.279898435E-2,-9.705794975E-3,-8.978017420E-2
3.269603417E0,5.370054394E-2,-7.851806283E-2,-6.464970112E-2
3.289645417E0,7.428172976E-2,-6.022546440E-4,-5.635895953E-2
3.309687417E0,1.795313321E-2,8.316241205E-3,-5.609511584E-2
3.329729417E0,-2.927414887E-2,-6.531381048E-3,-4.708516225E-2
3.349772417E0,-3.889165819E-2,-3.380595148E-2,-2.768047713E-2
3.369814417E0,-2.917390317E-2,-1.068076640E-1,-2.495590039E-2
3.389856417E0,3.508152440E-2,-1.111422703E-1,-3.765586019E-2
3.409898417E0,5.591220409E-2,-8.098660409E-2,-5.651728436E-2
3.429940417E0,2.514093183E-2,-3.285958990E-2,-5.946622416E-2
3.449983417E0,4.480710998E-2,5.208452046E-2,-5.189244449E-2
3.470025417E0,6.887850910E-2,5.690623820E-2,-3.345868364E-2
3.490067417E0,-6.845971197E-2,2.793303430E-1,-3.840099648E-2
3.510109417E0,-5.407392234E-2,1.370862126E-1,-7.595776767E-2
3.530151417E0,-2.569087036E-2,1.165064201E-1,-8.454896510E-2
3.550189417E0,1.126833819E-2,9.545005113E-2,-4.599048942E-2
3.570231417E0,-5.456534214E-3,9.552917629E-2,-1.191185135E-2
3.590273417E0,-3.796337917E-2,7.388477772E-2,-4.356624559E-4
3.610315417E0,-4.905652255E-2,7.975871116E-2,-1.614816859E-2
3.630357417E0,-5.322496220E-2,6.355980784E-2,-1.785467565E-2
3.650400417E0,-6.145558506E-2,7.369878888E-2,-3.318314999E-2
3.670442417E0,-5.581308901E-2,8.918132633E-2,-1.444285549E-2
3.690484417E0,-4.274713248E-2,5.460759252E-2,3.103604075E-3
3.710526417E0,-1.964877918E-2,-5.237722024E-2,-1.116290502E-2
3.730568417E0,-1.904583350E-2,-1.084921807E-1,-1.480444800E-2
3.750611417E0,-2.070024796E-2,-1.036262959E-1,-1.774766296E-2
3.770653417E0,-1.073501725E-2,-6.697402149E-2,-2.645763010E-2
3.790695417E0,-2.220759727E-2,-4.339598492E-2,-2.917661890E-2
3.810737417E0,-2.867775224E-2,1.026780531E-2,-2.031235024E-2
3.830779417E0,-3.727341443E-2,5.069801211E-2,-4.026889801E-3
3.850822417E0,-5.836104974E-2,3.680552915E-2,1.579562388E-2
3.870864417E0,-6.056139618E-2,2.862023562E-2,2.684278414E-2
3.890906417E0,-6.612259895E-2,2.122005448E-2,2.994416282E-2
3.910948417E0,-8.357078582E-2,3.029880673E-2,2.745333128E-2
3.930990417E0,-7.813923061E-2,8.230090141E-3,2.606088109E-2
3.951032417E0,-6.210401654E-2,-2.359363623E-2,2.984752133E-2
3.971075417E0,-2.975361608E-2,-5.855066702E-2,3.178130090E-2
3.991117417E0,-7.042001002E-3,-5.545458198E-2,1.944393292E-2
4.011159417E0,1.635142416E-2,-4.902599007E-2,1.450587437E-2
4.031201417E0,1.154781692E-2,-6.897328049E-2,6.173737347E-5
4.051243417E0,1.293275133E-2,-5.968489498E-2,-1.177601144E-2
4.071286417E0,2.600467950E-2,-7.653372735E-2,-2.650354244E-2
4.091328417E0,2.004039846E-2,-9.495043010E-2,-3.400350735E-2
4.111370417E0,1.269924268E-2,-1.394670755E-1,-1.644363999E-2
4.131412417E0,4.045399651E-2,-1.542957425E-1,-6.650933065E-3
4.151455417E0,4.547758028E-2,-1.407778412E-1,-3.678623820E-3
4.171497417E0,4.493000358E-2,-9.706241637E-2,-1.050997060E-3
4.191539417E0,3.936083242E-2,-4.333410412E-2,-1.229155343E-2
4.211581417E0,3.006786853E-2,-5.160504486E-3,-9.513845667E-3
4.231623417E0,1.992361061E-2,2.247863635E-2,-3.571657464E-3
4.251665417E0,9.634482674E-3,5.634901300E-2,-5.319877528E-4
4.271708417E0,3.836373333E-3,6.470086426E-2,1.139316941E-3
4.291750417E0,2.183224307E-3,6.594251841E-2,8.903325535E-3
4.311792417E0,-3.736444516E-3,6.916891038E-2,1.489550062E-2
4.331834417E0,-9.861704893E-3,6.477995962E-2,2.266566083E-2
4.351876417E0,-1.263605524E-2,5.701060593E-2,3.466397151E-2
