"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.013749950E-4,2.886264399E-2,5.629235506E-2,-3.388061374E-2
2.094437500E-2,6.000252068E-2,4.881304502E-2,-3.045527264E-2
4.098737500E-2,1.439602301E-2,-9.629404172E-3,-1.552642416E-2
6.103037500E-2,4.467909224E-3,-4.285891354E-2,-5.487612449E-3
8.107337500E-2,-7.175644860E-3,-4.619966820E-2,3.746022005E-3
1.011163750E-1,-1.961454377E-2,-3.996982053E-2,1.690185629E-2
1.211593750E-1,-3.748621326E-3,-1.278747059E-2,7.864316925E-3
1.412033750E-1,2.914327756E-2,2.912970819E-2,-6.019205786E-3
1.612463750E-1,4.769245535E-2,7.655669749E-2,-1.945238933E-2
1.812893750E-1,3.446847573E-2,7.578314096E-2,-1.750766858E-2
2.013323750E-1,3.144818172E-2,5.156178027E-2,-1.469130814E-2
2.213753750E-1,2.826968394E-2,1.446661260E-2,-1.701125130E-2
2.414183750E-1,2.316701785E-2,-1.171972137E-2,-1.715718023E-2
2.614613750E-1,2.736881003E-2,1.454229234E-3,-3.477035835E-2
2.815043750E-1,1.619025320E-2,1.019696519E-1,-3.248611838E-2
3.015473750E-1,2.460252494E-2,1.060157046E-1,-3.846401721E-2
3.215903750E-1,3.202155232E-2,9.082964063E-2,-5.732046068E-2
3.416333750E-1,3.256383911E-2,3.787579760E-2,-3.639761731E-2
3.616763750E-1,3.055202588E-2,-2.570584416E-2,-1.842825674E-2
3.817193750E-1,6.053395569E-2,-6.856089830E-2,-9.670969844E-2
4.017623750E-1,9.034877270E-2,-2.289400101E-1,-1.583311558E-1
4.218053750E-1,8.857133985E-2,-4.590435326E-1,-2.006407231E-1
4.418483750E-1,4.231033474E-2,-5.739315748E-1,-2.991851270E-1
4.618913750E-1,1.116714813E-2,-5.145504475E-1,-4.032289982E-1
4.819343750E-1,-5.539511889E-2,-4.396864772E-1,-5.326929688E-1
5.019773750E-1,-1.033520624E-1,-2.641369700E-1,-7.114909887E-1
5.220203750E-1,-1.325771064E-1,-3.329609334E-1,-7.919412255E-1
5.420633750E-1,-1.030652151E-1,-5.794774294E-1,-1.607912898E0
5.621063750E-1,-6.395244598E-2,-1.846593618E-1,-2.596900940E0
5.821493750E-1,-2.364439517E-1,-6.124981046E-1,-2.369300842E0
6.021923750E-1,-3.319283426E-1,-5.589812994E-1,-1.743863344E0
6.222353750E-1,-1.756888330E-1,-1.064568281E0,-1.046331525E0
6.422783750E-1,4.567873776E-1,-1.622976184E0,-3.044413328E-1
6.623223750E-1,7.294561267E-1,-1.691451550E0,-1.264396776E-2
6.823653750E-1,1.696838439E-2,1.745821714E0,3.880149722E-1
7.024083750E-1,2.968917787E-1,2.859357119E0,8.053263426E-1
7.224513750E-1,6.353992820E-1,1.339258105E-1,5.119184852E-1
7.424943750E-1,3.169752061E-1,-4.199648201E-1,-2.255973779E-2
7.625373750E-1,-2.133720368E-2,1.555187106E-1,-2.656348646E-1
7.825803750E-1,-1.201422047E-2,1.842048615E-1,4.086745903E-2
8.026233750E-1,-3.936228901E-2,-1.282040775E-1,6.117967144E-2
8.226665000E-1,9.794556350E-2,-5.961675942E-2,-5.392635986E-2
8.427095000E-1,1.150041819E-1,1.717882697E-3,-5.488250405E-2
8.627525000E-1,7.309281081E-2,-2.544387430E-2,-5.654947460E-2
