"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.400875001E-3,1.442802325E-2,-8.534476161E-3,-1.801441610E-2
2.344287500E-2,6.413569674E-3,-2.675724402E-2,-1.577576995E-2
4.348387500E-2,1.426030602E-2,-4.365128931E-3,-3.008509427E-2
6.352587500E-2,2.701505274E-2,-1.208270434E-3,-3.946375102E-2
8.356787500E-2,3.159375116E-2,6.523446180E-3,-3.320024535E-2
1.036098750E-1,2.490636706E-2,-1.361723617E-2,-1.000499260E-2
1.236508750E-1,-1.244055294E-2,-7.496237010E-2,1.475114189E-2
1.436928750E-1,1.021875069E-2,-9.766830504E-2,-3.600984113E-3
1.637348750E-1,9.373289347E-2,-2.903171070E-2,-7.676927000E-2
1.837758750E-1,1.410804391E-1,3.952201456E-2,-1.287381351E-1
2.038178750E-1,1.222496182E-1,3.099416755E-2,-1.484378874E-1
2.238598750E-1,5.732827634E-2,-4.226899892E-2,-1.147937179E-1
2.439008750E-1,-4.572061449E-2,-1.449879408E-1,-1.726136170E-2
2.639428750E-1,-7.116837054E-2,-1.516881883E-1,5.027096719E-3
2.839848750E-1,1.973013161E-3,-4.978108034E-2,-6.112716720E-2
3.040258750E-1,5.581494421E-2,4.429563880E-2,-9.468533844E-2
3.240678750E-1,6.140450761E-2,2.797959559E-2,-1.098391786E-1
3.441098750E-1,5.243031681E-2,-5.244456977E-2,-1.930191666E-1
3.641508750E-1,-4.002256319E-3,-1.232796013E-1,-3.628897965E-1
3.841928750E-1,7.680173032E-3,-1.028610468E-1,-5.200868249E-1
4.042348750E-1,5.857290328E-2,-6.390333176E-2,-8.077768087E-1
4.242757500E-1,5.966706574E-2,1.009994559E-2,-1.251453638E0
4.443177500E-1,1.351318657E-1,2.559060045E-2,-1.936977625E0
4.643597500E-1,1.606289744E-1,-4.768328071E-1,-2.811475754E0
4.844017500E-1,-9.658592194E-2,-9.875574708E-1,-3.603118420E0
5.044427500E-1,-7.473468035E-2,-1.207895756E0,-4.080832005E0
5.244847500E-1,-3.948795050E-2,-1.997017860E0,-4.589648724E0
5.445267500E-1,-3.177487254E-1,-1.033526778E0,-5.209563732E0
5.645677500E-1,-2.068106830E-1,1.309071660E0,-4.724700451E0
5.846097500E-1,5.017586350E-1,3.508201122E0,-3.696662903E0
6.046517500E-1,-1.490598470E-1,5.513379574E0,-2.443310738E0
6.246927500E-1,-8.824213147E-1,4.551058292E0,-3.072218180E0
6.447347500E-1,-3.356406391E-1,1.337908506E0,-3.170757294E0
6.647767500E-1,-1.162594417E-3,2.885021567E-1,-2.183979034E0
6.848177500E-1,-2.888773382E-1,4.249698520E-1,-1.541592598E0
