time,seconds_elapsed,y,z,x
1781219500518181000,0.12418115234375,6.210264682769775,7.572454452514648,0.5108215808868408
1781219500528213000,0.134212890625,6.208277225494385,7.576718807220459,0.47011518478393555
1781219500538053000,0.14405322265625,6.196683883666992,7.587382793426514,0.45070117712020874
1781219500548024000,0.154024169921875,6.2010087966918945,7.584156513214111,0.4454869329929352
1781219500558094800,0.1640947265625,6.202723026275635,7.582860469818115,0.4436754882335663
1781219500568135200,0.17413525390625,6.200732231140137,7.584649562835693,0.4409078061580658
1781219500578206000,0.1842060546875,6.197952747344971,7.587060451507568,0.4385080337524414
1781219500588276700,0.19427685546875,6.196529388427734,7.588273048400879,0.4376344680786133
1781219500598378000,0.2043779296875,6.193202495574951,7.5910797119140625,0.43606677651405334
1781219500608448800,0.21444873046875,6.188982009887695,7.5945634841918945,0.4353092312812805
1781219500618458600,0.224458740234375,6.181271076202393,7.600889682769775,0.4344625473022461
1781219500628529400,0.234529296875,6.176024436950684,7.605188846588135,0.4338385760784149
1781219500638600200,0.24460009765625,6.173609256744385,7.607175350189209,0.43338149785995483
1781219500648701400,0.254701416015625,6.169170379638672,7.610886573791504,0.4314435124397278
1781219500658772200,0.264772216796875,6.169132232666016,7.6109771728515625,0.430377334356308
1781219500668843000,0.274843017578125,6.168188571929932,7.611830234527588,0.428821325302124
1781219500678944500,0.284944580078125,6.165995121002197,7.613738059997559,0.4264809191226959
1781219500739399700,0.345399658203125,6.156325340270996,7.6219987869262695,0.4185384213924408
1781219500749470500,0.355470458984375,6.156454086303711,7.621939182281494,0.4177434742450714
1781219500759510800,0.3655107421875,6.155269145965576,7.622828960418701,0.4189601540565491
1781219500769612000,0.375612060546875,6.1536478996276855,7.624015808105469,0.4211798906326294
1781219500779652400,0.38565234375,6.152490615844727,7.6249518394470215,0.42114686965942383
1781219500789723100,0.39572314453125,6.150267601013184,7.626650810241699,0.42284899950027466
1781219500799824600,0.40582470703125,6.1487250328063965,7.627821445465088,0.42415890097618103
1781219500809895400,0.4158955078125,6.150057792663574,7.626772880554199,0.42368805408477783
1781219500830067500,0.4360673828125,6.15509033203125,7.622959136962891,0.419208288192749
1781219500840107800,0.446107666015625,6.154820442199707,7.6232428550720215,0.4180278480052948
1781219500850178600,0.456178466796875,6.154362201690674,7.623587608337402,0.41847938299179077
1781219500860249300,0.466249267578125,6.153014659881592,7.624619960784912,0.4194844663143158
1781219500870320000,0.476320068359375,6.153149604797363,7.624424934387207,0.42106619477272034
1781219500880391000,0.486390869140625,6.156365871429443,7.62188720703125,0.41998279094696045
1781219500890461700,0.496461669921875,6.160581588745117,7.6186747550964355,0.41644585132598877
1781219500900563000,0.50656298828125,6.166615962982178,7.61407995223999,0.41113370656967163
1781219500910634000,0.516634033203125,6.167891979217529,7.6130571365356445,0.41093116998672485
1781219500940907300,0.5469072265625,6.164369583129883,7.6157941818237305,0.4130532741546631
1781219500951008500,0.557008544921875,6.162743091583252,7.617147922515869,0.41236206889152527
1781219500971150300,0.577150390625,6.1627349853515625,7.617178440093994,0.4119263291358948
1781219500981221000,0.58722119140625,6.161938667297363,7.617822647094727,0.41192367672920227
1781219500991292000,0.5972919921875,6.159242630004883,7.619965553283691,0.4125979244709015
1781219501001301500,0.607301513671875,6.153514385223389,7.624468803405762,0.41487085819244385
1781219501011372300,0.617372314453125,6.152641773223877,7.624883651733398,0.42015931010246277
1781219501031453000,0.637452880859375,6.15524435043335,7.622024059295654,0.43370911478996277
1781219501051625000,0.657625,6.166688919067383,7.6120123863220215,0.446769654750824
1781219501061665300,0.667665283203125,6.1667094230651855,7.611608028411865,0.45333269238471985
1781219501071736000,0.677736083984375,6.164118766784668,7.6132097244262695,0.4615861177444458
1781219501081806800,0.687806884765625,6.155984878540039,7.618982791900635,0.47469404339790344
1781219501091908400,0.697908447265625,6.152650833129883,7.621196269989014,0.4823276102542877
1781219501101979100,0.707979248046875,6.143157958984375,7.62799072265625,0.4957338869571686
1781219501112080400,0.718080322265625,6.140227317810059,7.6299543380737305,0.5017889738082886
1781219501122151200,0.728151123046875,6.131745338439941,7.636066436767578,0.5124173164367676
1781219501132191500,0.73819140625,6.1235151290893555,7.642248630523682,0.5186477303504944
1781219501142262300,0.74826220703125,6.115424633026123,7.648536682128906,0.5213978886604309
1781219501152363500,0.758363525390625,6.108680725097656,7.653721332550049,0.5243567824363708
1781219501172505000,0.778505126953125,6.098543643951416,7.661648273468018,0.5265911221504211
1781219501182606600,0.788606689453125,6.096307754516602,7.663496971130371,0.5255690813064575
1781219501192677400,0.798677490234375,6.086562156677246,7.671028137207031,0.5286533236503601
1781219501253071600,0.859071533203125,6.050954341888428,7.697904586791992,0.5464444160461426
1781219501263112000,0.86911181640625,6.043935775756836,7.703293800354004,0.5481666922569275
1781219501283284000,0.889283935546875,6.03941011428833,7.707281112670898,0.5419654846191406
1781219501293354800,0.899354736328125,6.03227424621582,7.71356201171875,0.531996488571167
1781219501303456300,0.909456298828125,6.027411460876465,7.718074321746826,0.5215548872947693
1781219501313527000,0.919527099609375,6.0261664390563965,7.719971179962158,0.5076844692230225
1781219501323628300,0.929628173828125,6.018954753875732,7.726376533508301,0.4956596791744232
1781219501343800300,0.94980029296875,6.022889137268066,7.725090503692627,0.46709612011909485
1781219501364003000,0.970003173828125,5.978566646575928,7.760469436645508,0.4497206211090088
1781219501374043400,0.98004345703125,5.972784996032715,7.765378475189209,0.44172435998916626
1781219501384144600,0.99014453125,5.941842079162598,7.789186477661133,0.439851850271225
1781219501394215400,1.00021533203125,5.864001274108887,7.8470869064331055,0.4550798237323761
1781219501404255700,1.010255859375,5.7978339195251465,7.895338535308838,0.4681251645088196
1781219501414357000,1.02035693359375,5.719081878662109,7.951553821563721,0.48505789041519165
1781219501424458200,1.030458251953125,5.680251598358154,7.979045391082764,0.48986881971359253
1781219501434559700,1.040559814453125,5.497563362121582,8.103717803955078,0.5262585282325745
1781219501464802600,1.070802490234375,5.079638481140137,8.367454528808594,0.5944327712059021
1781219501474873300,1.080873291015625,4.8851447105407715,8.480206489562988,0.6259791254997253
1781219501484974600,1.090974609375,4.687978267669678,8.588505744934082,0.6563682556152344
1781219501495045400,1.10104541015625,4.495316028594971,8.688756942749023,0.6841210722923279
1781219501505085700,1.111085693359375,4.3110456466674805,8.779712677001953,0.7084648013114929
1781219501515156500,1.121156494140625,4.0504937171936035,8.900327682495117,0.7403104305267334
1781219501525227300,1.131227294921875,3.897416353225708,8.966552734375,0.7625444531440735
1781219501535267600,1.141267578125,3.7558295726776123,9.025022506713867,0.7830114960670471
1781219501545369000,1.151369140625,3.6252450942993164,9.076760292053223,0.8002541661262512
1781219501565510700,1.1715107421875,3.4662914276123047,9.136332511901855,0.826223611831665
1781219501575581400,1.18158154296875,3.313392400741577,9.191502571105957,0.8414905667304993
1781219501585652200,1.19165234375,3.2273056507110596,9.22128677368164,0.8501545190811157
1781219501595753500,1.20175341796875,3.18662166595459,9.234936714172363,0.8554316759109497
1781219501605824300,1.21182421875,3.084685802459717,9.26924991607666,0.8579745292663574
1781219501615895000,1.22189501953125,2.900157928466797,9.328880310058594,0.8552606105804443
1781219501625965800,1.2319658203125,2.833847999572754,9.348783493041992,0.8601932525634766
1781219501636036600,1.24203662109375,2.603771686553955,9.41588020324707,0.8555511236190796
1781219501666279700,1.27227978515625,2.04032039642334,9.557528495788574,0.8131096363067627
1781219501676350500,1.2823505859375,1.814056158065796,9.604957580566406,0.7901681661605835
1781219501686421200,1.292421142578125,1.5779826641082764,9.648265838623047,0.7689808011054993
1781219501696461600,1.302461669921875,1.4499236345291138,9.669026374816895,0.7602892518043518
1781219501706532400,1.312532470703125,1.0868028402328491,9.71895694732666,0.7287735939025879
1781219501716633600,1.322633544921875,0.8415221571922302,9.745097160339355,0.7037838697433472
