time,seconds_elapsed,magneticBearing
1780563089041431000,0.43843115234375,54.649291929517396
1780563089062209300,0.459209228515625,47.42121211265911
1780563089082592800,0.4795927734375,38.99099552105133
1780563089102855200,0.499855224609375,30.176702176864985
1780563089143045600,0.540045654296875,32.85131204661231
1780563089183046700,0.580046630859375,42.87890235581547
1780563089223055000,0.62005517578125,39.70770249385547
1780563089263048200,0.660048095703125,23.250465551275415
1780563089303041500,0.70004150390625,32.954896818818334
1780563089343050200,0.74005029296875,37.447527782404045
1780563089383051300,0.78005126953125,35.331331250121174
1780563089423044400,0.82004443359375,19.585527503425396
1780563089463045400,0.86004541015625,19.93955649442784
1780563089503046100,0.900046142578125,18.6262536058489
1780563089543047200,0.940047119140625,13.624724144718837
1780563089583048200,0.980048095703125,8.177795507974446
1780563089623049200,1.02004931640625,7.048075404704508
1780563089663050000,1.060050048828125,12.267466967567664
1780563089703058700,1.10005859375,11.030006559764649
1780563089742899500,1.1398994140625,2.4842906736126715
1780563089782687500,1.1796875,8.082632307871187
1780563089822848500,1.2198486328125,9.011805006960168
1780563089863047000,1.260046875,2.360751324007085
1780563089903047700,1.300047607421875,0.5011164779140796
1780563089943048400,1.34004833984375,8.387393187153087
1780563089983041800,1.380041748046875,7.524916928846619
1780563090023043000,1.42004296875,6.53015985553364
1780563090063051800,1.4600517578125,5.268080106506451
1780563090103052000,1.500052001953125,3.970902449726873
1780563090143045600,1.540045654296875,2.9691122567339705
1780563090183046400,1.58004638671875,355.10795050562274
1780563090223047400,1.62004736328125,357.30385278326446
1780563090263048400,1.66004833984375,358.9686842774507
1780563090303049200,1.70004931640625,1.3803540551511404
1780563090343050200,1.74005029296875,4.403030477705753
1780563090383051000,1.780051025390625,8.249551741723408
1780563090423044400,1.82004443359375,9.695610634829043
1780563090463052800,1.860052734375,358.2540615844768
1780563090503053800,1.9000537109375,2.7646505754089
1780563090543047400,1.94004736328125,4.20003828806531
1780563090582828000,1.979828125,3.2493599041624397
1780563090622592500,2.019592529296875,4.295015148103199
1780563090642673200,2.039673095703125,4.873896606929287
1780563090683046400,2.08004638671875,8.861566012940896
1780563090723047400,2.12004736328125,5.31851277135208
1780563090763048200,2.160048095703125,7.608191378933206
1780563090803049200,2.20004931640625,7.608191378933206
1780563090843050200,2.24005029296875,13.165470277871153
1780563090883051000,2.280051025390625,18.866865141043608
1780563090923044400,2.32004443359375,15.720928357307839
1780563090963045000,2.360045166015625,15.835663923291904
1780563091003046100,2.400046142578125,18.1428116361296
1780563091043047000,2.440046875,22.913912477999318
1780563091083047700,2.480047607421875,27.230284029029107
1780563091123048400,2.52004833984375,42.6607867753319
1780563091163049500,2.560049560546875,38.874629716551475
1780563091203050500,2.600050537109375,35.68216174228671
1780563091243051500,2.640051513671875,39.47245774530286
1780563091283044600,2.680044677734375,41.923626708270014
1780563091323045600,2.720045654296875,45.73015306162799
1780563091363046700,2.760046630859375,49.83623058704473
1780563091402925300,2.79992529296875,51.55891393146073
1780563091442820600,2.839820556640625,52.361462956014044
1780563091462825000,2.859824951171875,52.05623350710535
1780563091503114800,2.90011474609375,52.804987828618266
1780563091543047000,2.940046875,50.749834228450425
1780563091583047700,2.980047607421875,49.14332135974244
1780563091623048700,3.020048583984375,53.07775501958146
1780563091663049500,3.060049560546875,50.701744037549126
1780563091703042800,3.100042724609375,53.57717177531021
1780563091743043600,3.140043701171875,52.6197451862083
1780563091783052300,3.18005224609375,49.945055913115205
1780563091823061000,3.22006103515625,51.93505741156275
1780563091863054000,3.26005419921875,43.55239877591066
1780563091903047400,3.30004736328125,30.96375523340425
1780563091943048400,3.34004833984375,31.41530071342084
1780563091983041500,3.38004150390625,27.64269693563965
1780563092023042300,3.420042236328125,22.142979104952072
1780563092063051000,3.460051025390625,22.44559848429499
1780563092103052000,3.500052001953125,10.678562312530392
1780563092143045000,3.540045166015625,15.816887123113972
1780563092183046100,3.580046142578125,18.802639686760475
1780563092222963200,3.619963134765625,1.0587336976765391
1780563092242815700,3.639815673828125,2.9308847845353165
1780563092282580700,3.679580810546875,357.55069086214434
1780563092302668800,3.699668701171875,354.6199826871379
1780563092343049700,3.7400498046875,349.84997200211444
1780563092383050800,3.78005078125,344.8808460667855
1780563092423044000,3.820044189453125,340.38929480882734
1780563092463045000,3.860045166015625,339.63489227495245
1780563092503046000,3.9000458984375,341.27534383631547
1780563092543046700,3.940046630859375,332.70562270328986
1780563092583047700,3.980047607421875,326.08699318258124
1780563092623048700,4.020048583984375,329.5714898055826
1780563092663049500,4.060049560546875,332.69648378962506
1780563092703042800,4.100042724609375,329.27418197332406
1780563092743043800,4.1400439453125,329.8359914382344
1780563092783052300,4.18005224609375,330.6422471631287
1780563092823061000,4.22006103515625,334.98729995692736
1780563092863054000,4.26005419921875,332.4935525965218
1780563092903047400,4.30004736328125,340.36216684023555
1780563092943048400,4.34004833984375,343.157572832632
1780563092983041800,4.380041748046875,334.102009772007
1780563093023050200,4.42005029296875,335.1536569289181
1780563093062785000,4.459784912109375,339.7343039858559
1780563093102839300,4.49983935546875,337.14123859580786
1780563093143106300,4.540106201171875,333.5727612637125
1780563093183046100,4.580046142578125,348.3979795286901
1780563093223047200,4.620047119140625,344.07423622496873
1780563093263048200,4.660048095703125,349.9433158142603
1780563093303049000,4.700049072265625,344.1508454065203
1780563093343050000,4.740050048828125,344.0759832009329
1780563093383051000,4.780051025390625,347.9460086066117
1780563093423044000,4.820044189453125,346.9372681803392
1780563093463044900,4.860044921875,346.3495811971057
1780563093503046000,4.9000458984375,339.79053463683937
1780563093543047000,4.940046875,347.42558686272116
1780563093583047700,4.980047607421875,350.83765322296847
1780563093623048700,5.020048583984375,349.67561179962206
1780563093663049500,5.060049560546875,351.0511342078245
1780563093703042800,5.100042724609375,338.1599109520758
1780563093743051500,5.140051513671875,348.69006752597977
1780563093783060200,5.180060302734375,354.4470290175897
1780563093823061200,5.220061279296875,357.0153557410606
1780563093862901800,5.25990185546875,2.7458946965145485
1780563093902720500,5.299720458984375,355.71389693863017
1780563093922747600,5.31974755859375,358.9190758092882
1780563093963075600,5.36007568359375,3.6891468617967274
1780563094003046000,5.4000458984375,5.4908667458731175
1780563094043047000,5.440046875,4.798556667923613
1780563094083047700,5.480047607421875,359.4662038466824
1780563094123048700,5.520048583984375,359.48325387175095
1780563094163049500,5.560049560546875,353.66700371462514
1780563094203050500,5.600050537109375,355.3165265842018
1780563094243051500,5.640051513671875,356.66873084420257
1780563094283052300,5.68005224609375,359.29897426861413
1780563094323053300,5.72005322265625,354.49372782107423
1780563094363046700,5.760046630859375,353.78495100244504
1780563094403048000,5.8000478515625,350.9988415284386
1780563094443056000,5.84005615234375,349.4532764888494
1780563094483049500,5.880049560546875,354.4336680192818
1780563094523042600,5.92004248046875,353.7650514036161
1780563094563051300,5.96005126953125,356.8613013400843
1780563094603052300,6.00005224609375,1.9622570112854103
1780563094643053000,6.040052978515625,7.735775186338746
1780563094682878500,6.07987841796875,12.296842414147024
1780563094722666800,6.119666748046875,16.001023654574226
1780563094742709000,6.139708984375,17.079207699587762
1780563094783067400,6.1800673828125,28.622905292770806
1780563094823053000,6.220052978515625,25.417939519039326
1780563094863046400,6.26004638671875,30.016681966762096
1780563094903047200,6.300047119140625,37.34552233849401
1780563094943048200,6.340048095703125,38.286505125563494
1780563094983041500,6.38004150390625,44.165147403573
1780563095023042300,6.420042236328125,40.55261688434782
1780563095063051000,6.460051025390625,45.781532699678976
1780563095103052000,6.500052001953125,52.56142827815109
1780563095143045000,6.540045166015625,53.98363729831045
1780563095183046100,6.580046142578125,48.69705089715123
1780563095223054600,6.6200546875,48.4314228254622
1780563095263055600,6.6600556640625,51.00068384548212
1780563095303049000,6.700049072265625,53.32694194442312
1780563095343049700,6.7400498046875,47.84388946681287
1780563095383050500,6.780050537109375,48.99331576573399
1780563095423043800,6.8200439453125,40.51428606695673
1780563095463052500,6.860052490234375,38.785381702359686
1780563095502908400,6.899908447265625,37.2091157443467
1780563095542765600,6.939765625,39.15210870317311
1780563095562785000,6.959784912109375,37.69424102520843
1780563095603105300,7.000105224609375,42.977276498335165
1780563095643045400,7.04004541015625,46.42436013217192
1780563095683046100,7.080046142578125,43.83366061571166
1780563095723047200,7.120047119140625,30.644069857160392
1780563095763048000,7.1600478515625,22.11766641043127
1780563095803056600,7.200056640625,28.864012071507926
1780563095843057700,7.2400576171875,17.706517928120256
1780563095883051000,7.280051025390625,29.174793198698545
1780563095923044000,7.320044189453125,16.26020426424128
1780563095963044900,7.360044921875,1.8911547286730266
1780563096003046000,7.4000458984375,4.320804684296586
1780563096043047000,7.440046875,358.8507018298393
1780563096083047700,7.480047607421875,356.11802291801996
1780563096123048400,7.52004833984375,345.41483198776973
1780563096163057200,7.56005712890625,347.1291803638926
1780563096203058200,7.60005810546875,347.0740008442944
1780563096243051300,7.64005126953125,329.6418848069268
1780563096283052000,7.680052001953125,342.27050453253287
1780563096322938600,7.719938720703125,334.38856621011695
1780563096362522000,7.759522216796875,325.6496755626779
1780563096402637300,7.79963720703125,326.3312634131061
1780563096443048200,7.840048095703125,333.3608286792923
1780563096483041500,7.88004150390625,335.457873319201
1780563096523042300,7.920042236328125,333.5627693162873
1780563096563051000,7.960051025390625,329.1132543328455
1780563096603052000,8.000052001953126,332.7687488921361
1780563096643045000,8.040045166015625,334.4239709491628
1780563096683046100,8.080046142578125,331.08210513983505
1780563096723047200,8.120047119140626,331.08210513983505
1780563096763048000,8.1600478515625,334.79136943282646
1780563096803049000,8.200049072265625,337.6518904650022
1780563096843050000,8.240050048828126,342.5675628349467
1780563096883051000,8.280051025390625,338.3330175023507
1780563096923044000,8.320044189453125,334.93021141324266
1780563096963044900,8.360044921875,341.7221679372397
1780563097003046000,8.4000458984375,335.8839216406084
1780563097043046700,8.440046630859374,344.3399705370495
1780563097083055400,8.480055419921875,339.14915792478865
1780563097123056400,8.520056396484375,345.532231554205
1780563097162783500,8.559783447265625,346.8784703854416
1780563097202845400,8.599845458984374,353.6786370393043
1780563097243112200,8.6401123046875,352.74387246911147
1780563097283052000,8.680052001953126,344.36650029926517
1780563097323053000,8.720052978515625,346.23735194462193
1780563097363046400,8.76004638671875,349.6711839091249
