time,seconds_elapsed,qy,qx,yaw,qw,qz,roll,pitch
1780530657987260400,0.010260498046875,-0.013790000230073929,0.031801000237464905,2.6859676837921143,0.22627100348472595,-0.9734470248222351,0.05574889853596687,-0.04125065356492996
1780530658027482600,0.050482666015625,-0.019819000735878944,0.037418000400066376,2.702152967453003,0.2186249941587448,-0.9748889803886414,0.06443298608064651,-0.05503144487738609
1780530658037584000,0.060583984375,-0.021157000213861465,0.03856299817562103,2.704608917236328,0.2174849957227707,-0.9750720262527466,0.0661604255437851,-0.058065567165613174
1780530658057634000,0.080634033203125,-0.023378999903798103,0.04090699926018715,2.7086691856384277,0.21561600267887115,-0.9753400087356567,0.06991147249937057,-0.06328759342432022
1780530658067704800,0.090704833984375,-0.024483999237418175,0.042452000081539154,2.7106616497039795,0.21471400558948517,-0.9754459857940674,0.07252669334411621,-0.06604371964931488
1780530658138139400,0.161139404296875,-0.04277300089597702,0.06445000320672989,2.698392868041992,0.22205500304698944,-0.9719600081443787,0.10716494172811508,-0.11200422048568726
1780530658148210200,0.171210205078125,-0.041464000940322876,0.06772899627685547,2.731323719024658,0.2061450034379959,-0.975292980670929,0.11596265435218811,-0.10901890695095062
1780530658158311400,0.1813115234375,-0.039406999945640564,0.07297000288963318,2.721637010574341,0.21105000376701355,-0.9739500284194946,0.12657466530799866,-0.10777002573013306
1780530658198625300,0.221625244140625,-0.014605999924242496,0.09682799875736237,2.45336651802063,0.33952298760414124,-0.9354860186576843,0.17285040020942688,-0.09321300685405731
1780530658218797300,0.24179736328125,-0.006988999899476767,0.10187900066375732,2.368269443511963,0.37895700335502625,-0.9197620153427124,0.183889701962471,-0.09019419550895691
1780530658228898600,0.251898681640625,-0.00800000037997961,0.10326000303030014,2.420769453048706,0.35463398694992065,-0.9292510151863098,0.18806856870651245,-0.08822143077850342
1780530658239000000,0.262,-0.005255000200122595,0.10506899654865265,2.415330171585083,0.3570530116558075,-0.9281399846076965,0.1931753158569336,-0.0848870649933815
1780530658249070800,0.27207080078125,-0.00457199988886714,0.10606200248003006,2.433526039123535,0.34851300716400146,-0.9312719702720642,0.19628013670444489,-0.0825372114777565
