"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.635291665E-3,4.242926788E0,8.339757385E0,1.958078156E0
2.567729166E-2,3.865262146E0,8.413254547E0,3.055895233E0
4.571929167E-2,4.033512268E0,8.487200775E0,2.942580872E0
6.576129166E-2,4.271966400E0,8.431067505E0,2.941383362E0
8.580229167E-2,4.304299164E0,8.360264740E0,3.011437683E0
1.058442917E-1,4.428690491E0,8.192164307E0,2.856509857E0
1.258862917E-1,4.541555786E0,8.211174774E0,2.656226349E0
1.459282917E-1,4.572541351E0,8.380323029E0,2.476899261E0
1.659702917E-1,4.434079285E0,8.432863770E0,2.990930328E0
1.860122917E-1,4.400099945E0,8.399782562E0,2.869233398E0
2.060542917E-1,4.339326324E0,8.250842285E0,2.706671448E0
2.260962917E-1,4.311035156E0,8.196505280E0,2.637515259E0
2.461378333E-1,4.362378387E0,8.063881073E0,2.592159576E0
2.661798333E-1,4.304598541E0,8.054450684E0,2.538870392E0
2.862218333E-1,4.273762665E0,7.930807800E0,2.689606934E0
3.062638333E-1,4.245621185E0,7.784711609E0,2.459834747E0
3.263058333E-1,4.266128540E0,7.426805878E0,2.470612335E0
3.463478333E-1,4.391417999E0,7.558681641E0,2.629881134E0
3.663888333E-1,5.259911957E0,7.783663788E0,2.624791718E0
3.864308333E-1,5.532195740E0,7.766000519E0,2.976111145E0
4.064728333E-1,4.861590271E0,8.587192841E0,3.162323914E0
4.265148333E-1,4.408931580E0,8.777447205E0,2.546205139E0
4.465568333E-1,4.295916595E0,8.633596344E0,2.818189545E0
4.665988333E-1,4.575984192E0,8.704099731E0,2.594853973E0
4.866408333E-1,4.356241150E0,7.803422699E0,2.547552338E0
5.066828333E-1,4.945415955E0,7.029681702E0,2.475701752E0
5.267248333E-1,4.200415192E0,7.353608093E0,3.282074890E0
5.467668333E-1,4.322561188E0,7.274572449E0,3.428171082E0
5.668088333E-1,4.850962372E0,6.543792114E0,2.708617401E0
5.868508333E-1,4.646637268E0,6.527176666E0,1.967957611E0
6.068918333E-1,4.006717987E0,7.438631287E0,1.762285309E0
6.269338333E-1,4.312232666E0,8.075856171E0,1.917662201E0
6.469758333E-1,4.602030029E0,9.274264069E0,2.490820312E0
6.670178333E-1,5.082979889E0,9.143885193E0,3.051404572E0
6.870598333E-1,5.348827057E0,8.862470398E0,3.610042877E0
7.071018333E-1,5.886359253E0,8.785530396E0,3.416195984E0
7.271438333E-1,5.606441345E0,8.857830048E0,2.479743347E0
7.471858333E-1,5.410498810E0,8.597521362E0,2.527793427E0
7.672278333E-1,4.957091675E0,8.552914124E0,2.468666382E0
7.872698333E-1,5.579347687E0,8.314010925E0,1.912273407E0
8.073118333E-1,5.217100983E0,8.257428589E0,1.884431305E0
8.273538333E-1,3.923640747E0,8.268355865E0,1.650916901E0
8.473948333E-1,6.782395935E-1,4.931045837E0,4.092789001E0
8.674368333E-1,7.041357422E-1,5.479954376E0,2.697540436E0
8.874788333E-1,1.473386078E0,5.194348297E0,4.531077576E-1
9.075208333E-1,2.555036774E0,8.395441589E0,2.600093079E-1
9.275628333E-1,5.957461395E0,2.255330017E1,5.535488892E-1
9.476048333E-1,1.112935638E0,2.067111420E1,-1.811233521E-1
9.676468333E-1,-2.014510803E0,6.973398743E0,6.481521606E-2
9.876888333E-1,-2.838696899E0,6.033952332E0,1.778302002E0
1.007730833E0,-3.133883057E0,9.559870148E0,2.622995453E0
1.027772833E0,-3.562441864E0,1.048838928E1,1.911974030E0
1.047814833E0,-3.710783386E0,9.545649719E0,1.004111938E0
1.067855833E0,-4.216132507E0,9.056766357E0,2.537223816E-1
1.087897833E0,-4.145629120E0,9.361233215E0,-1.639091492E-1
1.107939833E0,-1.344504089E0,9.716444550E0,3.890409851E-1
1.127981833E0,-6.617738342E-1,9.647438049E0,1.178050232E0
1.148023833E0,-1.037791901E0,9.606423340E0,1.506317596E0
1.168065833E0,-1.132095795E0,9.595945129E0,1.410816193E0
1.188107833E0,-1.236428833E0,9.603130188E0,1.096619568E0
1.208149833E0,-1.277443542E0,9.516310730E0,8.967851257E-1
1.228191833E0,-1.270557861E0,9.524992676E0,9.397457886E-1
1.248234042E0,-1.413211212E0,9.567803650E0,1.071471863E0
1.268276042E0,-1.528770905E0,9.544751587E0,1.087488556E0
1.288317042E0,-1.434317322E0,9.848769379E0,1.033001862E0
1.308359042E0,-1.451681213E0,9.815987549E0,8.812174988E-1
1.328401042E0,-1.430275726E0,9.718240814E0,7.815248108E-1
1.348443042E0,-1.206640778E0,9.511670380E0,7.679031372E-1
1.368485042E0,-9.782157898E-1,9.418563995E0,6.468049622E-1
1.388527042E0,-1.097218323E0,9.420509949E0,2.733316040E-1
1.408569042E0,-1.422342224E0,9.479337616E0,5.566923523E-1
1.428611042E0,-1.386865997E0,9.772727509E0,9.307644653E-1
1.448653042E0,-1.094673615E0,9.875563660E0,1.152752838E0
1.468695042E0,-5.911207581E-1,9.705217896E0,9.201365662E-1
1.488736042E0,-6.191125488E-1,9.582922211E0,4.342469788E-1
1.508778042E0,-9.246272278E-1,9.649234314E0,2.514770508E-1
1.528820042E0,-1.244212646E0,9.740544434E0,3.864962769E-1
1.548862042E0,-1.479373627E0,9.854756927E0,6.556365967E-1
1.568904042E0,-1.435814209E0,9.786798248E0,1.085991669E0
1.588946042E0,-9.642947388E-1,9.716594238E0,1.076261902E0
1.608988042E0,-8.786727905E-1,9.748028870E0,7.369175720E-1
1.629030042E0,-9.789642334E-1,9.775870972E0,2.668949890E-1
1.649072042E0,-1.152154083E0,9.784552917E0,2.546205139E-1
1.669114042E0,-1.247954865E0,9.751022644E0,5.813909912E-1
1.689155042E0,-1.099014587E0,9.716145172E0,6.457571411E-1
1.709197042E0,-1.090931396E0,9.720635834E0,4.394860840E-1
1.729239042E0,-1.184636536E0,9.821526031E0,2.559677124E-1
1.749281042E0,-1.235979767E0,9.843829651E0,2.067201233E-1
