"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.130291661E-3,-9.256480634E-2,-1.202130318E-2,-7.130213827E-2
2.317229167E-2,-7.215293497E-2,-3.870146349E-2,-1.381780952E-2
4.321429166E-2,-8.458897471E-3,-2.033339813E-2,4.396380484E-2
6.325629167E-2,2.422786132E-2,1.903967187E-2,5.082815140E-2
8.329829166E-2,7.632269710E-2,7.801222801E-2,4.238997400E-2
1.033402917E-1,7.566215098E-2,1.064527482E-1,4.183794558E-2
1.233822917E-1,3.193319961E-2,5.454517156E-2,3.095343336E-2
1.434242917E-1,-3.960104659E-2,-3.106679022E-2,1.934188232E-2
1.634662917E-1,-2.412549220E-2,-1.436841488E-2,1.010540314E-2
1.835082917E-1,-7.831332274E-3,-1.237252541E-2,6.929869298E-3
2.035502917E-1,-1.654904708E-2,-2.822327986E-2,2.251736447E-2
2.235912917E-1,-3.063286096E-2,-6.763889641E-2,3.776330873E-2
2.436328333E-1,-5.451828614E-2,-1.318353862E-1,4.992939904E-2
2.636748333E-1,-8.624085784E-2,-2.231258154E-1,5.461824685E-2
2.837168333E-1,-9.002062678E-2,-2.918849885E-1,7.708831877E-2
3.037588333E-1,-1.243999526E-1,-4.410368502E-1,1.391033828E-1
3.238008333E-1,-1.624259651E-1,-6.296200752E-1,2.428644896E-1
3.438428333E-1,-1.813826710E-1,-7.189075351E-1,3.504313529E-1
3.638848333E-1,-1.951383203E-1,-7.607506514E-1,2.181200683E-1
3.839268333E-1,-1.449871361E-1,-7.032739520E-1,-2.256554663E-1
4.039688333E-1,-8.502418548E-2,-5.257401466E-1,-3.898496032E-1
4.240108333E-1,-1.352539510E-1,-5.448037386E-1,-3.793454766E-1
4.440528333E-1,-1.475083530E-1,-4.704340100E-1,-2.957640588E-1
4.640948333E-1,-1.410821974E-1,-4.853511155E-1,-1.315469444E-1
4.841368333E-1,-1.352725923E-1,-4.586776197E-1,1.980487257E-2
5.041778333E-1,-1.818524748E-1,-4.732244611E-1,-5.181888863E-2
5.242198333E-1,-1.242410466E-1,-2.926534116E-1,-5.922179669E-2
5.442618333E-1,2.649806440E-2,-1.342491433E-2,-3.089842573E-2
5.643038333E-1,9.979626536E-2,1.331802011E-1,-5.463598296E-3
5.843458333E-1,2.781612985E-2,3.158522304E-3,4.956273362E-3
6.043878333E-1,-1.151778996E-1,-3.657879531E-1,8.699379116E-2
6.244298333E-1,-2.354193628E-1,-7.716377378E-1,8.514171839E-2
6.444718333E-1,-2.708324790E-1,-8.708814383E-1,-6.770520657E-2
6.645138333E-1,-1.668286473E-1,-6.025921702E-1,-2.356788218E-1
6.845558333E-1,8.402074128E-2,-2.561843097E-1,-3.333981037E-1
7.045978333E-1,3.010995984E-1,-4.553951323E-2,-4.849462211E-1
7.246388333E-1,3.320445120E-1,-2.130372450E-2,-7.130683661E-1
7.446808333E-1,3.248648345E-1,-1.379223075E-2,-9.540621042E-1
7.647228333E-1,3.936743438E-1,-1.571819484E-1,-1.148520589E0
7.847648333E-1,3.303819001E-1,-2.460675836E-1,-1.642375469E0
8.048068333E-1,3.134540915E-1,-2.882142961E-1,-2.233687878E0
8.248488333E-1,2.312783003E-1,-2.608367801E-1,-2.766269922E0
8.448908333E-1,5.138797164E-1,8.203364611E-1,-2.573981285E0
8.649328333E-1,9.032271504E-1,1.475346565E0,-2.268513203E0
8.849748333E-1,8.804750443E-1,1.394458890E0,-2.273139477E0
9.050168333E-1,6.440140605E-1,1.164221883E0,-2.500377893E0
9.250588333E-1,6.377902031E-1,1.438242555E0,-3.278891325E0
9.451008333E-1,3.047620654E-1,1.547384501E0,-2.573276758E0
9.651418333E-1,-1.944871247E-1,1.375229120E0,-1.656502128E0
9.851838333E-1,-6.012010574E-2,1.010141492E0,-1.146522045E0
1.005225833E0,4.134021699E-1,5.170572996E-1,-8.980213404E-1
1.025267833E0,5.570220947E-1,3.529730439E-1,-7.790724039E-1
1.045309833E0,4.361212552E-1,3.707326055E-1,-5.976778269E-1
1.065351833E0,2.828278542E-1,1.749263555E-1,-2.881246507E-1
1.085393833E0,8.247577399E-2,-8.813449740E-2,9.008776397E-2
1.105435833E0,-8.626976609E-2,-1.848584563E-1,9.599294513E-2
1.125477833E0,-8.510244638E-2,-1.481566876E-1,2.896643011E-3
1.145519833E0,2.969891392E-2,-1.651539803E-1,-1.435072627E-2
1.165561833E0,1.236775890E-1,-1.232544482E-1,-1.198258903E-2
1.185602833E0,1.484651119E-1,-6.252361834E-2,-1.325652376E-2
1.205644833E0,1.325457543E-1,-4.920590296E-2,-1.254905947E-4
1.225686833E0,1.226019561E-1,-5.619712919E-2,4.097286146E-3
1.245729042E0,1.591390520E-1,-6.748665869E-2,1.064830809E-3
1.265771042E0,2.532634139E-1,-9.494064748E-2,-2.363822423E-3
1.285813042E0,3.118563592E-1,-1.209127624E-2,-1.917850785E-2
1.305855042E0,2.937268913E-1,7.743994147E-2,-3.225287795E-2
1.325897042E0,2.025838792E-1,1.468425244E-1,-5.251953378E-2
1.345939042E0,1.224209070E-1,1.211962402E-1,-6.865194440E-2
1.365981042E0,3.786642477E-2,-2.579842694E-3,-8.456355333E-2
1.386022042E0,1.350315660E-2,-2.450943440E-1,-5.604233593E-2
1.406064042E0,6.577448547E-2,-2.274552882E-1,-1.603201032E-2
1.426106042E0,1.258894205E-1,1.397018135E-2,-2.807169221E-3
1.446148042E0,2.083102018E-1,1.753479391E-1,5.075968429E-2
1.466190042E0,3.066104650E-1,-1.671902649E-2,1.058272868E-1
1.486232042E0,3.083701134E-1,-2.737820745E-1,1.239094362E-1
1.506274042E0,2.243629843E-1,-2.624712586E-1,8.425038308E-2
1.526316042E0,1.430786103E-1,-7.145585865E-2,4.250489175E-2
1.546358042E0,1.262917668E-1,8.198070526E-2,1.143586356E-2
1.566400042E0,9.104289860E-2,2.644331157E-1,1.362069137E-2
1.586441042E0,9.928171337E-2,1.843512952E-1,1.021243632E-2
1.606483042E0,1.077236608E-1,-6.213049404E-3,3.061334044E-2
1.626525042E0,7.424374670E-2,-8.502427489E-2,4.378338531E-2
1.646567042E0,5.384006351E-2,-3.606776148E-2,3.916185722E-2
1.666609042E0,6.143673137E-2,1.541983187E-1,3.973630071E-2
1.686651042E0,7.165280730E-2,3.010048866E-1,3.078942932E-2
1.706693042E0,9.369917959E-2,2.797950208E-1,2.637375519E-2
1.726735042E0,9.247905761E-2,1.737621874E-1,4.037059098E-2
1.746777042E0,8.888232708E-2,9.879885614E-2,4.071071744E-2
1.766819042E0,1.116295308E-1,1.276623756E-1,4.071004316E-2
1.786860042E0,1.711674631E-1,1.792632043E-1,5.688470975E-2
1.806902042E0,2.446541935E-1,6.945949048E-2,5.824560672E-2
1.826944042E0,2.354917973E-1,-1.281773597E-1,4.160374776E-2
1.846986042E0,1.548566967E-1,-1.337610185E-1,2.282015746E-3
1.867028042E0,7.555300742E-2,5.889887922E-3,-4.103643447E-2
1.887070042E0,6.621930748E-2,1.355153769E-1,-8.352223784E-3
1.907112042E0,1.037651375E-1,1.484337896E-1,3.177189734E-3
1.927154042E0,1.190918311E-1,-7.822538912E-2,5.168259609E-3
1.947196042E0,6.266644597E-2,-2.504590154E-1,1.313924976E-2
1.967237042E0,-4.647960886E-4,-1.748833507E-1,5.431464408E-3
1.987279042E0,5.371456966E-3,-2.800782770E-2,-3.569396446E-3
2.007321042E0,5.265954137E-2,2.315316349E-2,-1.603141427E-4
2.027363042E0,6.536394358E-2,-1.903402805E-2,-2.469202969E-3
2.047405042E0,3.944705799E-2,-9.674952924E-2,7.783488836E-4
2.067447042E0,2.931647561E-2,-1.357116550E-1,-9.152326733E-3
2.087489042E0,3.725308552E-2,-9.161755443E-2,-2.412477881E-2
2.107531042E0,3.062800132E-2,-3.439001366E-2,-2.239940688E-2
2.127572042E0,5.037153140E-3,-7.217840850E-2,-1.739159971E-2
2.147614042E0,-4.698432982E-3,-3.304817900E-2,-1.089168526E-2
2.167656042E0,2.518265275E-3,8.721571416E-3,-1.939828973E-3
2.187698042E0,1.802479289E-2,-5.026026070E-2,9.456884116E-3
2.207740042E0,2.168350853E-2,-8.183743060E-2,1.139850263E-2
2.227782042E0,-4.697829485E-3,-8.757061511E-2,3.265301231E-3
2.247824667E0,1.148206531E-3,-1.233186275E-1,-1.033818722E-2
2.267866667E0,-1.001150347E-2,-6.123873964E-2,-1.878493465E-2
2.287908667E0,-2.766146511E-2,-1.070489809E-1,-9.021602571E-3
2.307949667E0,-1.632219180E-2,-2.000455558E-1,1.223918516E-4
2.327991667E0,-2.311491966E-2,-2.034013420E-1,9.945042431E-3
2.348033667E0,-2.694455162E-2,-1.917566657E-1,1.328972448E-2
2.368075667E0,-1.884726807E-2,-1.816850603E-1,-1.230610907E-2
2.388117667E0,-4.346932843E-2,-1.301195472E-1,-5.505399406E-2
2.408159667E0,-6.133373827E-2,4.993244633E-2,-9.219069779E-2
2.428201667E0,-4.584640265E-2,9.175740182E-2,-1.072871983E-1
2.448243667E0,-3.931044601E-3,1.299401466E-2,-3.961074352E-2
2.468284667E0,7.083906233E-2,-7.222340256E-2,4.974605143E-2
2.488326667E0,1.140010580E-1,-5.538437888E-2,5.779683217E-2
2.508368667E0,9.466037154E-2,-3.205162287E-2,1.787393168E-2
2.528410667E0,4.393954203E-2,4.510512110E-3,-2.028219402E-2
2.548452667E0,-4.783426598E-2,7.733725756E-2,-5.685824156E-2
2.568494667E0,-9.272594750E-2,1.268311590E-1,-7.015646994E-2
2.588536667E0,-3.076426685E-2,2.608984895E-2,-2.611328289E-2
2.608578667E0,2.685169131E-2,-5.660349876E-2,2.951991744E-2
2.628619667E0,3.958613798E-2,-4.962922260E-2,3.105200455E-2
2.648661667E0,1.703262143E-2,3.138467669E-2,1.313507278E-2
2.668703667E0,-2.890072018E-2,6.195823476E-2,-2.519476460E-3
2.688745667E0,-3.108835779E-2,-1.670418773E-3,-2.060443908E-2
2.708787667E0,-2.175965719E-2,-7.109388709E-2,-1.429314073E-2
2.728829667E0,-3.053610213E-2,-1.338736564E-1,6.362070329E-3
2.748871667E0,-1.771616936E-2,-1.458799839E-1,1.972699165E-2
2.768913667E0,-5.727625452E-3,-1.193496436E-1,2.388756722E-2
2.788954667E0,-2.616670914E-2,-1.075045690E-1,1.973241195E-2
2.808996667E0,-4.004570469E-2,-5.087811127E-2,2.001299895E-2
2.829038667E0,-2.562329918E-2,-2.453311533E-2,2.800467424E-2
2.849080667E0,1.270591561E-2,-7.190749049E-2,2.786095813E-2
2.869122667E0,1.602767035E-2,-1.113944352E-1,6.443296559E-3
