"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.226083340E-3,7.743692398E-2,-2.142353915E-3,-4.736760259E-2
2.326808334E-2,9.022807702E-3,-6.985633075E-2,-2.494071610E-2
4.331008334E-2,-8.412656374E-3,-7.473570853E-2,-3.239433467E-2
6.335208334E-2,-5.799024832E-3,-5.469571054E-2,-4.918442667E-2
8.339408334E-2,4.185316712E-2,-5.104951188E-2,-6.327091157E-2
1.034360833E-1,8.645246923E-2,-5.537438765E-2,-7.984791696E-2
1.234780833E-1,8.799718320E-2,-4.449205101E-2,-8.577132970E-2
1.435210833E-1,8.728982508E-2,-5.813398585E-2,-9.329141676E-2
1.635630833E-1,1.041875854E-1,-4.031213000E-2,-1.098111942E-1
1.836050833E-1,1.317894012E-1,-2.931653708E-2,-9.410709888E-2
2.036470833E-1,1.656815708E-1,-2.009130269E-2,-1.022559926E-1
2.236890833E-1,1.834812760E-1,-4.624134302E-2,-1.166474670E-1
2.437310833E-1,1.207732260E-1,-9.902209044E-2,-7.066603005E-2
2.637730833E-1,3.424538672E-2,-1.684079319E-1,-1.811133139E-2
2.838150833E-1,-1.130120270E-2,-1.590512693E-1,-4.404505715E-3
3.038570833E-1,5.868243054E-2,-1.134015620E-1,-1.820868440E-2
3.239000833E-1,9.304017574E-2,-1.327690631E-1,2.316697501E-2
3.439420833E-1,2.647570372E-1,-1.969864219E-1,2.570400536E-1
3.639840833E-1,3.869166970E-1,-6.532543302E-1,-3.213607371E-1
3.840260833E-1,4.438221157E-1,-6.582052708E-1,-9.354122281E-1
4.040680833E-1,4.604417384E-1,-5.740681291E-1,-1.583417058E0
4.241100833E-1,3.760486543E-1,-4.507164061E-1,-2.239466906E0
4.441520833E-1,2.388555706E-1,-2.527776659E-1,-2.972434759E0
4.641940833E-1,3.754065037E-1,-7.272744775E-1,-3.217546701E0
4.842370833E-1,3.456423581E-1,-1.082426906E0,-3.037865400E0
5.042790833E-1,2.316128463E-1,-3.113616705E-1,-2.643161535E0
5.243210833E-1,3.115341663E-1,-2.067114860E-1,-2.718162298E0
5.443630833E-1,4.263116121E-1,-8.060466051E-1,-3.065783024E0
5.644050833E-1,6.024596095E-1,-1.329707861E0,-2.985746145E0
5.844470833E-1,9.104166031E-1,-1.945223659E-1,-2.107889652E0
6.044890833E-1,7.950158119E-1,8.316166401E-1,-1.194649339E0
6.245317083E-1,4.341949224E-1,9.364507794E-1,-3.183716536E-1
6.445737083E-1,2.583325803E-1,-7.038867474E-2,-1.503341049E-1
6.646157083E-1,3.543879092E-1,-2.284303755E-1,-1.879541576E-1
6.846587083E-1,2.693109810E-1,-1.166283712E-2,-9.435023367E-2
7.047007083E-1,2.908537090E-1,-3.333979100E-2,-2.205358259E-2
7.247427083E-1,2.760139406E-1,-7.714809477E-2,5.721634999E-2
7.447847083E-1,2.442699969E-1,-1.395786852E-1,1.095933691E-1
7.648267083E-1,1.798877865E-1,-2.408817559E-1,1.306167543E-1
7.848687083E-1,1.464293003E-1,-4.227598608E-1,8.426677436E-2
8.049107083E-1,1.362160444E-1,-4.527806640E-1,5.162398517E-2
8.249527083E-1,1.527342051E-1,-4.491351247E-1,-9.524206631E-3
8.449947083E-1,1.468932182E-1,-3.843367994E-1,-1.265420169E-1
8.650377083E-1,5.996253714E-2,-1.895114183E-1,-2.509818375E-1
8.850797083E-1,3.843020648E-2,-1.311683208E-1,-2.405061573E-1
