"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.761833337E-3,5.821843414E0,7.823630676E0,1.170416107E0
2.180483333E-2,5.899531860E0,7.837102661E0,1.344204712E0
4.184683334E-2,5.942492523E0,7.901468811E0,1.387464752E0
6.188883333E-2,5.940845947E0,7.779472504E0,1.493444366E0
8.193083334E-2,5.912554779E0,7.711663513E0,1.497336273E0
1.019728333E-1,5.892346802E0,7.664511566E0,1.372196503E0
1.220148333E-1,5.975723419E0,7.638166351E0,1.417701874E0
1.420568333E-1,6.195765839E0,7.483388214E0,1.604214020E0
1.620998333E-1,6.697672119E0,7.266040192E0,1.609004059E0
1.821418333E-1,5.774541779E0,7.677684174E0,1.426533508E0
2.028108333E-1,5.598058777E0,7.794441376E0,1.461860046E0
2.228528333E-1,5.646857300E0,8.044421539E0,1.703757019E0
2.428948333E-1,6.091732178E0,8.218210144E0,2.045346680E0
2.629378333E-1,6.063740387E0,7.519163818E0,1.751358032E0
2.829798333E-1,6.707401886E0,7.253466339E0,1.219963074E0
3.030218333E-1,6.624923401E0,7.291936340E0,1.568588104E0
3.230648333E-1,5.210963745E0,7.872878265E0,1.898502045E0
3.431068333E-1,3.823349304E0,7.936196594E0,1.298399963E0
3.631488333E-1,3.209475861E0,7.922724609E0,8.240364075E-1
3.831908333E-1,4.490212555E0,7.593259735E0,1.219064941E0
4.032338333E-1,4.347259827E0,6.651567993E0,1.633553009E0
4.232758333E-1,6.352639618E0,6.367907867E0,2.706821136E0
4.433178333E-1,6.454278259E0,7.212152252E0,1.078058167E0
4.633608333E-1,5.928272095E0,7.385042725E0,1.031804352E0
4.834028333E-1,7.219187622E0,9.657467194E0,1.272503815E0
5.034448333E-1,4.815336456E0,8.197702789E0,2.406695251E0
5.234868333E-1,4.358187103E0,7.849826202E0,1.030307465E0
5.435298333E-1,4.679868164E0,7.767198029E0,1.249302063E0
5.635718333E-1,3.315455475E0,7.816445618E0,7.360194397E-1
5.836138333E-1,3.335064697E0,7.556286621E0,2.029629364E0
6.036558333E-1,3.065774689E0,7.750283203E0,1.147364044E0
6.236988333E-1,1.720073090E0,8.276588745E0,-3.592529297E-3
6.437408333E-1,1.503473511E0,8.044421539E0,1.327289886E0
6.637828333E-1,2.489173737E0,7.601941681E0,-9.767189026E-1
6.838258333E-1,2.801574097E0,1.270408173E1,1.263672180E0
7.038678333E-1,2.931054840E0,1.976849121E1,-5.830375671E-1
7.239098333E-1,1.023062531E1,1.032762360E1,1.891766052E0
7.439518333E-1,-3.342848511E0,1.033091675E1,-7.544311523E-2
7.639948333E-1,-3.150199127E0,9.464817810E0,-1.279539185E0
7.840368333E-1,1.426383820E0,1.037477554E1,-4.893324280E-1
8.040788333E-1,1.741927643E0,8.968300323E0,9.029223633E-1
8.241218333E-1,2.711311798E0,9.094487915E0,4.085005188E-1
8.441638333E-1,1.969155121E0,9.414372711E0,-2.625540161E-1
8.642058333E-1,1.475332031E0,9.667945404E0,-3.308120728E-1
8.842478333E-1,1.478325806E0,9.750573578E0,-4.785548401E-1
9.042908333E-1,1.444945221E0,9.798174591E0,-7.634124756E-1
9.243328333E-1,1.248104553E0,9.891430664E0,-7.696994019E-1
9.443748333E-1,1.060095520E0,9.834548950E0,-5.903723145E-1
9.644168333E-1,9.578581238E-1,9.665999451E0,-6.999444580E-1
9.844598333E-1,9.857002258E-1,9.731563110E0,-8.542735291E-1
1.004501833E0,1.154698792E0,9.860145721E0,-7.662565613E-1
1.024543833E0,1.287622375E0,9.815089417E0,-7.767347717E-1
1.044586833E0,1.361718292E0,9.714348907E0,-8.159532166E-1
1.064629500E0,1.293011169E0,9.541907501E0,-8.782237244E-1
1.084671500E0,1.204096069E0,9.509874115E0,-9.565109253E-1
1.104713500E0,1.160985718E0,9.662706299E0,-8.782237244E-1
1.124756500E0,1.151555328E0,9.875264282E0,-8.740324402E-1
1.144798500E0,1.091829529E0,9.951006775E0,-9.324110413E-1
1.164840500E0,1.029409332E0,9.765991516E0,-8.996292114E-1
1.184882500E0,1.052611084E0,9.600884857E0,-8.800199890E-1
1.204925500E0,1.146316223E0,9.670490112E0,-9.134005737E-1
1.224967500E0,1.148860931E0,9.759405212E0,-9.337582397E-1
1.245009500E0,9.779164124E-1,9.921518097E0,-9.454339600E-1
1.265051500E0,8.643026733E-1,9.993368683E0,-1.040186920E0
1.285094500E0,7.035369873E-1,9.829010468E0,-1.153351593E0
1.305136500E0,6.625222778E-1,9.569899292E0,-1.110989685E0
1.325178500E0,7.833210754E-1,9.681118011E0,-9.996212769E-1
1.345221500E0,8.631051636E-1,9.873018951E0,-9.723779297E-1
1.365263500E0,7.976911926E-1,9.863588562E0,-1.057251434E0
1.385305500E0,6.712042236E-1,9.677076416E0,-1.014889526E0
1.405347500E0,6.230044556E-1,9.545350342E0,-9.033714294E-1
1.425390500E0,7.238946533E-1,9.731563110E0,-8.331674194E-1
1.445432500E0,7.815248108E-1,9.902357941E0,-7.607180786E-1
1.465474500E0,7.923023987E-1,9.813891907E0,-7.140151978E-1
1.485516500E0,8.315208435E-1,9.704918518E0,-7.574249268E-1
1.505559500E0,8.723858643E-1,9.618997192E0,-6.662644958E-1
1.525601500E0,9.651928711E-1,9.603130188E0,-5.646258545E-1
1.545643500E0,1.042132874E0,9.665700073E0,-5.724096680E-1
1.565685500E0,1.010847931E0,9.830806732E0,-5.411247253E-1
1.585728500E0,9.806108093E-1,9.961934052E0,-5.906716919E-1
1.605770500E0,7.710466003E-1,9.880503387E0,-7.114704895E-1
1.625812500E0,8.409512329E-1,9.950707397E0,-7.608677673E-1
1.645854500E0,6.219566345E-1,9.896969147E0,-6.333329773E-1
1.665897500E0,6.945556641E-1,9.903405762E0,-6.325845337E-1
1.685939500E0,7.412585449E-1,9.815688171E0,-7.632627869E-1
1.705981500E0,7.696994019E-1,9.733658752E0,-8.461903381E-1
1.726024500E0,7.711962891E-1,9.684411163E0,-8.833131409E-1
1.746066500E0,7.912545776E-1,9.705666962E0,-8.348139954E-1
1.766108500E0,7.610174561E-1,9.760303345E0,-7.979905701E-1
1.786150500E0,7.770341492E-1,9.769284668E0,-7.643106079E-1
1.806193500E0,7.908055115E-1,9.706415405E0,-7.819738770E-1
1.826235500E0,7.593708801E-1,9.638456726E0,-8.068222046E-1
1.846277500E0,8.470884705E-1,9.814640350E0,-7.607180786E-1
1.866319500E0,8.774752808E-1,9.814640350E0,-6.575825500E-1
1.886362500E0,8.482859802E-1,9.853709106E0,-6.999444580E-1
1.906404500E0,7.550299072E-1,9.857601013E0,-6.968009949E-1
1.926446500E0,5.031037903E-1,9.483678589E0,-5.854325867E-1
1.946488500E0,3.468287659E-1,9.534273376E0,-5.363346863E-1
1.966531500E0,5.966592407E-1,9.987680511E0,-5.177732849E-1
1.986573500E0,4.504133606E-1,1.009291168E1,-1.896556091E-1
2.006615500E0,4.775070190E-1,1.026445496E1,-3.623963928E-1
2.026657500E0,1.164877625E0,9.577683105E0,-3.074606323E-1
2.046700500E0,1.222058716E0,8.261619873E0,-3.595523071E-1
2.066742083E0,1.305285645E0,8.675509186E0,-5.692662048E-1
2.086784083E0,1.451232147E0,9.071286163E0,-8.490344238E-1
2.106826083E0,1.481319580E0,1.008153534E1,-7.556286621E-1
2.126869083E0,1.320703583E0,1.113938553E1,-3.870950317E-1
2.146911083E0,7.840695190E-1,1.066981201E1,-1.338217163E-1
2.166953083E0,6.447093201E-1,9.640103302E0,-5.399272156E-1
2.186995083E0,1.035845947E0,9.467362518E0,-5.785469055E-1
2.207038083E0,9.756710815E-1,9.499246216E0,-2.969824219E-1
2.227080083E0,9.970765686E-1,9.529782715E0,-2.914439392E-1
2.247122083E0,1.059047699E0,9.697583771E0,-3.291654968E-1
2.267164083E0,1.064286804E0,1.003722748E1,-3.974235535E-1
2.287207083E0,9.451345825E-1,1.009126511E1,-3.706292725E-1
2.307249083E0,7.653584290E-1,9.813293152E0,-4.260140991E-1
2.327291083E0,7.511380005E-1,9.666448517E0,-4.306544495E-1
2.347333083E0,7.183561707E-1,9.710906067E0,-4.263134766E-1
2.367376083E0,8.282276917E-1,9.905052338E0,-3.817062378E-1
2.387418083E0,8.285270691E-1,9.975855103E0,-3.665876770E-1
2.407460083E0,8.440946960E-1,9.881102142E0,-4.346960449E-1
2.427502083E0,7.746391296E-1,9.751322021E0,-5.188211060E-1
2.447544083E0,7.264393616E-1,9.771380310E0,-5.676196289E-1
2.467587083E0,6.703060913E-1,9.758956146E0,-5.270539856E-1
2.487629083E0,6.524931335E-1,9.751322021E0,-5.737568665E-1
2.507671083E0,7.188052368E-1,9.856253815E0,-5.297483826E-1
2.527713083E0,6.718029785E-1,9.805808716E0,-4.754113770E-1
2.547756083E0,6.731501770E-1,9.864935760E0,-4.640350342E-1
2.567798083E0,7.021897888E-1,9.749376068E0,-4.448748779E-1
2.587840083E0,7.372169495E-1,9.720186768E0,-4.519102478E-1
2.607882083E0,7.676037598E-1,9.764794006E0,-4.016148376E-1
2.627925083E0,8.187973022E-1,9.697733459E0,-3.255729675E-1
2.647967083E0,8.671467590E-1,9.744885406E0,-3.350033569E-1
2.668009083E0,9.168434143E-1,9.743538208E0,-3.083587646E-1
2.688051083E0,9.303153992E-1,9.719588013E0,-3.255729675E-1
2.708094083E0,1.007704468E0,9.616003418E0,-2.990780640E-1
2.728136083E0,1.013991394E0,9.764195251E0,-3.258723450E-1
2.748178083E0,1.014141083E0,9.830956421E0,-2.695893860E-1
2.768220083E0,9.608518982E-1,9.786199493E0,-2.866539001E-1
2.788263083E0,8.903485107E-1,9.791288910E0,-3.149450684E-1
2.808305083E0,8.505313110E-1,9.806557159E0,-3.490740967E-1
2.828347083E0,7.702981567E-1,9.806706848E0,-3.258723450E-1
2.848389083E0,7.226971436E-1,9.863588562E0,-3.279679871E-1
2.868431083E0,7.340734863E-1,9.798773346E0,-3.534150696E-1
2.888474083E0,8.268804932E-1,9.752669220E0,-3.433859253E-1
2.908516083E0,8.289761353E-1,9.800270233E0,-3.827540588E-1
2.928558083E0,8.099656677E-1,9.775122528E0,-3.646417236E-1
2.948600083E0,8.677455139E-1,9.800719299E0,-3.975732422E-1
2.968643083E0,8.634045410E-1,9.736951904E0,-3.646417236E-1
2.988685083E0,8.381071472E-1,9.665550385E0,-3.864962769E-1
3.008727083E0,8.306227112E-1,9.733059998E0,-3.915856934E-1
3.028769083E0,8.666976929E-1,9.804311829E0,-3.068618774E-1
3.048811083E0,8.896000671E-1,9.817185059E0,-3.124003601E-1
3.068854083E0,8.548722839E-1,9.797875214E0,-3.141966248E-1
3.088896083E0,8.768765259E-1,9.767787781E0,-3.080593872E-1
