"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.359999951E-4,5.443430328E0,8.470136261E0,-4.123924255E-1
2.017900000E-2,5.311404877E0,8.407416687E0,1.815275116E0
4.022100000E-2,4.880750427E0,8.093669128E0,1.763782196E0
6.026400000E-2,5.175038452E0,7.784711609E0,1.326092377E0
8.030600000E-2,5.350473633E0,7.630831604E0,1.684896240E0
1.003490000E-1,5.046755219E0,7.561525726E0,1.035396881E0
1.203910000E-1,4.707859955E0,7.619305573E0,3.417393494E-1
1.404340000E-1,5.047054596E0,7.220085754E0,2.682421875E-1
1.604770000E-1,6.120472412E0,7.314090271E0,2.216889954E-1
1.805190000E-1,5.915548553E0,7.623496857E0,8.777746582E-1
2.005620000E-1,5.287005615E0,7.786507874E0,3.028202820E-1
2.206040000E-1,5.756279755E0,7.484436035E0,5.237608337E-1
2.406470000E-1,4.147724762E0,6.770570526E0,1.664239197E0
2.606900000E-1,3.269650726E0,6.649322662E0,-1.576222229E-1
2.807320000E-1,2.535427551E0,4.708159332E0,-6.253994751E-1
3.007750000E-1,-1.065783691E-1,4.000131683E0,-2.186952209E-1
3.208170000E-1,-3.661386108E-1,3.719764709E0,-1.082997894E0
3.408600000E-1,-1.095422058E0,1.025083328E1,4.996609497E-1
3.609020000E-1,-2.113754425E0,2.767385193E1,-3.428620148E0
3.809450000E-1,-2.147284698E0,2.240600647E1,3.057841187E0
4.009880000E-1,-1.913021851E-1,8.126301270E0,-1.030756531E0
4.210300000E-1,-6.273454285E-1,6.517297211E0,-2.300565948E0
4.410730000E-1,-5.836363220E-1,9.203610992E0,3.468287659E-1
4.611150000E-1,1.040785675E0,9.962682495E0,4.833448792E-1
4.811580000E-1,1.488205261E0,1.002734802E1,-1.102307739E0
5.012000000E-1,1.208886108E0,9.599986725E0,-6.559359741E-1
5.212430000E-1,1.002165985E0,9.523944855E0,-2.408491516E-1
5.412860000E-1,9.488768005E-1,9.643995209E0,-7.250921631E-1
5.613280000E-1,1.146166534E0,9.848769379E0,-8.229885864E-1
5.813710000E-1,1.305435333E0,9.832153931E0,-5.536985779E-1
6.014130000E-1,1.342857513E0,9.754764862E0,-7.122189331E-1
6.214560000E-1,1.371298370E0,9.829010468E0,-5.608836365E-1
6.414980000E-1,1.076710968E0,9.930200043E0,-4.477189636E-1
6.615410000E-1,7.048841858E-1,9.827663269E0,-5.897735596E-1
6.815840000E-1,5.944139099E-1,9.751771088E0,-4.037104797E-1
7.016260000E-1,8.909472656E-1,9.741592255E0,-4.156855774E-1
7.216690000E-1,9.830058289E-1,9.687554626E0,-7.232958984E-1
7.417110000E-1,1.061742096E0,9.786648560E0,-9.057664490E-1
7.617540000E-1,7.436535645E-1,1.005114853E1,-1.229692841E0
7.817960000E-1,4.541555786E-1,1.017000137E1,-1.276246033E0
8.018390000E-1,3.695814514E-1,1.009246262E1,-1.072968750E0
8.218820000E-1,5.930667114E-1,9.769733734E0,-1.264121246E0
8.419240000E-1,9.921368408E-1,9.350455627E0,-1.376687164E0
8.619670000E-1,1.370998993E0,9.605375519E0,-1.206640778E0
8.820090000E-1,1.586850128E0,9.666149139E0,-9.849517822E-1
9.020520000E-1,1.652563477E0,9.543404388E0,-9.488768005E-1
9.220940000E-1,1.606010284E0,9.608369293E0,-7.018904114E-1
9.421370000E-1,1.544637909E0,9.884694672E0,-5.545967102E-1
9.621800000E-1,1.541644135E0,9.900411987E0,-6.695576477E-1
9.822220000E-1,1.466799774E0,9.742640076E0,-8.062234497E-1
1.002265000E0,1.383572845E0,9.639055481E0,-9.446855164E-1
1.022306625E0,1.268462219E0,9.729467468E0,-9.340576172E-1
1.042349625E0,1.182241516E0,9.765841827E0,-8.093669128E-1
1.062392625E0,1.160836029E0,9.702822876E0,-8.382568359E-1
1.082434625E0,1.189875641E0,9.705816650E0,-9.240284729E-1
1.102477625E0,1.231040039E0,9.682165833E0,-7.973918152E-1
1.122519625E0,1.222208405E0,9.680968323E0,-7.686515808E-1
1.142562625E0,1.083297272E0,9.700876923E0,-6.798861694E-1
1.162604625E0,9.027726746E-1,9.680668945E0,-5.873785400E-1
1.182647625E0,8.699908447E-1,9.662107544E0,-6.514453125E-1
1.202689625E0,9.336085510E-1,9.703421631E0,-6.509962463E-1
1.222732625E0,9.376501465E-1,9.719588013E0,-6.391708374E-1
1.242775625E0,8.840615845E-1,9.763446808E0,-6.801855469E-1
1.262817625E0,8.445437622E-1,9.720935211E0,-7.430548096E-1
1.282860625E0,7.420069885E-1,9.668544159E0,-7.699987793E-1
1.302902625E0,6.747967529E-1,9.731413422E0,-7.171586609E-1
1.322945625E0,7.518864441E-1,9.728569336E0,-6.497987366E-1
1.342987625E0,7.563771057E-1,9.635912018E0,-7.469467163E-1
1.363030625E0,6.873706055E-1,9.687255249E0,-8.161029053E-1
1.383073625E0,6.108796692E-1,9.754166107E0,-8.580157471E-1
1.403115625E0,5.078938293E-1,9.834548950E0,-9.029223633E-1
1.423158625E0,5.310955811E-1,9.835297394E0,-8.366102600E-1
1.443200625E0,5.454656982E-1,9.718689880E0,-8.312214661E-1
1.463243625E0,5.602848816E-1,9.709558868E0,-8.345146179E-1
1.483285625E0,5.310955811E-1,9.721683655E0,-8.071215820E-1
1.503328625E0,6.030958557E-1,9.775272217E0,-8.063731384E-1
1.523371625E0,6.180647278E-1,9.859097900E0,-7.899073792E-1
1.543413625E0,6.129753113E-1,9.817334747E0,-8.484356689E-1
1.563456625E0,5.963598633E-1,9.745484161E0,-9.132508850E-1
1.583498625E0,5.239105225E-1,9.724078674E0,-1.002465363E0
1.603541625E0,3.855981445E-1,9.804611206E0,-1.039737854E0
1.623583625E0,3.638932800E-1,9.858948212E0,-9.785151672E-1
1.643626625E0,3.613485718E-1,9.843530273E0,-1.015937347E0
1.663668625E0,3.824546814E-1,9.891131287E0,-1.060843964E0
1.683711625E0,3.814068604E-1,9.830657043E0,-1.030906219E0
1.703754625E0,4.182302856E-1,9.751322021E0,-1.046773224E0
1.723796625E0,4.342469788E-1,9.792187042E0,-1.134640503E0
1.743839625E0,4.641847229E-1,9.679471436E0,-1.156794434E0
1.763881625E0,3.981719971E-1,9.592053223E0,-1.159339142E0
1.783924625E0,3.483256531E-1,9.668843536E0,-1.043180695E0
1.803966625E0,4.019142151E-1,9.629176025E0,-1.007554779E0
1.824009625E0,4.935237122E-1,9.720486145E0,-1.026265869E0
1.844052625E0,5.051994324E-1,9.774673462E0,-1.056952057E0
1.864094625E0,4.417314148E-1,9.778864746E0,-1.126407623E0
1.884137625E0,4.411326599E-1,9.779313812E0,-1.031504974E0
