"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.478041668E-3,5.059536546E-2,4.725267645E-4,-2.617481910E-2
3.154491667E-2,-7.015975658E-3,-3.801394254E-2,-8.795857430E-3
5.158891666E-2,-3.673946112E-2,-4.630312324E-2,-9.566359222E-3
7.163291667E-2,-3.836602345E-2,-4.395860061E-2,-1.388761774E-2
9.167691667E-2,-9.141352959E-3,-3.736891598E-2,-1.432741620E-2
1.117209167E-1,1.892143860E-2,-3.553639352E-2,-1.095026359E-2
1.317649167E-1,2.864254452E-2,-3.229815140E-2,-4.917528480E-3
1.518099167E-1,1.297223382E-2,-3.744279593E-2,-1.131412759E-2
1.718539167E-1,6.371247582E-3,-3.278721869E-2,-6.977937650E-3
1.918979167E-1,7.128263824E-3,-1.003386918E-2,3.142060013E-3
2.119419167E-1,5.035471171E-3,-3.141453024E-3,-1.590564847E-3
2.319859167E-1,2.496974356E-2,-7.332451176E-3,-1.542064548E-2
2.520299167E-1,4.411977530E-2,-1.726886816E-2,-3.487329930E-2
2.720749167E-1,8.023101091E-2,7.200561464E-2,-6.228030473E-2
2.921189167E-1,1.290951222E-1,1.601713747E-1,-5.639781058E-2
3.121629167E-1,1.176006496E-1,1.093287617E-1,-7.519222051E-2
3.322069167E-1,1.203955635E-1,-2.631949186E-1,-3.677566946E-1
3.522509167E-1,6.199182943E-2,-3.295069635E-1,-7.492030263E-1
3.722949167E-1,-9.107673168E-2,-1.897273958E-1,-9.721435308E-1
3.923399167E-1,-1.698499024E-1,-1.344151497E-1,-1.117336512E0
4.123839167E-1,-2.658064961E-1,-3.602160513E-1,-1.241614223E0
4.324279167E-1,-2.000969499E-1,-8.025823236E-1,-1.318530321E0
4.524719167E-1,-1.629446894E-1,-1.344480991E0,-1.788867235E0
4.725159167E-1,-2.493232489E-1,-4.490105808E-1,-1.292685151E0
4.925599167E-1,-4.027610272E-2,-5.488140583E-1,-1.121942520E0
5.126049167E-1,-2.984287739E-1,-6.095508337E-1,-1.484387040E0
5.326489167E-1,-6.933485866E-1,9.998819232E-1,-1.890801072E0
5.526929167E-1,-4.903263450E-1,1.539134264E0,-2.541018963E0
5.727369167E-1,-3.346835673E-1,2.371802032E-1,-2.835240841E0
5.927809167E-1,6.548843980E-1,-1.354364753E0,-2.300135136E0
6.128249167E-1,1.147121668E0,-3.009838164E-1,-1.914358735E0
6.328699167E-1,1.243355989E0,9.071719050E-1,-1.772779107E0
6.529139167E-1,8.326013684E-1,3.021682203E-1,-1.960773349E0
6.729579167E-1,6.560697556E-1,1.377003908E0,-1.518268228E0
6.930019167E-1,1.007314086E0,2.232078075E0,-1.792640805E0
7.130459167E-1,8.352625370E-1,2.049092770E0,-2.466480970E0
7.330899167E-1,3.099419773E-1,1.465821743E0,-2.443155527E0
7.531349167E-1,1.497583240E-1,7.416419387E-1,-2.156824827E0
7.731789167E-1,1.993238479E-1,4.209700227E-1,-2.021426439E0
7.932229167E-1,1.349005699E-1,6.594831347E-1,-2.228427410E0
8.132669167E-1,-1.424488612E-2,9.037741423E-1,-2.097441912E0
8.333109167E-1,-1.478238106E-1,1.048113346E0,-1.321112633E0
8.533549167E-1,-6.503622979E-2,1.115798831E0,-6.831740141E-1
8.733999167E-1,1.423007846E-1,9.911775589E-1,-2.893044055E-1
8.934439167E-1,2.293880135E-1,5.156315565E-1,5.492753536E-2
9.134879167E-1,9.117752314E-2,4.439337552E-2,8.007929474E-2
9.335319167E-1,6.993859261E-2,-7.305686176E-2,-2.886431292E-3
9.535759167E-1,1.743161678E-1,1.170508638E-1,-3.250889853E-2
9.736199167E-1,2.083463967E-1,2.529273331E-1,-2.573089860E-2
9.936649167E-1,1.386197954E-1,2.502470911E-1,-2.390934341E-2
1.013708917E0,1.014600769E-1,2.612311840E-1,-2.068313025E-2
1.033753250E0,1.067100987E-1,2.680954337E-1,-2.584185824E-2
1.053797250E0,1.116579324E-1,1.889874339E-1,-2.821148187E-2
1.073841250E0,1.114568114E-1,1.115691140E-1,-2.174852043E-2
1.093885250E0,9.980846196E-2,1.042613536E-1,-2.103266492E-2
1.113930250E0,9.248597175E-2,1.370775998E-1,-2.457720414E-2
1.133974250E0,9.556137025E-2,1.506570876E-1,-2.587711066E-2
1.154018250E0,9.500547498E-2,9.970621765E-2,-2.660615556E-2
1.174062250E0,9.566304088E-2,3.144156933E-2,-2.698200569E-2
1.194106250E0,9.530188143E-2,9.138290770E-3,-2.553844824E-2
1.214150250E0,8.666479588E-2,2.233547717E-2,-2.970606089E-2
1.234195250E0,8.372569829E-2,1.421113499E-2,-2.637298778E-2
1.254239250E0,8.122365922E-2,2.381502651E-2,-2.330262959E-2
1.274283250E0,7.293365151E-2,6.920626014E-2,-1.826559007E-2
1.294327250E0,6.337021291E-2,1.190178692E-1,-1.707374863E-2
1.314371250E0,6.852623820E-2,1.354842931E-1,-1.940722391E-2
1.334415250E0,7.899679989E-2,1.330287009E-1,-1.648448408E-2
1.354459250E0,8.097492158E-2,1.394300461E-1,-1.922692731E-2
1.374504250E0,8.544241637E-2,1.465947479E-1,-1.998588443E-2
1.394548250E0,9.027314931E-2,1.630980223E-1,-2.593621239E-2
1.414592250E0,9.843330085E-2,1.820662767E-1,-2.935239300E-2
1.434636250E0,8.918488026E-2,1.746682972E-1,-2.822540700E-2
1.454680250E0,6.154346839E-2,1.433388293E-1,-2.709887177E-2
1.474725250E0,3.295222297E-2,1.056302115E-1,-2.388861775E-2
1.494769250E0,1.911534742E-2,6.774301082E-2,-1.233465131E-2
1.514813250E0,1.651054434E-2,3.521899134E-2,-7.999415509E-3
1.534857250E0,1.772563905E-2,4.745195154E-3,-1.050747279E-2
1.554901250E0,1.431401540E-2,-2.660362050E-2,3.061270341E-3
1.574945250E0,-1.731186640E-4,3.915996756E-3,8.294365369E-3
1.594989250E0,-8.341258392E-3,8.501888812E-2,2.562897280E-2
1.615034250E0,-5.620096345E-4,1.226147413E-1,3.067635372E-2
1.635078250E0,-1.542855520E-2,1.341273040E-1,-6.775033474E-2
1.655122250E0,5.874026567E-2,1.693670005E-1,-5.735841393E-2
1.675166250E0,2.112507820E-1,2.100885063E-1,2.545228042E-2
1.695210250E0,3.218533695E-1,2.773610651E-1,1.282696724E-1
1.715254250E0,2.437618226E-1,4.181004167E-1,8.659454435E-2
1.735299250E0,5.977215618E-2,3.486381769E-1,5.942185968E-2
1.755343250E0,-4.421860725E-2,1.333448291E-1,2.628375217E-2
1.775387250E0,-6.384982914E-2,2.836568095E-2,-1.427770127E-3
1.795431250E0,-7.503905892E-2,2.050722949E-2,-2.973978966E-2
1.815475250E0,-8.188620955E-2,3.932948411E-2,-2.343135327E-2
1.835519250E0,-6.997452676E-2,3.574903309E-2,-8.586834185E-3
1.855564250E0,-4.157309234E-2,-4.869042709E-2,3.738745116E-3
1.875608250E0,-1.968400367E-2,-1.884671301E-1,-9.344957769E-3
1.895652250E0,-6.619229913E-3,-2.985688150E-1,-1.821019687E-2
1.915696250E0,7.719691843E-3,-2.954134345E-1,-2.154049650E-2
1.935740250E0,7.673509419E-3,-1.919080913E-1,-6.005854346E-3
1.955784250E0,-5.720216781E-3,-7.812613994E-2,7.922055200E-3
1.975829250E0,-2.185539529E-2,-1.790999062E-2,2.561707515E-3
1.995873250E0,-1.696734130E-2,-4.356842116E-2,-5.452670623E-3
2.015917250E0,-1.214728691E-2,-9.675814211E-2,-5.835366901E-3
2.035961625E0,-1.748024486E-2,-9.592037648E-2,-8.640503511E-3
2.056005625E0,-2.828476951E-2,-3.643584996E-2,-1.161890291E-2
2.076049625E0,-1.746670157E-2,1.749108359E-2,-2.221180126E-2
2.096093625E0,4.311262630E-3,2.235045098E-2,-2.272379957E-2
2.116138625E0,5.155971274E-3,1.330379164E-3,-1.487790793E-2
2.136182625E0,-7.083598524E-3,-5.472707562E-3,-1.148690656E-2
2.156226625E0,-9.088969789E-3,2.684918698E-3,-5.652356893E-3
