"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-2.279958331E-3,6.981931000E0,6.429579620E0,9.445358276E-1
1.776391666E-2,7.054679718E0,6.799161072E0,1.106499023E0
3.780891666E-2,7.089108124E0,6.744075623E0,1.075363770E0
5.785291667E-2,7.062912598E0,6.813830566E0,1.146914978E0
7.789691666E-2,7.134314117E0,6.746470642E0,1.315015411E0
9.794091667E-2,7.132517853E0,6.693630524E0,1.390159149E0
1.179849167E-1,7.131919098E0,6.653064880E0,1.333576813E0
1.380289167E-1,7.059320068E0,6.781647491E0,1.181942139E0
1.580739167E-1,7.137906647E0,6.725214844E0,1.081950073E0
1.781179167E-1,7.093598785E0,6.794670410E0,1.185983734E0
1.981619167E-1,7.047045593E0,6.875951385E0,1.132395172E0
2.182059167E-1,7.093449097E0,6.841373291E0,1.150806885E0
2.382499167E-1,7.239994354E0,6.823260956E0,1.266366577E0
2.582939167E-1,7.280410309E0,6.919510803E0,1.258882141E0
2.783389167E-1,7.453600159E0,7.078330536E0,1.359323273E0
2.983829167E-1,7.019053802E0,6.841522980E0,1.372645569E0
3.184269167E-1,7.199578400E0,6.954088898E0,1.210981750E0
3.384709167E-1,8.495583344E0,5.535937958E0,1.445394287E0
3.585149167E-1,8.155041504E0,5.873935089E0,9.945318604E-1
3.785589167E-1,6.626719666E0,5.996230774E0,6.725514221E-1
3.986039167E-1,6.235133972E0,6.650370483E0,6.068380737E-1
4.186479167E-1,5.864804077E0,7.009324036E0,5.424719238E-1
4.386919167E-1,6.832242279E0,7.331903229E0,1.487756195E0
4.587359167E-1,7.846383362E0,6.339916077E0,1.315913544E0
4.787799167E-1,3.354374542E0,7.445516968E0,1.207538910E0
4.988239167E-1,7.495363312E0,7.715256042E0,5.935157776E-1
5.188689167E-1,6.967111816E0,5.596561890E0,-4.334985352E-1
5.389129167E-1,5.611680450E0,4.401297455E0,1.053808594E-1
5.589569167E-1,6.509363708E0,4.478836212E0,2.535726929E-1
5.790009167E-1,2.486329651E0,5.287604370E0,3.475921783E0
5.990449167E-1,1.404828644E0,4.781506805E0,4.396956482E0
6.190889167E-1,9.912387085E-1,5.110522614E0,3.651806030E0
