"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.570833259E-5,5.783074036E0,7.735613708E0,8.620573425E-1
2.011970833E-2,5.692512360E0,7.805668030E0,9.014254761E-1
4.016270833E-2,5.653144226E0,7.630831604E0,2.225272522E0
6.020670833E-2,6.001619568E0,7.620203705E0,1.759291534E0
8.025070834E-2,6.081403656E0,7.846832428E0,1.860780487E0
1.002947083E-1,5.913153534E0,8.037386169E0,1.673669586E0
1.203377083E-1,5.926326141E0,7.928562469E0,1.061592407E0
1.403817083E-1,5.794300690E0,7.743996277E0,1.236129456E0
1.604257083E-1,5.751190338E0,7.741152191E0,1.376986542E0
1.804687083E-1,5.869594116E0,7.653434601E0,1.535656586E0
2.005127083E-1,6.000122681E0,7.566166077E0,1.601819000E0
2.205567083E-1,5.943091278E0,7.559430084E0,1.512005768E0
2.406007083E-1,6.019881592E0,7.675588531E0,1.551972656E0
2.606450833E-1,6.150110779E0,7.453300781E0,1.650916901E0
2.806890833E-1,6.305787048E0,7.029681702E0,1.248553619E0
3.007330833E-1,6.277795258E0,6.477629700E0,1.023721161E0
3.207760833E-1,6.377937012E0,5.923032990E0,1.161883850E0
3.408200833E-1,6.034850464E0,5.360502777E0,7.195536804E-1
3.608640833E-1,7.980504456E0,4.619543610E0,9.379495239E-1
3.809080833E-1,1.013721954E1,4.629872131E0,1.131796417E0
4.009510833E-1,8.317753143E0,5.689368896E0,9.159452820E-1
4.209950833E-1,5.341192932E0,6.110742645E0,-6.721023560E-2
4.410390833E-1,5.851332092E-1,1.582808533E0,1.290017395E0
4.610830833E-1,-1.183139648E0,2.460882568E0,2.373164978E0
4.811260833E-1,2.851570129E-1,5.053491211E0,3.511697388E-1
5.011700833E-1,5.253026276E0,3.061209183E1,-6.363417206E0
5.212140833E-1,-8.099506989E0,2.525099030E1,-4.786147156E0
5.412570833E-1,-6.197412415E0,5.760171661E0,2.582130432E0
5.613010833E-1,-3.737577667E0,4.448299713E0,1.691482544E0
5.813450833E-1,-1.807191925E0,7.704029388E0,-1.509311371E0
6.013890833E-1,-1.762135620E0,1.116019226E1,-3.466940460E0
6.214320833E-1,-2.523602142E0,1.026580215E1,-2.002086639E0
6.414760833E-1,-1.013242950E0,9.491612091E0,1.158141632E0
6.615200833E-1,-1.260379028E-1,9.823022919E0,2.013013916E0
6.815630833E-1,-5.866300964E-1,9.849218445E0,-2.082170105E-1
7.016070833E-1,-6.273454285E-1,9.729467468E0,-1.362766113E0
7.216510833E-1,-7.041357422E-1,9.601184235E0,-9.377998352E-1
7.416950833E-1,-6.539900208E-1,9.752519531E0,-4.246669006E-1
7.617380833E-1,-7.741900635E-1,9.779313812E0,-5.739065552E-1
7.817820833E-1,-8.470884705E-1,9.731413422E0,-6.646179199E-1
8.018260833E-1,-8.812174988E-1,9.678722992E0,-5.510041809E-1
8.218700833E-1,-9.340576172E-1,9.703421631E0,-7.517367554E-1
8.419130833E-1,-9.038204956E-1,9.684261475E0,-9.175918579E-1
8.619570833E-1,-8.505313110E-1,9.751172333E0,-9.096583557E-1
8.820010833E-1,-7.255412292E-1,9.825867004E0,-7.243437195E-1
9.020450833E-1,-6.343807983E-1,9.759405212E0,-6.090834045E-1
9.220880833E-1,-6.783892822E-1,9.792187042E0,-7.604187012E-1
9.421320833E-1,-7.203021240E-1,9.769584045E0,-8.647517395E-1
9.621760833E-1,-6.126759338E-1,9.704469452E0,-9.062155151E-1
9.822190833E-1,-5.047503662E-1,9.698631592E0,-9.021739197E-1
1.002263083E0,-5.099894714E-1,9.684411163E0,-8.422984314E-1
1.022307083E0,-5.773493958E-1,9.834249573E0,-6.732998657E-1
1.042351083E0,-7.268884277E-1,9.943522339E0,-4.757107544E-1
1.062394083E0,-7.451504517E-1,9.950258331E0,-4.504133606E-1
1.082438083E0,-5.195695496E-1,9.849966888E0,-4.846920776E-1
1.102482083E0,-4.120930481E-1,9.786349182E0,-6.174659729E-1
1.122526083E0,-4.101470947E-1,9.787397003E0,-7.933502197E-1
1.142569083E0,-2.923420715E-1,9.757309570E0,-8.767268372E-1
1.162613083E0,-1.442999268E-1,9.686955872E0,-8.725355530E-1
1.182657083E0,-1.230441284E-1,9.598340149E0,-7.068301392E-1
1.202701083E0,-1.541793823E-1,9.507778473E0,-5.568420410E-1
1.222744083E0,-2.405497742E-1,9.691745911E0,-6.542893982E-1
1.242788083E0,-2.639012146E-1,9.734107819E0,-6.933581543E-1
1.262831333E0,-3.357518005E-1,9.756261749E0,-7.330256653E-1
1.282874333E0,-4.321513367E-1,9.789792023E0,-7.363188171E-1
1.302918333E0,-5.559439087E-1,9.760902100E0,-7.328759766E-1
1.322962333E0,-6.236032104E-1,9.729617157E0,-8.211923218E-1
1.343006333E0,-7.396119690E-1,9.815538483E0,-8.641529846E-1
1.363049333E0,-7.412585449E-1,9.773176575E0,-8.723858643E-1
1.383093333E0,-7.304809570E-1,9.799521790E0,-9.963281250E-1
1.403137333E0,-7.003935242E-1,9.846374359E0,-9.451345825E-1
1.423181333E0,-5.776487732E-1,9.733658752E0,-7.105723572E-1
1.443224333E0,-4.980143738E-1,9.819131012E0,-7.408094788E-1
1.463268333E0,-5.478607178E-1,9.752070465E0,-1.052311707E0
1.483312333E0,-5.891748047E-1,9.784702606E0,-1.281934204E0
1.503356333E0,-6.762936401E-1,9.826914825E0,-1.133442993E0
1.523399333E0,-8.264314270E-1,9.778565369E0,-9.054670715E-1
1.543443333E0,-8.324189758E-1,9.704918518E0,-9.210346985E-1
1.563487333E0,-6.453080750E-1,9.763895874E0,-1.084794159E0
1.583531333E0,-4.270619202E-1,9.676178284E0,-1.050964508E0
1.603574333E0,-4.616400146E-1,9.765243073E0,-9.791139221E-1
1.623618333E0,-4.279600525E-1,9.750573578E0,-8.455915833E-1
1.643662333E0,-3.329077148E-1,9.723030853E0,-6.447093201E-1
1.663706333E0,-3.213816833E-1,9.809850311E0,-7.536827087E-1
1.683749333E0,-3.055146790E-1,9.718240814E0,-8.915460205E-1
1.703793333E0,-3.549119568E-1,9.719887390E0,-8.285270691E-1
