"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.086708334E-3,-9.343876690E-2,7.609680295E-2,-6.037519500E-2
2.513070833E-2,6.133116782E-3,1.531470474E-2,-5.543958861E-3
4.517370833E-2,1.282468885E-1,6.958557665E-2,-2.877646498E-2
6.521770833E-2,9.100862592E-2,1.227917671E-1,-2.559726126E-2
8.526170833E-2,1.095068455E-1,1.636667252E-1,-4.866423830E-2
1.053057083E-1,1.223460436E-1,1.663560271E-1,-5.994591489E-2
1.253487083E-1,3.761574998E-2,1.020174474E-2,-8.111294359E-2
1.453927083E-1,-5.062530190E-2,-8.802889287E-2,-4.586793482E-3
1.654367083E-1,-7.395932823E-2,-1.144556850E-1,1.432711445E-2
1.854797083E-1,-4.910419136E-2,-1.202745959E-1,2.094502375E-2
2.055237083E-1,7.940198295E-3,-1.143710539E-1,1.990835182E-2
2.255677083E-1,3.524652496E-2,-1.528266370E-1,3.242472932E-2
2.456117083E-1,9.452863038E-2,-2.778586745E-1,1.956010237E-2
2.656560833E-1,1.685532928E-1,-4.429195225E-1,3.692451492E-2
2.857000833E-1,2.147049159E-1,-6.480856538E-1,-5.871651322E-2
3.057440833E-1,2.438237369E-1,-5.297123790E-1,-2.047607303E-1
3.257870833E-1,4.084421098E-1,-7.691964507E-1,-3.178763092E-1
3.458310833E-1,5.790904760E-1,-1.124874949E0,-2.623062730E-1
3.658750833E-1,7.793629766E-1,-1.941651940E0,-1.179338574E0
3.859190833E-1,9.094958305E-1,-2.556111097E0,-3.062881470E0
4.059620833E-1,1.335843503E-1,-1.887685418E0,-4.648133278E0
4.260060833E-1,-3.022584617E-1,-6.437836289E-1,-5.485598087E0
4.460500833E-1,3.135201335E-1,1.713030487E-1,-5.223142624E0
4.660930833E-1,9.225140810E-1,9.706003070E-1,-4.666603565E0
4.861370833E-1,9.348362684E-1,2.327634573E0,-4.911885262E0
5.061810833E-1,-2.868888378E-1,3.898475647E0,-5.212336063E0
5.262250833E-1,-9.571696520E-1,4.222313881E0,-1.877196908E0
5.462680833E-1,-2.711040080E-1,2.483222723E0,-8.440060914E-2
5.663120833E-1,4.398654997E-1,4.484932125E-1,4.062197506E-1
5.863560833E-1,5.393645167E-1,-1.403465271E0,1.422139108E-1
6.064000833E-1,1.996995136E-2,-1.941436648E0,-6.677471101E-2
6.264430833E-1,-3.773429990E-1,-9.157801270E-1,8.996240795E-2
6.464870833E-1,-7.591217756E-2,2.680999339E-1,-2.987112105E-2
6.665310833E-1,2.493750453E-1,7.119591236E-1,-2.548236400E-2
6.865740833E-1,1.579091400E-1,3.641647100E-1,2.542557754E-2
7.066180833E-1,1.449894346E-2,-8.233048767E-2,2.129993960E-2
7.266620833E-1,3.773811832E-2,-1.251488626E-1,2.756926604E-2
7.467060833E-1,1.181615442E-1,4.506351054E-2,2.557080612E-2
7.667490833E-1,1.124810800E-1,1.061164588E-1,1.443066634E-2
7.867930833E-1,7.647072524E-2,6.152550876E-2,5.777644925E-3
8.068370833E-1,8.136045933E-2,-1.859416626E-2,1.918173977E-3
8.268810833E-1,8.691731095E-2,-1.016126499E-1,1.452370640E-2
8.469240833E-1,8.408589661E-2,-1.466779709E-1,1.157476194E-2
8.669680833E-1,7.052157819E-2,-1.424008012E-1,5.106248427E-4
8.870120833E-1,3.807470575E-2,-1.380639970E-1,9.787840769E-3
9.070550833E-1,1.545464993E-2,-2.234247923E-1,2.519347146E-2
9.270990833E-1,2.458460070E-2,-3.363776803E-1,3.721658885E-2
9.471430833E-1,4.334328696E-2,-3.757630885E-1,4.878624529E-2
9.671870833E-1,3.420800716E-2,-3.393393457E-1,4.957559705E-2
9.872300833E-1,1.246340200E-2,-2.875570655E-1,4.963872209E-2
1.007274083E0,-1.856594346E-3,-2.506561279E-1,5.968887359E-2
1.027318083E0,5.376379192E-2,-2.049892992E-1,6.486871839E-2
1.047362083E0,1.031747013E-1,-1.181564182E-1,6.873256713E-2
1.067405083E0,8.217275143E-2,-5.910165980E-2,6.849419326E-2
1.087449083E0,5.099590495E-2,-1.087190881E-1,6.118453667E-2
1.107493083E0,3.702612966E-2,-2.200293690E-1,5.199450254E-2
1.127537083E0,3.128719330E-2,-2.537421882E-1,5.265586078E-2
1.147580083E0,1.857653260E-2,-1.587584019E-1,4.411464930E-2
1.167624083E0,6.400345825E-3,-4.916351289E-3,2.872863971E-2
1.187668083E0,9.665168822E-3,8.119373769E-2,2.220214903E-2
1.207711083E0,3.837258369E-2,8.086402714E-2,8.475220762E-3
1.227755083E0,5.502051115E-2,1.154528707E-1,-1.047763880E-2
1.247799083E0,6.515916437E-2,2.058850229E-1,-1.898857020E-2
1.267842333E0,6.800261885E-2,2.345544845E-1,-2.060830407E-2
1.287885333E0,5.886072665E-2,2.099680156E-1,-1.424705237E-2
1.307929333E0,3.762969375E-2,1.837685853E-1,-9.163495153E-3
1.327973333E0,2.232746966E-2,1.763151437E-1,-1.358827855E-2
1.348017333E0,1.780764200E-2,1.647944599E-1,-1.738018356E-2
1.368060333E0,1.459460147E-2,1.318657100E-1,-3.505507484E-2
1.388104333E0,-1.539543271E-2,8.251804858E-2,-4.848894477E-2
1.408148333E0,-4.835165292E-2,8.311115950E-2,-4.273418710E-2
1.428192333E0,-3.922718763E-2,1.122264564E-1,-2.733484656E-2
1.448235333E0,7.877601311E-3,1.046471596E-1,-1.093173167E-3
1.468279333E0,2.379446663E-2,3.629281372E-2,2.470205538E-2
1.488323333E0,-4.355097190E-5,-3.337244689E-2,2.925582044E-2
1.508367333E0,-1.325345226E-2,-3.765602410E-2,2.842101827E-2
1.528410333E0,-6.423280574E-3,-2.145166323E-2,2.718446590E-2
1.548454333E0,2.588563599E-3,-5.652362108E-2,2.102491260E-2
1.568498333E0,7.465559989E-3,-9.641192853E-2,2.492870390E-2
1.588542333E0,2.504651994E-2,-1.143104658E-1,2.551034465E-2
1.608585333E0,3.973080311E-3,-1.299053580E-1,1.745868474E-2
1.628629333E0,-2.474915050E-2,-1.125435457E-1,7.677928545E-3
1.648673333E0,-1.308978070E-2,-8.283091336E-2,-1.504515065E-3
1.668716333E0,-1.926127356E-3,-6.519254297E-2,5.917579401E-3
1.688760333E0,3.844955238E-3,-3.177265823E-2,4.381039646E-3
1.708804333E0,2.742469870E-2,1.626695320E-2,7.594253868E-3
1.728848333E0,2.821537852E-2,3.327748179E-2,1.718712226E-2
1.748891333E0,1.564538293E-2,1.292090956E-2,1.904889755E-2
1.768935333E0,4.224163666E-2,1.991662383E-2,6.666757632E-3
1.788979333E0,7.626298815E-2,1.159952208E-1,-5.139834248E-3
1.809023333E0,4.476266354E-2,2.593505681E-1,-1.067007612E-2
1.829066333E0,1.750765555E-2,3.205021024E-1,1.426818036E-2
1.849110333E0,-1.660233736E-2,2.045080066E-1,5.788440257E-2
1.869154333E0,-3.221686929E-2,-1.622072607E-2,1.051950380E-1
1.889198333E0,-3.989848122E-2,-1.301005483E-1,1.069592163E-1
1.909241333E0,-1.070787385E-2,-7.810036838E-2,8.498383313E-2
1.929285333E0,-3.122644126E-2,3.484565392E-2,1.973339543E-2
1.949329333E0,-4.489650950E-2,1.148449853E-1,3.751525888E-3
1.969373333E0,-5.834264681E-3,1.811567508E-2,1.895681769E-2
1.989416333E0,1.943463087E-2,-2.150654048E-2,1.745815622E-3
2.009460333E0,5.671797693E-2,8.751692623E-2,-4.198741168E-2
2.029504333E0,9.237961471E-2,1.674946398E-1,-7.128842175E-2
2.049548333E0,6.380878389E-2,8.782100677E-2,-4.337326810E-2
2.069591333E0,6.569267809E-2,-2.503820136E-2,-2.525892109E-2
2.089635333E0,8.489216119E-2,1.809422299E-2,-1.098520681E-2
2.109679333E0,5.709109455E-2,6.428073347E-2,1.479744795E-3
2.129723333E0,5.436108634E-2,4.608285800E-2,1.850268431E-2
2.149766333E0,5.702929944E-2,3.307152912E-2,2.865773253E-2
2.169810333E0,3.778247908E-2,4.340215027E-2,4.100107774E-2
