"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.992583333E-3,4.381089478E0,8.092770996E0,2.745141449E0
2.203558333E-2,4.133953400E0,7.971822510E0,3.636986847E0
4.207858333E-2,4.313729553E0,8.118367767E0,3.244053955E0
6.212058333E-2,4.384981384E0,8.127798157E0,3.283721466E0
8.216358333E-2,4.435127106E0,8.110583954E0,3.315006409E0
1.022065833E-1,4.504432983E0,8.050708466E0,3.342399445E0
1.222495833E-1,4.227808228E0,8.126151581E0,3.365750885E0
1.429185833E-1,4.345463562E0,8.222251740E0,3.043920135E0
1.629615833E-1,4.406835938E0,8.023315430E0,3.202590179E0
1.830035833E-1,4.281396790E0,7.877967682E0,3.169059906E0
2.030465833E-1,4.341721344E0,7.802225189E0,3.465742950E0
2.230895833E-1,4.496200104E0,8.059091034E0,3.540287933E0
2.431325833E-1,4.597389679E0,8.031099243E0,3.793261871E0
2.631745833E-1,4.796026611E0,7.699987793E0,3.485950928E0
2.832175833E-1,4.300257568E0,7.603139191E0,2.712658997E0
3.032604167E-1,4.878954163E0,6.991960144E0,2.831362152E0
3.233034167E-1,4.902455292E0,6.616391144E0,3.205134888E0
3.433454167E-1,5.131029968E0,6.621480560E0,2.499053192E0
3.633884167E-1,4.992118835E0,7.111860809E0,2.195783844E0
3.834314167E-1,4.239933014E0,7.412435760E0,2.797831879E0
4.034744167E-1,3.311713257E0,8.920699310E0,3.934568024E0
4.235164167E-1,3.817361755E0,8.865015106E0,4.269122314E0
4.435594167E-1,4.025279388E0,9.241631927E0,3.671415253E0
4.636024167E-1,3.440295868E0,9.007518768E0,2.805316315E0
4.836444167E-1,4.253255310E0,7.653584290E0,2.687810669E0
5.036874167E-1,4.418960724E0,7.191644897E0,3.414699097E0
5.237304167E-1,5.428760834E0,6.940616913E0,3.729045410E0
5.437734167E-1,5.264103241E0,6.277495880E0,3.287463684E0
5.638154167E-1,3.568579102E0,5.883664856E0,2.603535919E0
5.838584167E-1,1.733545074E0,5.545518036E0,2.297871552E0
6.039014167E-1,2.200124817E0,5.176235962E0,2.579735413E0
6.239444167E-1,3.750151520E0,5.777236176E0,1.404529266E0
6.439864167E-1,4.303251343E0,6.852001190E0,1.663041687E0
6.640294167E-1,5.165158997E0,1.134625534E1,3.695964203E0
6.840724167E-1,7.680977325E0,2.645403854E1,2.635569305E0
7.041144167E-1,2.870580597E0,1.836441101E1,5.706134033E-1
7.241574167E-1,-9.223818970E-1,5.857469330E0,1.314865723E0
7.442004167E-1,-1.362616425E0,4.966971130E0,1.893861694E0
7.642434167E-1,7.798782349E-2,9.648934937E0,1.700314178E0
7.842854167E-1,-1.013093262E0,1.108250381E1,1.537752228E0
8.043284167E-1,-2.175575867E0,9.795779572E0,1.747466125E0
8.243714167E-1,-2.374063110E0,9.215586090E0,2.146236877E0
8.444144167E-1,-2.356998596E0,9.639055481E0,2.273322601E0
8.644564167E-1,-2.438129883E0,9.818083191E0,2.063608704E0
8.844994167E-1,-2.257006531E0,9.597891083E0,1.650018768E0
9.045424167E-1,-1.681453400E0,9.571096802E0,1.475481720E0
9.245854167E-1,-9.792636108E-1,9.556876373E0,1.711840210E0
9.446274167E-1,-4.834945679E-1,9.678722992E0,2.165247345E0
9.646704167E-1,-3.851490784E-1,9.636660461E0,2.434387665E0
9.847134167E-1,-2.453398132E-1,9.439221039E0,2.079924774E0
1.004755417E0,-1.490899658E-1,9.416019287E0,1.618434448E0
1.024798417E0,-2.836601257E-1,9.753866730E0,1.095422058E0
1.044841417E0,-7.487429810E-1,9.978250122E0,1.151854706E0
1.064884417E0,-1.074914703E0,9.860894165E0,1.397793274E0
1.084926417E0,-1.393901367E0,9.889784088E0,1.617236938E0
1.104969417E0,-1.322948914E0,9.746082916E0,1.721719666E0
1.125012417E0,-9.383985901E-1,9.451794891E0,9.723779297E-1
1.145055417E0,-6.599775696E-1,9.589209137E0,3.971241760E-1
1.165097417E0,-6.406677246E-1,9.781259766E0,4.534071350E-1
1.185140417E0,-6.524931335E-1,9.639953613E0,7.975415039E-1
1.205183417E0,-5.171745300E-1,9.514514465E0,9.996212769E-1
1.225225417E0,-5.063969421E-1,9.473649445E0,7.152127075E-1
1.245268417E0,-5.601351929E-1,9.447304230E0,4.872367859E-1
