"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-3.151666679E-4,6.763535156E0,7.157815247E0,5.120851135E-1
1.972883333E-2,6.715036011E0,7.209308167E0,5.372328186E-1
3.977283333E-2,6.696324921E0,7.286248169E0,5.505551147E-1
5.981683333E-2,6.781198425E0,7.278763733E0,6.372248840E-1
7.986083333E-2,6.735243988E0,7.188501434E0,4.794529724E-1
9.990383333E-2,6.689289551E0,7.226672058E0,5.754034424E-1
1.199478333E-1,6.716682587E0,7.242539063E0,6.146218872E-1
1.399918333E-1,6.703659668E0,7.149133301E0,5.879772949E-1
1.600358333E-1,6.726562042E0,7.197931824E0,5.692662048E-1
1.800798333E-1,6.774013367E0,7.237749023E0,5.686674500E-1
2.001238333E-1,6.769822083E0,7.232210541E0,6.743476868E-1
2.201678333E-1,6.763984222E0,7.207212524E0,5.836363220E-1
2.402118333E-1,6.774013367E0,7.225175171E0,6.378236389E-1
2.602558333E-1,6.763834534E0,7.200177155E0,6.782395935E-1
2.802998333E-1,6.691235504E0,7.193441162E0,5.783972168E-1
3.003438333E-1,6.705605621E0,7.200177155E0,6.339317322E-1
3.203880000E-1,6.753955078E0,7.159611511E0,6.429130554E-1
3.404320000E-1,6.763235779E0,7.184759216E0,5.439688110E-1
3.604760000E-1,6.687493286E0,7.261998596E0,5.346881104E-1
3.805200000E-1,6.747219086E0,7.248077545E0,6.153703308E-1
4.005630000E-1,6.784192200E0,7.238347778E0,6.915618896E-1
4.206070000E-1,6.804998932E0,7.260202332E0,6.997947693E-1
4.406510000E-1,6.776857452E0,7.150929565E0,8.027806091E-1
4.606950000E-1,6.781647491E0,6.986870728E0,3.805087280E-1
4.807390000E-1,6.680308228E0,7.004683685E0,6.879693604E-1
5.007830000E-1,6.884333954E0,7.104975128E0,2.236349487E-1
5.208270000E-1,6.687942352E0,7.483837280E0,6.511459351E-1
5.408710000E-1,7.218289490E0,6.870263214E0,2.754272461E-1
5.609150000E-1,7.876171417E0,5.458399200E0,2.294728088E-1
5.809590000E-1,6.738387451E0,4.606371002E0,1.163680115E0
6.010030000E-1,6.646628265E0,3.956422577E0,1.048569489E0
6.210470000E-1,6.715036011E0,4.077969818E0,6.560856628E-1
6.410910000E-1,6.044280853E0,4.569248199E0,1.378633118E0
6.611350000E-1,4.768184509E0,4.229155426E0,8.032296753E-1
6.811790000E-1,5.233267365E0,4.273163910E0,1.116677856E-1
7.012230000E-1,3.331621857E0,4.027524719E0,1.522184601E0
7.212660000E-1,3.567231903E0,5.283413086E0,1.543590088E0
7.413100000E-1,1.699565735E0,9.639055481E0,1.721420288E0
7.613540000E-1,-8.890013123E-1,2.270732986E1,-2.542762299E0
7.813980000E-1,8.475974121E0,2.236858429E1,-4.857698364E0
8.014420000E-1,5.977669373E0,1.200368820E1,5.062472534E-1
8.214860000E-1,4.998106384E-1,7.574548645E0,2.006577301E0
8.415300000E-1,3.078198853E0,8.730744324E0,-6.252497864E-1
8.615740000E-1,5.782175903E0,8.884324951E0,-4.120930481E-1
8.816180000E-1,4.324507141E0,8.237220612E0,3.722758484E-1
9.016620000E-1,4.264781342E0,8.977131958E0,6.885681152E-2
9.217060000E-1,4.511019287E0,8.990603943E0,1.779798889E-1
9.417500000E-1,4.377347260E0,8.693172455E0,2.445913696E-1
9.617940000E-1,4.326902161E0,8.839268646E0,7.723937988E-2
9.818380000E-1,4.368815002E0,8.889114990E0,5.987548828E-4
1.001881000E0,4.377347260E0,8.915609894E0,1.499880981E-1
1.021925000E0,4.359234924E0,8.877439270E0,2.429447937E-1
1.041969000E0,4.354594574E0,8.818312225E0,3.083587646E-2
1.062013000E0,4.350702667E0,8.831784210E0,2.844085693E-2
1.082057000E0,4.410278778E0,8.833131409E0,2.151026917E-1
1.102101000E0,4.349056091E0,8.807834015E0,1.875599670E-1
1.122145000E0,4.301155701E0,8.836424561E0,1.022373962E-1
1.142189000E0,4.296964417E0,8.780141602E0,1.375639343E-1
1.162233000E0,4.278103638E0,8.785081329E0,1.315763855E-1
1.182277000E0,4.319417725E0,8.827892303E0,1.437011719E-1
1.202321000E0,4.307442627E0,8.839418335E0,1.023870850E-1
1.222365000E0,4.171674957E0,8.899443512E0,8.816665649E-2
1.242409000E0,4.024980011E0,8.887917480E0,1.393601990E-1
1.262453000E0,4.206103363E0,8.699309692E0,4.040098572E-1
1.282496000E0,4.354295197E0,8.739426270E0,4.267625427E-1
1.302540000E0,4.289030914E0,8.615633698E0,3.885919189E-1
1.322583833E0,4.553231506E0,8.779093781E0,5.923182678E-1
1.342627833E0,4.682861938E0,8.803493042E0,5.147795105E-1
1.362671833E0,4.746629333E0,8.715925140E0,5.453160095E-1
1.382715833E0,4.500690765E0,8.671467590E0,2.775228882E-1
1.402759833E0,4.467759247E0,8.728648682E0,8.771759033E-2
1.422803833E0,4.528383179E0,8.890761566E0,-1.538800049E-1
1.442847833E0,4.389621735E0,9.019942932E0,-3.860472107E-1
1.462891833E0,4.204456787E0,9.084309082E0,-5.318440247E-1
1.482935833E0,4.083957367E0,8.961264954E0,-3.267704773E-1
1.502979833E0,4.256099396E0,8.837322693E0,-1.465452576E-1
1.523023833E0,4.309388580E0,8.776399384E0,-2.064207458E-1
1.543066833E0,4.339625702E0,8.603209534E0,-2.152523804E-1
1.563110833E0,4.473447418E0,8.548573151E0,-1.796264648E-2
1.583154833E0,4.469106445E0,8.578959961E0,1.893562317E-1
1.603198833E0,4.487817535E0,8.665030975E0,2.055226135E-1
1.623242833E0,4.538562012E0,8.862620087E0,2.502795410E-1
1.643286833E0,4.616849213E0,9.013506317E0,1.856140137E-1
1.663330833E0,4.521946564E0,8.947942657E0,6.122268677E-2
1.683374833E0,4.520749054E0,8.901838531E0,-3.263214111E-2
1.703418833E0,4.514911194E0,8.933572540E0,-1.164578247E-1
1.723462833E0,4.401147766E0,8.883726196E0,-2.350112915E-1
1.743506833E0,4.352199554E0,8.800199890E0,-2.874023438E-1
1.763550833E0,4.394711151E0,8.760233002E0,-3.670367432E-1
1.783593833E0,4.442012787E0,8.756490784E0,-4.314028931E-1
1.803637833E0,4.435875549E0,8.807684326E0,-3.306623840E-1
1.823681833E0,4.360133057E0,8.905880127E0,-3.393443298E-1
1.843725833E0,4.280498657E0,8.998537445E0,-4.487667847E-1
1.863769833E0,4.072431335E0,8.887618103E0,-5.062472534E-1
1.883813833E0,3.950884094E0,8.802295532E0,-4.917274475E-1
1.903857833E0,4.027973785E0,9.131910095E0,-5.252577209E-1
1.923901833E0,4.139342194E0,9.400152283E0,-5.364843750E-1
1.943945833E0,4.042792969E0,9.148226166E0,-6.156697083E-1
1.963989833E0,3.977828064E0,8.788823547E0,-7.107220459E-1
1.984033833E0,4.152514801E0,8.836574249E0,-7.194039917E-1
2.004076833E0,4.433480530E0,8.906927948E0,-5.102888489E-1
2.024120833E0,4.567901001E0,8.683292999E0,-3.294648743E-1
2.044164833E0,4.616699524E0,8.549471283E0,-3.022215271E-1
2.064208833E0,4.483626251E0,8.544232178E0,-4.372407532E-1
2.084252833E0,4.423301697E0,8.764723663E0,-3.414399719E-1
2.104296833E0,4.387975159E0,8.981023865E0,-2.716850281E-1
2.124340833E0,4.315525818E0,9.081614685E0,-3.914360046E-1
2.144384833E0,4.226760406E0,9.113797760E0,-5.899232483E-1
2.164428833E0,4.121978302E0,9.160800018E0,-8.051756287E-1
2.184472833E0,4.049978027E0,9.031768341E0,-7.821235657E-1
2.204516833E0,4.090992737E0,8.860225067E0,-6.565347290E-1
2.224559833E0,4.177363129E0,8.922345886E0,-5.254074097E-1
2.244603833E0,4.230053558E0,8.894803162E0,-5.002597046E-1
2.264647833E0,4.150419159E0,8.788823547E0,-5.345384216E-1
2.284691833E0,4.332141266E0,8.874295807E0,-1.621128845E-1
2.304735833E0,4.326602783E0,8.880582733E0,3.412902832E-2
2.324779250E0,4.470603333E0,8.822054443E0,-2.576142883E-1
2.344823250E0,4.327051849E0,8.882828064E0,-4.644841003E-1
2.364867250E0,4.211641846E0,9.045390015E0,-1.523831177E-1
2.384911250E0,4.245920563E0,9.006470947E0,-1.764830017E-1
2.404955250E0,4.110601959E0,8.783734131E0,-6.703060913E-1
2.424999250E0,3.964954834E0,8.710985413E0,-8.009843445E-1
2.445042250E0,4.056564331E0,8.817114716E0,-8.270301819E-1
2.465086250E0,4.233346710E0,8.875193939E0,-4.378395081E-1
