Time (s),Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,activity_label
4.872806542,-2.280956726,9.497449951,-0.62599823,0.02227435634,0.07714457065,-0.01750127785,1
4.892848542,-2.339634705,9.534872131,-0.6113287354,0.02920716256,0.09486597776,-0.01749937423,1
4.912890542,-2.312391357,9.40748703,-0.5974076843,0.02472126111,0.08139785379,-0.01448828727,1
4.932931542,-2.297272797,9.442514191,-0.6143225098,0.0258506462,0.07191418111,-0.009265491739,1
4.952973542,-2.33080307,9.484127655,-0.6221063232,0.02501735277,0.0657479465,0.001198697253,1
4.973015542,-2.404749298,9.479187927,-0.609382782,0.01823248155,0.05398708582,0.005927288905,1
4.993056542,-2.508483582,9.499246216,-0.5700146484,0.01013652887,0.03839282319,0.002037522383,1
5.013098542,-2.542163544,9.466763763,-0.632434845,0.003923641052,0.01801404916,-0.003431545338,1
5.033140542,-2.465223541,9.390422516,-0.6875202942,0.002235263819,0.02192004211,-0.01160341501,1
5.053181542,-2.352358246,9.427695007,-0.6945556641,0.01247298717,0.01203492191,-0.02192742564,1
5.073223542,-2.284698944,9.386680298,-0.6349795532,0.03461223841,0.01366805844,-0.02888443321,1
5.093265542,-2.303260345,9.370663605,-0.6855743408,0.04477772862,0.007808954455,-0.03022339754,1
5.113306542,-2.361339569,9.457183685,-0.7405101013,0.05107750744,0.01613261364,-0.02251707576,1
5.133348542,-2.409689026,9.438322906,-0.6200106812,0.06271965057,0.03755307943,-0.008808267303,1
5.153390542,-2.478845215,9.408085785,-0.6345304871,0.05469759926,0.01072786655,-0.005286921747,1
5.173431542,-2.586022339,9.471404114,-0.6376739502,0.05036304519,-0.01715670899,-0.004956843797,1
5.193473375,-2.628533936,9.55373291,-0.5674699402,0.04356558621,-0.04161070287,-0.01021909621,1
5.213515375,-2.538870392,9.560618591,-0.7400610352,0.02593845502,-0.04392693564,-0.01516071334,1
5.233556375,-2.684068451,9.657167816,-0.8943901062,0.002765763551,-0.06386544555,-0.00239569624,1
5.253598375,-2.861449585,9.696985016,-0.8821156311,0.00671270024,-0.05743005872,0.01132110041,1
5.273640375,-3.096161499,9.631720734,-0.7349716187,0.001935062231,-0.08394904435,0.007135397755,1
5.293682375,-3.148402863,9.687404938,-0.4064048767,-0.01206577756,-0.1497104317,-0.0190274287,1
5.313723375,-2.964585114,9.704319763,-0.08547225952,0.006130395923,-0.270124644,-0.03531551734,1
5.333765375,-2.99422348,9.810898132,-0.3653901672,-0.005328781903,-0.3671463728,-0.0130963577,1
5.353807375,-3.082390137,9.715995483,-0.6489006042,-0.04335073382,-0.2207846344,-0.001457012491,1
5.373848375,-2.679278412,9.535321198,-0.1314266968,-0.08564026654,0.116578348,-0.01357048191,1
5.393890375,-2.222727814,9.324559479,-0.7584727478,-0.2306204885,0.2970339954,0.01055661216,1
5.413932375,-1.940115509,9.048383789,-1.860032043,-0.2976800203,0.3140173554,0.02015295811,1
5.433973375,-1.550625458,8.32404007,-0.9204359436,-0.2444301099,0.32592085,0.04671899974,1
5.454015375,-1.648970947,8.269703064,-0.2785707092,-0.2268100977,-0.01017270889,0.136912331,1
5.474057375,-3.131488037,8.811127167,-0.1134640503,0.03659549356,0.03692865744,0.1998620927,1
5.494098375,-3.898043976,9.244476013,-0.3691323853,0.06101163104,0.1734364927,0.07310505211,1
5.514140375,-4.321064301,8.976682892,-0.9330097961,0.02840601094,0.2008744478,0.01982574351,1
5.534182375,-3.798800354,9.119485931,-0.1035845947,0.1682924032,0.1759729534,0.03554486483,1
5.554223375,-3.14166687,9.18983963,-0.07993377686,0.2514609993,-0.01595800743,0.07561539114,1
5.574265375,-2.673889618,9.362430725,-0.7747888184,0.2525984943,-0.3402916789,0.1486205012,1
5.594307375,-2.664459229,9.544901276,-0.6827302551,0.2300521731,-0.3946596384,0.2326893657,1
5.614348375,-2.81399826,9.482481079,-0.7095245361,0.1573213786,-0.3279244304,0.2427233756,1
5.634390375,-2.974464569,9.024134216,-1.376238098,0.04346711934,-0.4019414783,0.1712690443,1
5.654432375,-2.509232025,9.050180054,-1.566342773,-0.049508553,-0.5401446223,0.1445860118,1
5.674473375,-1.373244324,9.547595673,-0.9139993286,-0.05660142377,-0.5070482492,0.09906461835,1
5.694515375,-0.5652246094,9.763596497,-1.381477203,-0.09295104444,-0.2891362607,0.1378935874,1
5.714557375,0.2215393066,10.01911514,-2.047142944,-0.2037160397,0.06231591105,0.1400017738,1
5.734598375,0.6616241455,10.59377014,-1.151255951,-0.219559446,0.190836072,0.1348420531,1
5.754640375,0.09205856323,10.88775879,-0.2478845215,-0.05254783481,-0.02214416862,0.23859559,1
5.774682375,-1.520687714,9.761949921,0.4281097412,0.1936313957,-0.4861479998,0.2860819101,1
5.794723375,-2.133663025,8.814420319,1.097368011,0.228886053,-0.5212115049,0.1481700391,1
5.814765375,-2.070195007,8.877888336,1.138233032,0.1319515109,-0.1792241335,-0.06971079111,1
5.834807375,-1.329535217,9.507479095,0.6740483093,0.1880652457,0.2283826321,-0.1168487221,1
5.854848375,-0.09175918579,9.55837326,0.6231541443,0.4456255436,0.403724283,-0.003762240987,1
5.874890375,0.9713301086,9.361382904,-0.1161584473,0.5282124281,0.1491089165,0.06061699614,1
5.894932375,0.5969586182,9.267528076,-0.2752775574,0.4879869223,0.05298778415,0.06682334095,1
5.914973375,-0.6081852722,9.512119446,0.880019989,0.4989871085,0.1270750314,-0.007871989161,1
5.935015375,-1.095422058,9.729018402,0.8776249695,0.4835845232,-0.02661252953,-0.09557942301,1
5.955057375,-1.139729919,9.618997192,0.4032614136,0.4562633634,-0.3203708827,-0.1250862777,1
5.975098375,-1.19346817,9.517957306,-0.02215393066,0.4045390189,-0.4879927635,-0.1450429559,1
5.995140375,-1.111887817,9.368118896,-0.336051178,0.3225597441,-0.3856176436,-0.2217176557,1
6.015182375,-1.035396881,9.387428741,-0.5538482666,0.2444560826,-0.1967979074,-0.2837519944,1
6.035223375,-1.036594391,9.727970581,-0.1384620667,0.2218037695,-0.06252077967,-0.2710429728,1
6.055265375,-0.835562439,10.18541931,0.5065466309,0.283431232,0.003366279881,-0.1973100156,1
6.075307375,-0.2793191528,10.44617706,0.7206015015,0.2694911361,-0.02375986055,-0.1545559019,1
6.095348375,0.3188369751,10.45964905,-0.2092648315,0.1073201299,-0.2039397508,-0.0950056836,1
6.115390375,0.2562670898,10.2665506,-0.5483097839,0.02604417875,-0.2524697781,-0.02819881402,1
6.135432375,0.2965333557,10.38959473,-0.09145980835,-0.09598159045,-0.07338680327,-0.02017102204,1
6.155473375,0.1422042847,10.99059494,0.5471122742,-0.228243947,-0.04649109021,0.02111424506,1
6.175515375,-0.03098556519,11.77870605,1.224753113,-0.2891367376,-0.08652226627,0.1700229496,1
6.195561292,0.4619393921,12.515923,1.594184875,-0.3826111555,0.110806413,0.289483428,1
6.215602292,0.7473957825,13.59817245,0.3245251465,-0.7746419311,0.3989365697,0.2936302125,1
6.235644292,0.5370831299,14.0580162,-1.499132538,-1.327487707,0.702080965,0.2436972111,1
6.255686292,-1.22864502,12.82428177,-2.236349487,-1.623036504,0.9982815385,0.3224099278,1
6.275727292,-2.029030609,10.52326675,-1.524130554,-2.090070009,0.5585327744,0.4118068814,1
6.295769292,-2.130070496,9.297166443,-1.246308289,-2.731250763,-1.192310929,0.4840380847,1
6.315811292,-2.096689911,9.251062317,1.760189667,-2.221861839,-1.927229524,0.228702113,1
6.335852292,-3.580554199,9.411678314,1.538500671,-1.787739396,-2.168672562,0.3244701922,1
6.355894292,-7.086114349,9.672735443,0.9033714294,-1.632281423,-2.325782299,0.7504085898,1
6.375936292,-4.360133057,10.69451065,1.112636261,-1.589325428,-1.308334947,0.5556212068,1
6.395977292,-3.969894562,10.81920135,1.129551086,-1.606975436,0.5236846209,0.5795795321,1
6.416019292,-2.901566162,10.99882782,0.7494914246,-1.869700789,0.9477371573,0.859826386,1
6.436061292,-0.8397537231,10.86740112,0.5857319641,-1.818483114,0.3743504584,1.235225081,1
6.456102292,0.6486012268,10.92503128,1.747615814,-1.586164594,0.518328011,1.267593861,1
6.476144292,0.5460644531,9.33024765,1.797761536,-1.56648016,1.277630448,1.007744074,1
6.496186292,-1.247056732,8.031398621,0.7217990112,-1.68756187,1.602514505,0.8617551327,1
6.516227292,-2.595602417,7.286846924,0.4323010254,-1.748991609,1.631028295,0.7838574052,1
6.536269292,-2.759661255,6.930887146,1.684147797,-1.51464808,1.558873415,0.5401186347,1
6.556311292,-2.751578064,6.568790131,2.940036163,-1.064232469,1.473254442,0.2492576391,1
6.576352292,-3.259621582,6.111640778,5.174439697,-0.4100450873,1.352045894,0.1183398589,1
6.596394292,-2.964136047,5.833070068,4.308789825,0.05650741979,0.8596523404,0.0200860966,1
6.616436292,-1.784139862,5.709277496,4.751269684,0.3809243143,0.692286849,-0.04698394984,1
6.636477292,-0.8170010376,5.985752563,5.083428955,0.5945478082,0.672550559,-0.1339931339,1
6.656519292,-0.1755848694,6.343508606,4.640200653,0.676433742,0.565066874,-0.2993723154,1
6.676561292,-0.7238946533,6.277196503,4.011807404,0.6951889396,0.891156435,-0.3864958584,1
6.696602292,-1.294807434,6.114634552,4.226910095,0.9139011502,1.314715743,-0.2810197473,1
6.716644292,-0.3911366272,7.215146027,5.240751801,1.196677804,1.603843093,-0.2620236874,1
6.736686292,-0.2251318359,8.461604004,5.736221466,1.274199009,1.096127033,-0.1421778947,1
6.756727292,-1.152154083,10.10518616,5.885760498,0.9660741687,0.1566823274,0.1457470357,1
6.776769292,-1.930385742,12.02314774,5.696254578,0.2118502557,-0.403113097,0.4383262694,1
6.796811292,-1.747466125,10.59272232,5.776188354,-0.2331992388,-0.1355297118,0.6729072928,1
6.816852292,-0.2839595032,6.330635376,4.378694458,0.2388372123,0.2626901865,0.6089473963,1
6.836894292,-1.074615326,4.044439545,1.328637085,1.318227649,-0.6767606735,0.3454118669,1
6.856936292,-3.636238403,7.455995178,1.562750244,1.906262517,-0.9872957468,-0.4508337677,1
6.876977292,-6.57238266,14.05621994,2.036814423,0.773686111,-0.9563655257,-0.9445147514,1
6.897019292,-7.396419067,23.61818573,2.846929779,-0.1202258095,-1.762714148,0.1596259922,1
6.917061292,0.2269281006,14.33029999,2.439327393,1.631288767,-0.4413533211,0.5245376825,1
6.937102292,-0.03936813354,5.059029694,-4.417463837,1.539692283,0.7604158521,0.2959189713,1
6.957144292,-0.6677613831,2.353855133,-5.00559082,0.3783743382,-0.07517042011,-0.1825253218,1
6.977186292,-0.9565109253,7.070995789,-1.407373352,0.703537643,-0.5603913069,-0.6092844009,1
6.997227292,-2.13306427,11.10600494,0.04445755005,1.16638577,0.06065401435,-0.601715982,1
7.017269292,-2.21733902,12.09110641,0.04909790039,1.290885687,0.1220557019,-0.3493500352,1
7.037311292,-1.534459076,10.51383636,0.8388555908,1.137747407,-0.4437989593,-0.1808190197,1
7.057352292,-2.304757233,8.745114441,0.7782316589,1.023767829,-1.069510698,-0.05324049667,1
7.077394292,-1.968855743,8.213270416,0.2707868958,1.07661581,-1.00502491,-0.04444971308,1
7.097436292,-1.565744019,8.9102211,-0.05433700562,1.091048837,-0.5495274067,-0.0668104142,1
7.117477292,-0.4766088867,9.291328583,-0.8770262146,0.8452640176,-0.49299559,-0.1382668316,1
7.137519292,0.4932243347,9.719737701,-0.2435435486,0.5702151656,-0.3600908816,-0.1489360034,1
7.157561292,0.7008425903,9.866881714,0.9806108093,0.5755522847,-0.3206765652,-0.07630302012,1
7.177602292,0.09056167603,10.03632935,1.101409607,0.5654986501,-0.3487324715,0.01873305067,1
7.197641125,-0.399818573,9.820927277,0.6273454285,0.4838964343,-0.2554405034,0.005032705143,1
7.217683125,-0.5408253479,9.269174652,0.4701722717,0.4400493503,-0.1586183906,-0.06222415343,1
7.237724125,-0.7990383911,8.988358612,0.1655557251,0.4758715332,-0.07639385015,-0.1074241921,1
7.257766125,-0.7834707642,8.852291565,0.3115022278,0.5659919381,-0.02089975029,-0.1792917848,1
7.277808125,-0.8077203369,9.091943207,0.6478527832,0.7052477598,-0.1732751578,-0.2445843369,1
7.297849125,-0.9530680847,9.468859406,0.1924996948,0.7690281868,-0.3560450971,-0.2496474683,1
7.317891125,-1.068927155,9.493408356,0.1056802368,0.8262286186,-0.2609896064,-0.2786339223,1
7.337933125,-1.019380188,9.445507965,0.2868035889,0.8581990004,-0.2330958247,-0.3566293716,1
7.357974125,-1.037492523,9.788744202,-0.04041595459,0.8504351974,-0.3839259744,-0.4765576124,1
7.378016125,-1.210532684,10.20323227,-0.450712738,0.8802211285,-0.3627345264,-0.6110585928,1
7.398058125,-1.287023621,10.38794815,-0.6590794373,0.8228579164,-0.2198587805,-0.6985484958,1
7.418099125,-0.5387297058,10.04935226,-0.5219645691,0.6281404495,-0.1515996307,-0.6458156705,1
7.438141125,-0.1857637024,10.47297134,-0.4107458496,0.5386992097,-0.1948224455,-0.366897434,1
7.458183125,0.1601669312,11.28608047,0.1618135071,0.4644881189,-0.09334850311,-0.1272034049,1
7.478224125,0.5126838684,11.64832718,0.4382885742,0.1892231107,-0.1415756643,0.003400775604,1
7.498266125,0.2890489197,12.19439163,0.8557704163,-0.05786404014,-0.06868427992,0.0597377345,1
7.518307125,0.2010319519,12.76829819,0.4198768616,-0.3829524815,0.3229106069,0.06478825957,1
7.538349125,0.09505233765,12.86544617,-0.8568182373,-0.9772965908,0.6744922996,0.1366338134,1
7.558391125,-0.1419049072,13.0321994,-2.506687317,-1.634460807,0.9918845296,0.3783039451,1
7.578432125,-0.8096662903,11.46570694,-1.72231842,-2.053763866,0.7923105955,0.6836382151,1
7.598474125,-1.916315002,8.575816498,-1.70944519,-2.429475069,0.1677132547,0.6706087589,1
7.618516125,-3.5301091,7.356452179,-2.029479675,-2.863769054,-0.7650487423,0.4717521667,1
7.638557125,-8.350984039,8.402626648,1.074765015,-2.520144939,-1.211398602,0.819817543,1
7.658599125,-6.61219986,12.17538116,1.826202393,-1.896662474,-1.644015431,0.429551363,1
7.678641125,-3.801195374,13.45013031,-0.3239263916,-1.884602547,-1.8121171,0.1405587792,1
7.698682125,-2.535277863,10.84225342,-0.8437953186,-2.072201729,-0.9899538159,0.278293103,1
7.718724125,-2.261646881,9.733209686,-0.1869612122,-2.025232077,-0.510307014,0.6187035441,1
7.738766125,-1.343755646,9.924811249,0.6849755859,-1.881641388,-0.8770395517,0.7292814255,1
7.758807125,-1.435814209,11.39685013,2.532882843,-1.621814489,-0.2733590901,0.8290744424,1
7.778849125,-1.895208893,10.70124664,2.433639221,-1.595312953,0.5705091953,0.8734650016,1
7.798891125,-1.673519897,9.670340424,1.334325256,-1.572169542,1.376096964,0.7288532257,1
7.818932125,-2.061513062,8.468339996,-0.6785389709,-1.867011547,1.432786584,0.6068497896,1
7.838974125,-2.143841858,7.50374588,-1.122515717,-2.09411478,1.279579759,0.5201376081,1
7.859016125,-1.872007141,6.86607193,2.067051544,-1.639157653,1.346468091,0.4558410347,1
7.879057125,-1.783840485,6.508914642,5.556295624,-0.7170165777,1.543884754,0.3465714157,1
7.899099125,-1.435963898,5.696254578,4.571343842,-0.04823411256,1.138521194,0.2061623037,1
7.919141125,-1.996847534,4.714446259,3.786974945,0.4756631255,0.6918584108,0.122728698,1
7.939182125,-2.380200348,4.100123749,4.178860016,0.9915192127,0.5894213915,0.01232495159,1
7.959224125,-1.852846985,3.634891205,4.058510284,1.354741335,0.4513530433,-0.1606234908,1
7.979265125,-1.109343109,3.829187164,4.593497772,1.682236791,0.4800939858,-0.3954524994,1
7.999307125,-0.5357359314,4.507426758,5.132377167,1.965718746,0.7089822292,-0.6092590094,1
8.019349125,-0.4706213379,5.388793945,4.583768005,1.988832116,0.9193396568,-0.6404444575,1
8.039390125,-0.9650431824,7.720345459,5.330415344,1.463368058,1.737048149,-0.4495470226,1
8.059432125,0.6881190491,12.64615219,7.342531128,0.6412869692,1.708081484,-0.3710919619,1
8.079474125,0.1386117554,17.08337494,6.10670105,-0.2857747674,0.2962602377,0.4245617092,1
8.099515125,1.2952565,15.22962982,6.922953644,-0.5633602142,-0.4301167727,0.9275686145,1
8.119557125,0.4399351501,11.45223495,5.108127594,0.06974539161,-0.6656443477,0.7598544359,1
8.139599125,-4.253105621,11.58680511,2.349364471,1.011179566,-0.3262380362,0.381949842,1
8.159640125,-9.176367645,14.91333755,-0.9939331055,1.051043272,0.1677643508,0.3816174865,1
8.179682125,-6.424340515,13.26077408,-3.235222321,0.4624314904,-0.3502963483,0.7493087053,1
8.199724042,0.1414558411,6.145470428,-0.4739144897,1.528179526,-0.4966572523,0.7196348906,1
8.219765042,1.102008362,2.731669464,-1.717378693,0.9382844567,-1.368896008,0.0280356314,1
8.239807042,-1.06713089,3.892505493,-3.030298462,0.3306590915,-0.6939807534,-0.8283321857,1
8.259849042,-3.76422226,8.171806641,-0.8887019348,0.5027968884,0.3373636603,-0.9085074067,1
8.279890042,-2.331850891,11.61240189,0.5650749207,0.900795877,1.060797572,-0.7377025485,1
8.299932042,0.2204914856,12.62040573,-0.07214996338,1.067171812,0.6708514094,-0.2620615959,1
8.319973042,0.513432312,11.30074997,-0.8241860962,1.204210162,-0.4100959003,0.1243595704,1
8.340015042,-0.3650907898,9.50463501,0.2782713318,1.278450608,-0.6768476963,0.119911842,1
8.360057042,-1.970652008,8.51818634,0.4978646851,1.07976687,-0.4604385793,0.03151513636,1
8.380098042,-2.287393341,8.192463684,0.2718347168,0.8661646247,-0.3234951794,-0.172318548,1
8.400140042,-1.465602264,8.640032959,0.08053253174,0.7781241536,-0.02091925405,-0.3701918423,1
8.420182042,-0.5897735596,9.640103302,-0.5641767883,0.7351651788,0.2348108441,-0.3869673908,1
8.440223042,-0.5556445312,10.16116974,-1.191073151,0.8169321418,-0.1070502996,-0.2365669906,1
8.460265042,-0.8102650452,9.787247314,-1.14317276,0.8036358356,-0.3233958781,-0.09517242014,1
8.480307042,-1.053808594,9.361382904,-0.002844085693,0.735419631,-0.2624208927,-0.1012583226,1
8.500348042,-1.16188385,9.251212006,0.08277786255,0.7181687355,-0.3243993521,-0.1513311416,1
8.520390042,-1.005908203,9.267528076,-0.3236270142,0.7344827056,-0.3358817399,-0.2194018662,1
8.540432042,-0.9053173828,9.283694458,-0.2709365845,0.8096840382,-0.2395656556,-0.3248535991,1
8.560473042,-1.003513184,9.410181427,0.1239422607,0.9100803137,-0.05416795984,-0.465628475,1
8.580515042,-1.012494507,9.432934113,0.1001417542,0.9799382687,-0.04215268791,-0.5727817416,1
8.600557042,-0.9557624817,9.335486755,0.5586383057,1.077723145,-0.1338082254,-0.6090691686,1
8.620598042,-0.7800279236,9.637259216,0.8970845032,1.071438074,-0.1848411113,-0.6247377396,1
8.640640042,-0.6616241455,10.46324158,0.3996688843,0.805467844,-0.1565387696,-0.628133297,1
