"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.437291663E-3,-1.909988672E-1,-1.492499411E-1,-4.203998670E-2
2.347729167E-2,-1.824538922E-3,-2.110924423E-1,-2.447567135E-2
4.351829167E-2,2.404339761E-1,-1.127938479E-1,7.343113422E-2
6.355829167E-2,3.993223310E-1,-1.514594704E-1,1.498929411E-1
8.359929167E-2,6.027954221E-1,-3.129943311E-1,-2.151269279E-2
1.036392917E-1,7.363409400E-1,-5.743147731E-1,-4.263085425E-1
1.236802917E-1,4.064672291E-1,-4.210888147E-1,-7.481762171E-1
1.437202917E-1,2.228689790E-1,-3.854333460E-1,-1.181813478E0
1.637612917E-1,3.637335002E-1,-5.290991068E-1,-1.633102894E0
1.838012917E-1,3.315657973E-1,-7.286177278E-1,-1.893281817E0
2.038422917E-1,1.535629630E-1,-8.160133958E-1,-1.755203724E0
2.238822917E-1,2.310689092E-1,-1.152928352E0,-1.488465667E0
2.439232917E-1,5.535157323E-1,-7.806260586E-1,-1.067563415E0
2.639632917E-1,6.026708484E-1,-3.170712292E-1,-9.448316693E-1
2.840042917E-1,3.017075658E-1,-4.391579330E-1,-1.065451503E0
3.040442917E-1,6.220448390E-2,-4.602976143E-1,-1.362744451E0
3.240852917E-1,3.764272481E-2,3.470693901E-2,-1.573914886E0
3.441252917E-1,2.529469132E-1,-4.896689653E-1,-1.606402159E0
3.641662917E-1,4.435656369E-1,-4.734981358E-1,-1.213923216E0
3.842062917E-1,3.746955097E-1,2.796173096E-1,-8.537358642E-1
4.042472917E-1,-5.851882696E-2,9.062461853E-1,-3.288527727E-1
4.242872917E-1,-1.357048154E-1,1.062788129E0,6.816623360E-2
4.443282917E-1,1.442475468E-1,4.794783592E-1,2.998778224E-1
4.643682917E-1,2.240749747E-1,-3.452161849E-1,1.158158705E-1
4.844092917E-1,1.536531560E-2,-1.811044216E-1,-6.184960157E-2
5.044492917E-1,1.279196888E-1,2.854422629E-1,-1.077890098E-1
5.244902917E-1,1.888351589E-1,2.005221993E-1,-4.517546669E-2
5.445302917E-1,6.713194400E-2,-7.536475547E-3,5.050087348E-3
5.645712917E-1,1.078985482E-1,5.227545649E-2,-3.627823433E-3
5.846112917E-1,1.321795434E-1,1.060879752E-1,-2.471544221E-2
6.046522917E-1,1.329805851E-1,1.201077402E-1,-2.390818670E-2
6.246922917E-1,1.689760089E-1,1.258763820E-1,-2.888415940E-2
6.447332917E-1,1.914412528E-1,1.741701812E-1,-4.312861711E-2
6.647732917E-1,2.060785443E-1,1.850274950E-1,-3.788514808E-2
6.848142917E-1,2.328266948E-1,1.800117791E-1,-3.360484261E-3
7.048542917E-1,2.565142214E-1,2.338355184E-1,2.502849698E-2
7.248952917E-1,2.408376187E-1,2.767577767E-1,1.676394790E-2
7.449352917E-1,2.052006423E-1,2.384063154E-1,-3.537036944E-3
7.649761667E-1,1.825716794E-1,1.856674254E-1,2.444993332E-2
7.850161667E-1,1.297782063E-1,1.500555128E-1,4.484618455E-2
8.050571667E-1,7.115742564E-2,1.082824469E-1,5.891214684E-2
8.250971667E-1,2.587639354E-2,5.945455283E-2,7.062897086E-2
8.451381667E-1,-1.271845307E-2,3.695038706E-2,5.248290300E-2
8.651781667E-1,-4.910819232E-2,-1.130409446E-2,4.187329486E-2
8.852191667E-1,-3.974828124E-2,-6.535765529E-2,4.640444741E-2
9.052591667E-1,-1.861076057E-2,-2.212277241E-2,5.654921010E-2
9.253001667E-1,1.794601977E-2,2.424169332E-2,4.565397277E-2
9.453401667E-1,4.073111340E-2,1.469856501E-2,3.745969012E-2
9.653811667E-1,3.254399821E-2,-1.386470813E-2,4.129265621E-2
9.854211667E-1,2.272595093E-2,-4.479670525E-2,4.235211387E-2
1.005462167E0,3.034066409E-2,-1.012940556E-1,4.702722281E-2
1.025502167E0,2.856484242E-2,-1.334739476E-1,4.315501451E-2
1.045543167E0,1.150519028E-2,-1.418577135E-1,4.427777231E-2
1.065583167E0,2.345008962E-2,-1.227790043E-1,3.559031337E-2
1.085624167E0,1.172638498E-2,-1.043145210E-1,3.130908683E-2
1.105664167E0,1.593469828E-2,-8.552358299E-2,2.533323318E-2
1.125705167E0,3.981973976E-2,-2.538853139E-2,1.300936937E-2
