"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.573708330E-3,5.198389893E0,8.489296417E0,-2.706372070E-1
1.846729167E-2,4.471202087E0,8.583450623E0,2.404449921E0
3.850729167E-2,3.938010864E0,8.707243195E0,3.239712982E0
5.854829166E-2,3.983366547E0,8.335715790E0,2.546504517E0
7.858829167E-2,4.410727844E0,7.728877716E0,2.324665833E0
9.862929166E-2,5.584886169E0,6.840924225E0,2.077230377E0
1.186702917E-1,4.292324066E0,8.023914185E0,5.504054260E-1
1.387102917E-1,4.812642059E0,8.484207001E0,1.456471252E-1
1.587512917E-1,5.213957520E0,8.142467651E0,1.711241455E0
1.787912917E-1,4.296665039E0,8.038284302E0,8.310717773E-1
1.988312917E-1,3.157833252E0,7.685467987E0,2.350112915E-1
2.188722917E-1,1.718426514E0,9.056466980E0,6.924600220E-1
2.389132917E-1,5.809419250E-1,9.981692963E0,2.261796570E0
2.589532917E-1,1.779798889E0,9.728419647E0,2.131567383E0
2.789942917E-1,2.839894409E0,9.306297455E0,-3.270698547E-1
2.990342917E-1,3.744463348E0,9.129515076E0,-7.017407227E-1
3.190752917E-1,3.525169373E0,8.658444672E0,2.728825378E-1
3.391152917E-1,3.406316528E0,8.302185516E0,1.132694550E0
3.591562917E-1,1.576521606E0,7.827821960E0,1.130898285E0
3.791962917E-1,1.033001862E0,7.490573273E0,1.202299805E0
3.992372917E-1,3.426374817E-1,9.596094818E0,-5.499563599E-1
4.192772917E-1,4.281097412E-2,1.358574829E1,-6.703060913E-1
4.393182917E-1,-8.291258240E-1,1.563004715E1,4.203259277E-1
4.593582917E-1,-1.716779938E0,1.360999786E1,6.340814209E-1
4.793992917E-1,-8.906478882E-1,9.484876099E0,-1.423539734E-1
4.994392917E-1,1.006207581E0,9.278006287E0,5.013075256E-1
5.194802917E-1,1.563498688E0,9.826016693E0,8.069718933E-1
5.395202917E-1,1.176553345E0,9.417965240E0,-1.860630798E-1
5.595612917E-1,9.490264893E-1,9.760453033E0,2.932402039E-1
5.796012917E-1,7.875123596E-1,9.861642609E0,3.526666260E-1
5.996422917E-1,9.297166443E-1,9.756860504E0,2.339634705E-1
6.196822917E-1,1.130449219E0,9.706116028E0,3.159928894E-1
6.397232917E-1,1.128054199E0,9.686057739E0,4.275109863E-1
6.597632917E-1,1.246308289E0,9.604926453E0,4.035607910E-1
6.798042917E-1,1.430575104E0,9.656419373E0,1.646575928E-1
6.998442917E-1,1.221160583E0,9.673932953E0,-1.784289551E-1
7.198852917E-1,8.804690552E-1,9.714498596E0,-3.607498169E-2
7.399252917E-1,9.207353210E-1,9.712702332E0,2.933898926E-2
7.599661667E-1,1.075363770E0,9.825118561E0,-1.273851013E-1
7.800061667E-1,9.321116638E-1,9.821076965E0,-4.308041382E-1
8.000471667E-1,8.032296753E-1,9.912985840E0,-4.264631653E-1
8.200871667E-1,7.559280396E-1,9.995314636E0,-2.887495422E-1
8.401281667E-1,7.711962891E-1,9.981243896E0,-1.297801208E-1
8.601681667E-1,9.339079285E-1,9.841284943E0,-2.168989563E-1
8.802091667E-1,1.209784241E0,9.775421906E0,-2.555186462E-1
9.002491667E-1,1.265917511E0,9.570348358E0,-3.285667419E-1
9.202901667E-1,1.123114471E0,9.655670929E0,-3.537144470E-1
9.403301667E-1,1.012195129E0,9.784702606E0,-2.019300842E-1
9.603711667E-1,9.425898743E-1,9.749675446E0,-3.125500488E-1
9.804111667E-1,9.259744263E-1,9.729317780E0,-4.330494690E-1
1.000452167E0,8.801696777E-1,9.812245331E0,-4.278103638E-1
1.020492167E0,8.650511169E-1,9.774074707E0,-4.682263184E-1
1.040533167E0,1.022523651E0,9.765542450E0,-4.632865906E-1
1.060573167E0,1.130149841E0,9.805958405E0,-2.923420715E-1
1.080614167E0,1.250349884E0,9.726773071E0,-3.095562744E-1
1.100654167E0,1.307980042E0,9.628427582E0,-3.526666260E-1
1.120695167E0,1.418001251E0,9.687105560E0,-1.709445190E-1
1.140735167E0,1.506616974E0,9.708061981E0,-6.002517700E-2
1.160776167E0,1.568139038E0,9.673783264E0,-7.723937988E-2
1.180816167E0,1.455872498E0,9.727970581E0,-7.813751221E-2
1.200857167E0,1.312321014E0,9.691745911E0,-2.406994629E-1
1.220897167E0,1.136586456E0,9.719138947E0,-3.460803223E-1
1.240938167E0,1.009051666E0,9.790091400E0,-2.429447937E-1
1.260978167E0,1.014590149E0,9.824519806E0,-2.478845215E-1
1.281019167E0,1.111887817E0,9.764644318E0,-4.665797424E-1
1.301059167E0,1.047970734E0,9.777367859E0,-4.435276794E-1
1.321100167E0,9.648934937E-1,9.750423889E0,-4.562512207E-1
1.341141167E0,9.744735718E-1,9.801916809E0,-3.911366272E-1
1.361181167E0,1.012494507E0,9.795330505E0,-3.647914124E-1
1.381222167E0,1.168170776E0,9.751621399E0,-4.519102478E-1
1.401262167E0,1.168919220E0,9.752070465E0,-4.209246826E-1
1.421303167E0,1.221759338E0,9.755662994E0,-3.287164307E-1
1.441343167E0,1.281934204E0,9.751471710E0,-3.665876770E-1
