"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.230416671E-4,5.000143126E-2,1.971686631E-1,-4.433291033E-2
2.046404166E-2,-2.039339021E-2,-1.747000404E-2,-1.196865924E-4
4.050504167E-2,2.442051098E-2,-7.524820976E-3,3.090156056E-2
6.054704166E-2,5.569336563E-2,3.238441050E-2,2.901692502E-2
8.058804167E-2,9.603234380E-2,6.446361542E-2,7.602012716E-3
1.006290417E-1,9.965635091E-2,4.431683943E-2,-2.268369310E-2
1.206700417E-1,8.506591618E-2,-2.504865453E-2,-1.520109363E-2
1.407110417E-1,4.073813930E-2,-1.169385388E-1,1.786171086E-2
1.607520417E-1,-1.865909249E-2,-2.167399228E-1,4.780915752E-2
1.807930417E-1,-3.331290931E-2,-3.023152649E-1,7.004513592E-2
2.008350417E-1,-3.134487569E-2,-3.957473040E-1,1.098130420E-1
2.208760417E-1,-7.561235130E-2,-6.580205560E-1,2.060805708E-1
2.409170417E-1,-4.339141771E-2,-7.554180622E-1,2.136577666E-1
2.609580417E-1,-3.360340744E-2,-7.950536609E-1,-2.789432704E-1
2.809990417E-1,-1.735877059E-2,-7.970133424E-1,-7.352032065E-1
3.010400417E-1,5.577624775E-3,-9.381493330E-1,-1.019310355E0
3.210810417E-1,1.741847396E-2,-8.397657275E-1,-1.149443865E0
3.411230417E-1,1.487843394E-1,-1.046366453E0,-1.180935025E0
3.611640417E-1,4.272677004E-1,-1.356639743E0,-1.268098593E0
3.812050417E-1,4.608269632E-1,-1.135058284E0,-1.549759984E0
4.012460417E-1,5.183241367E-1,-8.349406719E-1,-2.083278656E0
4.212870417E-1,1.036543131E0,6.280592680E-1,-2.480945826E0
4.413280417E-1,1.219525337E0,1.414364100E0,-1.957643986E0
4.613691667E-1,6.344779134E-1,1.129014134E0,-1.548474550E0
4.814101667E-1,2.498470396E-1,-1.183764413E-1,-1.443449974E0
5.014521667E-1,-1.027309671E-1,-3.961267769E-1,-2.527179718E0
5.214931667E-1,-6.623901129E-1,-1.061373353E0,-3.481081009E0
5.415341667E-1,-4.927533492E-2,-4.289555550E-1,-2.035656214E0
5.615751667E-1,2.534492016E-1,8.546388149E-1,-4.366250336E-1
