"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.026125003E-3,6.424041138E0,7.053631897E0,1.491049347E0
2.269612500E-2,6.545139313E0,7.219487000E0,1.462159424E0
4.273912500E-2,6.595434723E0,7.151378632E0,1.551523590E0
6.278212500E-2,6.569089508E0,7.133715363E0,1.578916626E0
8.282612500E-2,6.577921143E0,7.172933807E0,1.513352966E0
1.028691250E-1,6.677763519E0,7.127727814E0,1.560804291E0
1.229121250E-1,6.627767487E0,7.096442871E0,1.587448883E0
1.429561250E-1,6.619833984E0,7.156468048E0,1.575623474E0
1.629991250E-1,6.571185150E0,7.223678284E0,1.557361450E0
1.830421250E-1,6.562952271E0,7.202871552E0,1.461710358E0
2.030851250E-1,6.524931335E0,7.366481323E0,1.452729034E0
2.231291250E-1,6.660848694E0,7.535180511E0,1.682800598E0
2.431721250E-1,6.533164215E0,7.141349487E0,1.570084991E0
2.632151250E-1,6.467001801E0,7.022346954E0,1.463057556E0
2.832591250E-1,6.627917175E0,7.172484741E0,1.634301453E0
3.033021250E-1,6.564449158E0,7.134014740E0,1.590742035E0
3.233451250E-1,6.678661652E0,7.052434387E0,1.580114136E0
3.433895417E-1,6.797664185E0,7.173831940E0,1.225202179E0
3.634325417E-1,6.613397369E0,7.267686768E0,1.385219421E0
3.834755417E-1,6.198011169E0,7.172335052E0,1.421144714E0
4.035195417E-1,8.207731934E0,6.886130219E0,2.431393890E0
4.235625417E-1,7.752528534E0,4.334236908E0,6.391708374E-1
4.436055417E-1,5.548661499E0,4.590953064E0,5.505551147E-1
4.636495417E-1,5.824837189E0,5.093158722E0,2.610271912E0
4.836925417E-1,4.915029144E0,5.229525146E0,3.415597229E0
5.037355417E-1,4.655917969E0,5.940696259E0,1.162033539E0
5.237785417E-1,3.572321320E0,6.792724457E0,1.117725677E0
5.438225417E-1,4.683161316E0,7.722441101E0,6.376739502E-1
5.638655417E-1,5.849086761E0,8.430169373E0,1.848056946E0
5.839085417E-1,4.309837646E0,1.009560608E1,1.683848419E0
6.039525417E-1,4.476141815E0,1.964469864E1,-9.145980835E-2
6.239955417E-1,1.786834259E0,1.457728638E1,1.255888367E-1
6.440385417E-1,8.927435303E-1,6.642436981E0,1.693727875E0
6.640825417E-1,4.546196136E0,8.787775726E0,7.017407227E-1
6.841255417E-1,4.268224182E0,9.101523285E0,1.358425140E0
7.041685417E-1,3.573518829E0,8.923543396E0,1.040336609E0
7.242125417E-1,3.761228485E0,9.127419434E0,1.212778015E0
7.442555417E-1,3.905977478E0,9.055568848E0,1.090931396E0
7.642985417E-1,3.787723389E0,8.967252502E0,1.121467896E0
7.843415417E-1,3.691922607E0,9.063053284E0,1.107995911E0
8.043855417E-1,3.668271790E0,9.061556396E0,1.111588440E0
8.244285417E-1,3.754043427E0,9.077872467E0,1.138682098E0
8.444715417E-1,3.769161987E0,9.054521027E0,1.105750580E0
8.645155417E-1,3.665278015E0,9.078620911E0,1.095272369E0
8.845585417E-1,3.695515137E0,9.046737213E0,1.133293304E0
9.046015417E-1,3.773502960E0,9.039402466E0,1.196012878E0
9.246455417E-1,3.680546265E0,9.077722778E0,1.208586731E0
9.446885417E-1,3.694916382E0,9.089548187E0,1.171912994E0
9.647315417E-1,3.756438446E0,8.975784760E0,1.215173035E0
9.847745417E-1,3.785627747E0,8.900042267E0,1.291813660E0
1.004818542E0,3.826043701E0,8.904383240E0,1.370400238E0
1.024861542E0,3.801345062E0,8.848249969E0,1.350341949E0
1.044904542E0,3.848347321E0,8.964109039E0,1.252595215E0
1.064948542E0,3.921844482E0,9.035510559E0,1.343156891E0
1.084991542E0,3.851041718E0,9.103469238E0,1.269210663E0
1.105034542E0,3.661984863E0,9.035061493E0,1.061891785E0
1.125078542E0,3.627855835E0,8.936117249E0,1.026565247E0
1.145121542E0,3.680845642E0,9.111552429E0,1.119671631E0
1.165164542E0,3.656895447E0,9.109606476E0,1.022972717E0
1.185208542E0,3.738924866E0,9.063352661E0,1.056802368E0
1.205251542E0,3.789070587E0,8.950038300E0,1.075363770E0
1.225294542E0,3.839515686E0,8.901090088E0,1.107247467E0
1.245337542E0,3.858077087E0,8.958121490E0,1.129850464E0
1.265381542E0,3.932921448E0,9.001980286E0,1.140777740E0
1.285424542E0,3.897744598E0,8.904233551E0,1.119821320E0
1.305467542E0,3.821403351E0,8.916807404E0,1.072669373E0
1.325511542E0,3.797303467E0,9.080117798E0,1.013841705E0
1.345555000E0,3.742816772E0,9.126670990E0,9.596543884E-1
1.365598000E0,3.686234436E0,9.110205231E0,8.945397949E-1
1.385642000E0,3.700604553E0,9.047036591E0,8.322692871E-1
1.405685000E0,3.787723389E0,9.091344452E0,8.026309204E-1
1.425728000E0,3.796854401E0,9.150172119E0,8.020321655E-1
1.445771000E0,3.761527863E0,9.121431885E0,7.797285461E-1
1.465815000E0,3.788920898E0,8.996142426E0,8.481362915E-1
1.485858000E0,3.885320435E0,8.978329468E0,6.408174133E-1
1.505901000E0,3.936513977E0,8.898246002E0,5.563929749E-1
1.525945000E0,3.859723663E0,9.014254761E0,5.906716919E-1
1.545988000E0,3.731739807E0,9.130113831E0,5.084925842E-1
1.566031000E0,3.629951477E0,9.034013672E0,4.113446045E-1
1.586075000E0,3.568429413E0,9.114845581E0,3.896397400E-1
1.606118000E0,3.508703613E0,9.280401306E0,4.032614136E-1
1.626161000E0,3.409310303E0,9.267228699E0,4.113446045E-1
1.646205000E0,3.416195984E0,9.186845856E0,4.390370178E-1
1.666248000E0,3.448229370E0,9.193881226E0,4.484674072E-1
1.686291000E0,3.454067230E0,9.244625702E0,3.791615295E-1
1.706334000E0,3.433110809E0,9.214388580E0,4.207749939E-1
1.726378000E0,3.441493378E0,9.178313599E0,3.740721130E-1
1.746421000E0,3.448379059E0,9.213041382E0,3.625460815E-1
1.766464000E0,3.452270966E0,9.276060333E0,3.185375977E-1
1.786508000E0,3.385509796E0,9.281149750E0,2.769241333E-1
1.806551000E0,3.319347382E0,9.268126831E0,2.451901245E-1
1.826594000E0,3.277584229E0,9.319919128E0,2.409988403E-1
1.846637000E0,3.259621582E0,9.319470062E0,2.106120300E-1
1.866681000E0,3.318000183E0,9.332942047E0,1.800755310E-1
1.886724000E0,3.316802673E0,9.332043915E0,1.800755310E-1
1.906767000E0,3.204386444E0,9.244625702E0,1.489402771E-1
1.926811000E0,3.169658661E0,9.224268036E0,1.049317932E-1
1.946854000E0,3.181933136E0,9.336983643E0,3.517684937E-2
1.966897000E0,3.137026520E0,9.373807068E0,-2.409988403E-2
1.986941000E0,3.062780914E0,9.304800568E0,3.592529297E-3
2.006984000E0,3.165617065E0,9.323811035E0,3.128494263E-2
2.027027000E0,3.278931427E0,9.296268311E0,-3.442840576E-3
2.047070000E0,3.237467651E0,9.184450836E0,4.670288086E-2
2.067114000E0,3.237018585E0,9.203012238E0,5.852828979E-2
2.087157000E0,3.177442474E0,9.350904694E0,5.089416504E-2
2.107200000E0,3.117117920E0,9.395062866E0,8.622070312E-2
2.127244000E0,3.081941071E0,9.388775940E0,1.152603149E-2
2.147287000E0,3.032244415E0,9.376052399E0,-6.032455444E-2
2.167330000E0,3.146756287E0,9.391470337E0,-8.113128662E-2
2.187374000E0,3.192261658E0,9.412726135E0,-7.334747314E-2
2.207417000E0,3.266956329E0,9.304650879E0,-7.873626709E-2
2.227460000E0,3.316203918E0,9.304351501E0,-7.933502197E-2
2.247503000E0,3.320395203E0,9.228908386E0,-8.262817383E-2
2.267547000E0,3.273093567E0,9.216933289E0,-4.834945679E-2
2.287590000E0,3.259172516E0,9.320966949E0,-1.073268127E-1
2.307633000E0,3.235821075E0,9.403595123E0,-1.760339355E-1
2.327677000E0,3.102897491E0,9.421857147E0,-2.329156494E-1
2.347719750E0,3.068169708E0,9.483528900E0,-2.588117981E-1
2.367762750E0,3.084485779E0,9.391021271E0,-2.776725769E-1
2.387805750E0,3.112926636E0,9.276060333E0,-2.601589966E-1
2.407849750E0,3.138972473E0,9.295519867E0,-2.034269714E-1
2.427892750E0,3.262914734E0,9.302106171E0,-1.160087585E-1
2.447935750E0,3.317401428E0,9.286239166E0,-1.237925720E-1
2.467979750E0,3.261268158E0,9.240284729E0,-6.526428223E-2
2.488022750E0,3.243155823E0,9.289831696E0,-4.355941772E-2
2.508065750E0,3.234623566E0,9.282047882E0,2.993774414E-3
2.528109750E0,3.178789673E0,9.316326599E0,-1.347198486E-2
2.548152750E0,3.175945587E0,9.315129089E0,-2.844085693E-2
2.568195750E0,3.143762512E0,9.316027222E0,8.831634521E-3
2.588238750E0,3.172652435E0,9.369765472E0,-8.382568359E-3
2.608282750E0,3.171005859E0,9.354347534E0,-4.610412598E-2
2.628325750E0,3.189417572E0,9.335786133E0,-1.496887207E-4
