"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.500708335E-3,2.453694120E-2,3.331047297E-2,-1.135750674E-2
2.154270834E-2,2.515133284E-2,5.212890357E-2,-5.467658862E-3
4.158470833E-2,9.825641289E-3,3.778219596E-2,-1.489270572E-2
6.162570834E-2,-3.800560720E-3,1.738089882E-2,-2.620751411E-2
8.166770833E-2,-3.694689367E-4,1.415943168E-2,-1.951633953E-2
1.017097083E-1,4.346528556E-3,1.704810932E-2,-1.399368607E-2
1.217517083E-1,5.630234256E-3,1.009345241E-2,-1.369166747E-2
1.417927083E-1,-3.750490956E-3,5.805211142E-3,-2.284722868E-3
1.618347083E-1,-1.558498479E-3,8.353686891E-3,1.080407202E-2
1.818767083E-1,6.876915693E-3,5.773439538E-3,5.812092684E-3
2.019187083E-1,-1.656180946E-3,3.246505186E-2,-2.368082479E-2
2.219597083E-1,-1.969662495E-2,2.213194221E-2,-1.405408978E-2
2.420017083E-1,-2.432234585E-2,1.548259892E-2,6.251093000E-3
2.620437083E-1,1.235991064E-2,1.930413209E-2,6.141806766E-2
2.820857083E-1,6.679865718E-2,-1.738995686E-2,1.350307912E-1
3.021267083E-1,8.094730228E-2,-1.045275778E-1,1.561905891E-1
3.221687083E-1,8.407976478E-2,-1.202568412E-1,2.264492661E-1
3.422107083E-1,8.004841208E-2,-3.011212945E-1,3.643701673E-1
3.622527083E-1,2.264244556E-1,-4.455660582E-1,4.662286937E-1
3.822937083E-1,2.535377145E-1,-4.721415937E-1,5.597852468E-1
4.023357083E-1,2.862072587E-1,-6.610909700E-1,5.534839034E-1
4.223779583E-1,2.907409072E-1,-7.967009544E-1,5.194897652E-1
4.424199583E-1,2.968655527E-1,-6.955270171E-1,6.530380249E-1
4.624609583E-1,5.060909986E-1,-4.722048342E-1,7.075318694E-1
4.825029583E-1,5.898104310E-1,-1.772765666E-1,6.623330712E-1
5.025449583E-1,6.279636025E-1,1.420380771E-1,4.969197512E-1
5.225869583E-1,7.247219086E-1,3.939747214E-1,4.826267958E-1
