time,seconds_elapsed,yaw,pitch,qy,qz,roll,qx,qw
1780528904410510800,0.0315107421875,-1.8584619760513306,-0.40042248368263245,0.16288800537586212,0.785863995552063,0.012136193923652172,0.11425100266933441,0.5855169892311096
1780528904430652400,0.05165234375,-1.8583203554153442,-0.3991432785987854,0.16168099641799927,0.785785973072052,0.0097559979185462,0.11482200026512146,0.5858449935913086
1780528904440723200,0.06172314453125,-1.8574833869934082,-0.40332460403442383,0.16340400278568268,0.7852389812469482,0.010204566642642021,0.11594200134277344,0.5858790278434753
1780528904460926000,0.081926025390625,-1.8601465225219727,-0.4056167006492615,0.16444499790668488,0.7858350276947021,0.010162248276174068,0.11641299724578857,0.5846949815750122
1780528904471027200,0.092027099609375,-1.8608301877975464,-0.40425512194633484,0.1647070050239563,0.7862920165061951,0.012751256115734577,0.11494000256061554,0.5842980146408081
1780528904491138300,0.11213818359375,-1.858956217765808,-0.40004539489746094,0.16494999825954437,0.7864580154418945,0.019594408571720123,0.11116799712181091,0.5847349762916565
1780528904501209000,0.122208984375,-1.8574409484863281,-0.3967386484146118,0.16398200392723083,0.7863450050354004,0.02100326679646969,0.10976599901914597,0.5854250192642212
1780528904511279900,0.13227978515625,-1.8567601442337036,-0.39390435814857483,0.1630679965019226,0.7864030003547668,0.021801775321364403,0.10867299884557724,0.5858049988746643
1780528904521350700,0.1423505859375,-1.8566521406173706,-0.3909843862056732,0.1620430052280426,0.7866129875183105,0.022229881957173347,0.10765299946069717,0.5859959721565247
1780528904531421400,0.15242138671875,-1.8563766479492188,-0.38790464401245117,0.16097599267959595,0.7867890000343323,0.022759510204195976,0.10655900090932846,0.5862540006637573
1780528904541553400,0.162553466796875,-1.85561203956604,-0.3837941288948059,0.15948300063610077,0.7868949770927429,0.023302337154746056,0.10519400238990784,0.5867660045623779
1780528904571826700,0.19282666015625,-1.8539302349090576,-0.37429937720298767,0.15557000041007996,0.7870659828186035,0.022954825311899185,0.10265800356864929,0.5880339741706848
1780528904591968500,0.212968505859375,-1.8547347784042358,-0.37661466002464294,0.15640799701213837,0.7871180176734924,0.022575508803129196,0.10342899709939957,0.5876079797744751
1780528904602069800,0.22306982421875,-1.8553272485733032,-0.3796577453613281,0.15759100019931793,0.7870659828186035,0.02243422530591488,0.10433699935674667,0.5872009992599487
1780528904612171000,0.2331708984375,-1.8557014465332031,-0.3825281262397766,0.15868699550628662,0.7869589924812317,0.022266045212745667,0.10522100329399109,0.5868920087814331
1780528904632312600,0.2533125,-1.8557193279266357,-0.38365045189857483,0.1590930074453354,0.7868760228157043,0.022146038711071014,0.10559800267219543,0.5868250131607056
1780528904652484900,0.27348486328125,-1.8557931184768677,-0.3827442526817322,0.15905000269412994,0.7870190143585205,0.023197416216135025,0.10491099953651428,0.5867679715156555
1780528904662555600,0.2835556640625,-1.85612952709198,-0.3832169771194458,0.15960900485515594,0.7871469855308533,0.024411292746663094,0.10454600304365158,0.5865100026130676
