"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-2.331374999E-3,3.757186890E0,8.261619873E0,1.870210876E0
1.771162500E-2,4.132606201E0,8.247399445E0,3.477568359E0
3.775362500E-2,4.364923096E0,8.125852203E0,4.638554077E0
5.779662500E-2,4.982987823E0,7.702682190E0,3.989653473E0
7.783962500E-2,5.093607788E0,7.722740479E0,3.407514038E0
9.788262500E-2,5.181325378E0,7.622898102E0,3.114722900E0
1.179256250E-1,5.057233429E0,7.617509308E0,3.083587646E0
1.379676250E-1,4.918322296E0,7.701185303E0,2.884801025E0
1.580103750E-1,4.789739685E0,7.905061340E0,3.083737335E0
1.780533750E-1,4.752616882E0,7.851921844E0,3.371738434E0
1.980963750E-1,5.018913116E0,7.563022614E0,3.439397736E0
2.181383750E-1,4.643942871E0,7.391479340E0,3.182232513E0
2.381813750E-1,4.680616608E0,7.290589142E0,3.059038696E0
2.582243750E-1,4.519701233E0,6.788832550E0,2.852617950E0
2.782673750E-1,4.916226654E0,6.700965271E0,2.839744720E0
2.983103750E-1,5.468578033E0,7.056026917E0,3.512445831E0
3.183523750E-1,6.977590027E0,6.363417206E0,3.584745483E0
3.383953750E-1,7.476053467E0,6.107000427E0,2.368075562E0
3.584383750E-1,6.391708374E0,6.628665619E0,2.334395599E0
3.784813750E-1,5.071753235E0,7.647147675E0,1.901944885E0
3.985233750E-1,1.250050507E0,7.141050110E0,3.763773193E0
4.185663750E-1,1.893562317E0,5.745651855E0,2.806364136E0
4.386093750E-1,1.600322113E0,5.579497375E0,3.002306671E0
4.586523750E-1,5.896238708E-1,5.001249847E0,2.663411407E0
4.786943750E-1,6.354286194E-1,6.589447174E0,3.249143372E0
4.987373750E-1,3.998784485E0,1.532288589E1,2.837948456E0
5.187803750E-1,4.661007385E0,2.533316940E1,1.983674927E0
5.388233750E-1,1.454974365E0,1.631741776E1,-7.408094788E-1
5.588663750E-1,-1.396146698E0,6.584806824E0,6.917115784E-1
5.789083750E-1,-3.168461151E0,6.115682373E0,3.007396088E0
5.989513750E-1,-2.578388214E0,1.006312363E1,3.381168823E0
6.189943750E-1,6.641688538E-1,1.050695068E1,1.488953705E0
6.390373750E-1,1.152603149E0,9.506880341E0,1.153351593E0
6.590793750E-1,5.056484985E-1,9.717791748E0,2.460882568E0
6.791223750E-1,5.336402893E-1,9.423204346E0,2.773731995E0
6.991653750E-1,5.992039490E-1,9.624835052E0,2.272723846E0
7.192083750E-1,3.041674805E-1,1.006117767E1,2.024839325E0
7.392513750E-1,2.251318359E-1,1.018526962E1,2.260748749E0
7.592933750E-1,3.475772095E-1,9.924661560E0,2.470762024E0
7.793363750E-1,5.201683044E-1,9.677974548E0,2.274520111E0
7.993793750E-1,4.433779907E-1,9.650731201E0,2.385888519E0
8.194223750E-1,5.682183838E-1,9.956844635E0,2.559377747E0
8.394643750E-1,7.667056274E-1,9.867031403E0,2.558479614E0
8.595073750E-1,8.898994446E-1,9.407636719E0,2.425855408E0
8.795503750E-1,1.064586182E0,9.076076202E0,2.438429260E0
8.995933750E-1,1.253792725E0,9.019643555E0,2.414628754E0
9.196363750E-1,1.256936188E0,8.931925964E0,2.406545563E0
9.396783750E-1,1.147962799E0,8.975036316E0,2.278112640E0
9.597213750E-1,1.052611084E0,9.476343842E0,1.982776794E0
9.797643750E-1,6.638694763E-1,9.502389679E0,2.130220184E0
9.998073750E-1,3.296145630E-1,9.329050140E0,2.376308441E0
1.019849375E0,3.430865479E-1,9.382489014E0,2.508483582E0
1.039892375E0,9.014254761E-1,9.345216522E0,2.491568756E0
1.059935375E0,1.115929413E0,9.195078735E0,2.447560272E0
1.079978375E0,1.152004395E0,9.151669006E0,2.485581207E0
1.100020375E0,1.345402222E0,9.145082703E0,2.708617401E0
1.120063375E0,1.372944946E0,9.157955933E0,2.781815186E0
1.140106375E0,1.289268951E0,9.073681183E0,2.658621368E0
1.160150375E0,1.269210663E0,9.045240326E0,2.514171753E0
1.180193375E0,1.144070892E0,9.080566864E0,2.056723022E0
1.200235375E0,9.813592529E-1,9.183852081E0,1.696571960E0
1.220278375E0,9.283694458E-1,9.412426758E0,1.677561493E0
1.240321375E0,9.587562561E-1,9.443112946E0,1.515298920E0
1.260364375E0,9.190887451E-1,9.472451935E0,1.458117828E0
1.280406375E0,8.184979248E-1,9.762848053E0,1.455273743E0
1.300449375E0,7.039860535E-1,1.026220963E1,1.593436432E0
1.320492375E0,6.209088135E-1,1.049018555E1,2.042352905E0
1.340535375E0,8.884025574E-1,1.039603134E1,2.212848358E0
1.360577375E0,1.189127197E0,1.014979340E1,2.079026642E0
1.380620375E0,1.618284760E0,9.705367584E0,1.247056732E0
1.400663375E0,1.591490479E0,9.478738861E0,2.531236267E-1
1.420706375E0,1.271156616E0,9.661359100E0,4.496649170E-1
1.440749375E0,1.005010071E0,9.721533966E0,1.011296997E0
1.460791375E0,1.021176453E0,9.771080933E0,9.963281250E-1
1.480834375E0,1.199605408E0,9.566306763E0,8.557704163E-1
1.500877375E0,1.592538300E0,9.549242249E0,6.641688538E-1
1.520920375E0,1.866019592E0,9.619595947E0,4.721182251E-1
1.540962375E0,1.884580994E0,9.668693848E0,3.573069763E-1
1.561005375E0,1.891766052E0,9.592202911E0,4.577481079E-1
1.581048375E0,1.866019592E0,9.508826294E0,4.794529724E-1
1.601091375E0,1.752106476E0,9.580976257E0,4.941224670E-1
1.621133375E0,1.607207794E0,9.709109802E0,6.975494385E-1
1.641176375E0,1.701212311E0,9.649982758E0,5.541476440E-1
1.661219375E0,1.791175232E0,9.618248749E0,2.697390747E-1
1.681262375E0,1.938917999E0,9.609117737E0,2.642005920E-1
1.701304375E0,2.118544464E0,9.500743103E0,9.145980835E-2
1.721347375E0,2.202819214E0,9.490863647E0,4.355941772E-2
1.741390375E0,2.207609253E0,9.523944855E0,1.996847534E-1
1.761433375E0,2.089804230E0,9.524992676E0,7.349716187E-2
1.781476375E0,1.924098816E0,9.583970032E0,1.154100037E-1
1.801518375E0,1.921703796E0,9.570348358E0,9.759704590E-2
1.821561375E0,1.963017883E0,9.581724701E0,-5.388793945E-3
1.841604375E0,1.962568817E0,9.584718475E0,-2.228865051E-1
1.861647375E0,1.893113251E0,9.542206879E0,-2.803669739E-1
1.881689375E0,1.963766327E0,9.542206879E0,-2.504292297E-1
1.901732375E0,2.003134460E0,9.477840729E0,-4.007167053E-1
1.921775375E0,1.984872437E0,9.498797150E0,-6.399192810E-1
1.941818375E0,1.862427063E0,9.501192169E0,-9.409432983E-1
1.961860375E0,1.692979431E0,9.701775055E0,-1.139729919E0
1.981903375E0,1.519340515E0,9.674382019E0,-1.109343109E0
2.001946375E0,1.406325531E0,9.579479370E0,-1.020128632E0
2.021989375E0,1.294508057E0,9.788295135E0,-1.055904236E0
2.042031375E0,1.316811676E0,9.729916534E0,-1.153650970E0
2.062074375E0,1.400487671E0,9.993817749E0,-1.144519958E0
2.082117375E0,1.787582703E0,9.945168915E0,-1.159488831E0
2.102160375E0,1.957928467E0,9.710606689E0,-9.318122864E-1
2.122203375E0,1.791923676E0,9.555828552E0,-1.050216064E0
2.142245375E0,1.550625458E0,9.458530884E0,-1.222358093E0
2.162287250E0,1.580114136E0,9.486073608E0,-1.217867432E0
2.182330250E0,1.470991058E0,9.622889099E0,-1.315165100E0
2.202373250E0,1.388213196E0,9.819131012E0,-1.074914703E0
2.222415250E0,1.469045105E0,9.717192993E0,-1.047671356E0
2.242458250E0,1.587299194E0,9.670041046E0,-1.023571472E0
2.262501250E0,1.588347015E0,9.727371826E0,-1.078806610E0
2.282544250E0,1.502575378E0,9.741143188E0,-1.140029297E0
2.302586250E0,1.556463318E0,9.730066223E0,-1.011147308E0
2.322629250E0,1.680704956E0,9.681118011E0,-1.020278320E0
2.342672250E0,1.677262115E0,9.676477661E0,-1.071322174E0
2.362715250E0,1.616787872E0,9.664203186E0,-9.696835327E-1
2.382757250E0,1.616338806E0,9.581874390E0,-9.864486694E-1
2.402800250E0,1.651365967E0,9.617350616E0,-1.060544586E0
2.422843250E0,1.647923126E0,9.627080383E0,-1.093326416E0
2.442886250E0,1.639540558E0,9.651779022E0,-1.074914703E0
2.462928250E0,1.631756744E0,9.616302795E0,-9.876461792E-1
2.482971250E0,1.558708649E0,9.609117737E0,-1.081201630E0
2.503014250E0,1.502276001E0,9.703122253E0,-9.705816650E-1
2.523057250E0,1.504072266E0,9.717043304E0,-9.313632202E-1
2.543099250E0,1.534159698E0,9.637857971E0,-9.509724426E-1
2.563142250E0,1.561403046E0,9.677675171E0,-8.765771484E-1
2.583185250E0,1.603016510E0,9.655970306E0,-8.780740356E-1
2.603228250E0,1.645228729E0,9.609117737E0,-8.690927124E-1
2.623270250E0,1.582958221E0,9.623338165E0,-9.048683167E-1
2.643313250E0,1.518891449E0,9.680519257E0,-8.530760193E-1
2.663356250E0,1.576371918E0,9.713899841E0,-6.876699829E-1
2.683399250E0,1.662293243E0,9.598639526E0,-8.026309204E-1
2.703441250E0,1.624571686E0,9.631720734E0,-8.009843445E-1
2.723484250E0,1.491199036E0,9.650880890E0,-9.187893677E-1
2.743527250E0,1.452279968E0,9.690398712E0,-8.596623230E-1
2.763570250E0,1.533111877E0,9.702523499E0,-6.628216553E-1
2.783612250E0,1.617686005E0,9.659413147E0,-8.205935669E-1
2.803655250E0,1.586550751E0,9.651779022E0,-8.021818542E-1
2.823698250E0,1.517693939E0,9.661359100E0,-8.891510010E-1
2.843741250E0,1.484313354E0,9.646240540E0,-8.967851257E-1
2.863783250E0,1.488354950E0,9.641600189E0,-9.116043091E-1
2.883826250E0,1.481469269E0,9.647737427E0,-9.638456726E-1
2.903869250E0,1.444196777E0,9.690698090E0,-8.592132568E-1
2.923912250E0,1.436712341E0,9.652078400E0,-8.788224792E-1
2.943954250E0,1.480421448E0,9.604477386E0,-1.023571472E0
2.963997250E0,1.474583588E0,9.677226105E0,-9.331594849E-1
2.984040250E0,1.497485962E0,9.712852020E0,-8.780740356E-1
3.004083250E0,1.500330048E0,9.680668945E0,-9.027726746E-1
3.024125250E0,1.421294403E0,9.714199219E0,-9.160949707E-1
3.044168250E0,1.330433350E0,9.691147156E0,-8.312214661E-1
3.064211250E0,1.377585297E0,9.635762329E0,-9.271719360E-1
3.084254250E0,1.506317596E0,9.649833069E0,-8.553213501E-1
3.104296250E0,1.565294952E0,9.622140656E0,-9.532177734E-1
3.124339250E0,1.511257324E0,9.681716766E0,-1.020877075E0
3.144382250E0,1.405726776E0,9.724078674E0,-9.976753235E-1
3.164428417E0,1.316362610E0,9.734407196E0,-8.943901062E-1
3.184470417E0,1.370699615E0,9.709708557E0,-8.509803772E-1
3.204513417E0,1.442849579E0,9.665700073E0,-9.214837646E-1
3.224556417E0,1.405577087E0,9.681716766E0,-9.669891357E-1
3.244599417E0,1.402882690E0,9.725126495E0,-8.298742676E-1
3.264641417E0,1.449435883E0,9.695338440E0,-8.414002991E-1
3.284684417E0,1.493444366E0,9.677226105E0,-7.960446167E-1
3.304727417E0,1.504221954E0,9.678573303E0,-7.966433716E-1
3.324770417E0,1.472937012E0,9.688153381E0,-8.776249695E-1
3.344812417E0,1.412462769E0,9.712103577E0,-8.707392883E-1
3.364855417E0,1.407822418E0,9.666298828E0,-7.470964050E-1
3.384898417E0,1.436862030E0,9.713301086E0,-8.699908447E-1
3.404941417E0,1.372795258E0,9.646090851E0,-8.696914673E-1
3.424983417E0,1.320104828E0,9.689650269E0,-8.586145020E-1
3.445026417E0,1.360969849E0,9.694440308E0,-8.069718933E-1
3.465069417E0,1.430275726E0,9.674980774E0,-7.923023987E-1
3.485112417E0,1.407822418E0,9.714199219E0,-8.607101440E-1
3.505154417E0,1.359622650E0,9.682165833E0,-8.129594421E-1
3.525197417E0,1.357077942E0,9.729018402E0,-8.544232178E-1
3.545240417E0,1.328786774E0,9.720635834E0,-7.096742249E-1
3.565283417E0,1.389261017E0,9.695488129E0,-7.265890503E-1
3.585325417E0,1.411115570E0,9.637259216E0,-7.578739929E-1
3.605368417E0,1.395398254E0,9.667496338E0,-7.753875732E-1
3.625411417E0,1.350940704E0,9.693392487E0,-7.732919312E-1
3.645454417E0,1.370400238E0,9.677824860E0,-7.749385071E-1
3.665496417E0,1.403481445E0,9.702673187E0,-7.307803345E-1
3.685539417E0,1.387015686E0,9.697284393E0,-7.114704895E-1
3.705582417E0,1.392703857E0,9.690698090E0,-6.963519287E-1
3.725625417E0,1.409468994E0,9.625134430E0,-8.204438782E-1
3.745667417E0,1.424288177E0,9.717492371E0,-7.015910339E-1
3.765710417E0,1.450932770E0,9.717492371E0,-6.735992432E-1
3.785753417E0,1.431473236E0,9.648036804E0,-7.005432129E-1
3.805795417E0,1.414708099E0,9.673932953E0,-7.429051208E-1
3.825838417E0,1.438957672E0,9.716294861E0,-7.032376099E-1
3.845881417E0,1.473535767E0,9.716145172E0,-6.891668701E-1
3.865924417E0,1.449884949E0,9.658215637E0,-6.704557800E-1
3.885966417E0,1.467548218E0,9.672885132E0,-7.122189331E-1
3.906009417E0,1.462907867E0,9.685159607E0,-7.369175720E-1
3.926052417E0,1.418150940E0,9.711205444E0,-7.086264038E-1
3.946095417E0,1.389859772E0,9.690548401E0,-6.710545349E-1
3.966137417E0,1.431473236E0,9.654772797E0,-6.688092041E-1
3.986180417E0,1.459015961E0,9.683812408E0,-7.253915405E-1
4.006223417E0,1.434017944E0,9.690548401E0,-7.614665222E-1
4.026266417E0,1.398392029E0,9.687854004E0,-6.758445740E-1
4.046308417E0,1.422940979E0,9.704469452E0,-6.601272583E-1
4.066351417E0,1.484463043E0,9.693392487E0,-6.400689697E-1
4.086394417E0,1.481169891E0,9.658515015E0,-6.944059753E-1
4.106437417E0,1.403331757E0,9.660311279E0,-7.517367554E-1
4.126479417E0,1.347348175E0,9.693093109E0,-6.982978821E-1
4.146522417E0,1.403780823E0,9.677226105E0,-6.475534058E-1
4.166562500E0,1.461860046E0,9.706415405E0,-6.378236389E-1
4.186605500E0,1.442101135E0,9.676627350E0,-6.972500610E-1
4.206647500E0,1.390458527E0,9.724078674E0,-7.451504517E-1
4.226690500E0,1.397493896E0,9.656119995E0,-7.372169495E-1
4.246733500E0,1.398392029E0,9.720037079E0,-6.725514221E-1
4.266775500E0,1.409618683E0,9.702673187E0,-6.268963623E-1
4.286818500E0,1.426533508E0,9.679471436E0,-7.378157043E-1
4.306861500E0,1.420246582E0,9.678423615E0,-7.086264038E-1
4.326904500E0,1.395098877E0,9.697883148E0,-7.164102173E-1
4.346946500E0,1.409019928E0,9.708361359E0,-6.418652344E-1
4.366989500E0,1.389560394E0,9.703571320E0,-6.905140686E-1
4.387032500E0,1.404978333E0,9.663604431E0,-6.923103333E-1
4.407075500E0,1.443598022E0,9.670041046E0,-7.685018921E-1
4.427117500E0,1.418749695E0,9.712552643E0,-7.241940308E-1
4.447160500E0,1.355880432E0,9.695637817E0,-7.158114624E-1
4.467203500E0,1.344354401E0,9.721833344E0,-6.870712280E-1
4.487246500E0,1.423988800E0,9.709259491E0,-6.524931335E-1
4.507288500E0,1.420246582E0,9.703721008E0,-7.072792053E-1
4.527331500E0,1.368603973E0,9.652377777E0,-6.634204102E-1
4.547374500E0,1.401984558E0,9.706116028E0,-6.957531738E-1
4.567416500E0,1.466051331E0,9.713001709E0,-6.885681152E-1
4.587459500E0,1.415007477E0,9.672436066E0,-7.339237976E-1
4.607502500E0,1.362466736E0,9.713899841E0,-6.489006042E-1
4.627545500E0,1.377585297E0,9.709259491E0,-6.571334839E-1
4.647587500E0,1.445993042E0,9.675878906E0,-6.489006042E-1
4.667630500E0,1.461261292E0,9.669891357E0,-6.559359741E-1
4.687673500E0,1.456620941E0,9.689949646E0,-7.003935242E-1
4.707716500E0,1.415456543E0,9.678722992E0,-7.629634094E-1
4.727758500E0,1.356928253E0,9.736652527E0,-6.947053528E-1
4.747801500E0,1.374441833E0,9.733059998E0,-6.045927429E-1
4.767844500E0,1.416953430E0,9.695488129E0,-6.309379578E-1
4.787887500E0,1.453926544E0,9.655221863E0,-7.086264038E-1
4.807929500E0,1.425635376E0,9.694440308E0,-6.994953918E-1
4.827972500E0,1.401685181E0,9.711205444E0,-6.054908752E-1
4.848015500E0,1.417402496E0,9.696386261E0,-6.197113037E-1
4.868057500E0,1.451830902E0,9.675579529E0,-6.905140686E-1
4.888100500E0,1.436412964E0,9.705367584E0,-6.433621216E-1
4.908143500E0,1.426234131E0,9.662257233E0,-6.685098267E-1
4.928186500E0,1.415755920E0,9.693691864E0,-6.701564026E-1
4.948228500E0,1.396895142E0,9.705517273E0,-6.987469482E-1
4.968271500E0,1.399140472E0,9.703271942E0,-6.255491638E-1
4.988314500E0,1.413959656E0,9.702673187E0,-6.792874146E-1
5.008357500E0,1.403182068E0,9.669591980E0,-6.773414612E-1
5.028399500E0,1.425785065E0,9.687704315E0,-6.515950012E-1
5.048442500E0,1.483864288E0,9.707612915E0,-6.444099426E-1
5.068485500E0,1.435065765E0,9.677226105E0,-6.828799438E-1
