time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1781034560336844000,0.474843994140625,-0.5458570122718811,-0.32303500175476074,0.31979900598526,0.7038580179214478,-0.17808760702610016,-0.9320570826530457,1.2295180559158325
1781034560346605000,0.48460498046875,-0.5544430017471313,-0.31269600987434387,0.3160420060157776,0.7035130262374878,-0.14697325229644775,-0.9131343364715576,1.2626019716262817
1781034560366127900,0.5041279296875,-0.5544430017471313,-0.31269600987434387,0.3160420060157776,0.7035130262374878,-0.14697325229644775,-0.9131343364715576,1.2626019716262817
1781034560385652000,0.52365185546875,-0.5544430017471313,-0.31269600987434387,0.3160420060157776,0.7035130262374878,-0.14697325229644775,-0.9131343364715576,1.2626019716262817
1781034560405174300,0.54317431640625,-0.5612800121307373,-0.3026300072669983,0.3094240128993988,0.7054319977760315,-0.12664490938186646,-0.8887359499931335,1.2838054895401
1781034560424696000,0.562696044921875,-0.5645490288734436,-0.2980799973011017,0.3053610026836395,0.7065309882164001,-0.11962474882602692,-0.8757992386817932,1.292250156402588
1781034560444221400,0.582221435546875,-0.5679739713668823,-0.29371199011802673,0.3006579875946045,0.7076320052146912,-0.11416194587945938,-0.8620092272758484,1.300155758857727
1781034560463744500,0.60174462890625,-0.5679739713668823,-0.29371199011802673,0.3006579875946045,0.7076320052146912,-0.11416194587945938,-0.8620092272758484,1.300155758857727
1781034560483265800,0.621265869140625,-0.5755659937858582,-0.28540700674057007,0.289682000875473,0.7094709873199463,-0.10645195841789246,-0.8324506878852844,1.3160431385040283
1781034560502788400,0.640788330078125,-0.5755659937858582,-0.28540700674057007,0.289682000875473,0.7094709873199463,-0.10645195841789246,-0.8324506878852844,1.3160431385040283
1781034560522311700,0.660311767578125,-0.5823519825935364,-0.27851900458335876,0.27889201045036316,0.7109929919242859,-0.10296296328306198,-0.8052049875259399,1.3286384344100952
1781034560541836000,0.6798359375,-0.5823519825935364,-0.27851900458335876,0.27889201045036316,0.7109929919242859,-0.10296296328306198,-0.8052049875259399,1.3286384344100952
1781034560561363000,0.699363037109375,-0.5853369832038879,-0.27361100912094116,0.2699419856071472,0.7138959765434265,-0.10555604845285416,-0.7834534645080566,1.3299002647399902
1781034560580891000,0.718890869140625,-0.5853369832038879,-0.27361100912094116,0.2699419856071472,0.7138959765434265,-0.10555604845285416,-0.7834534645080566,1.3299002647399902
1781034560600415200,0.738415283203125,-0.584909975528717,-0.271465003490448,0.261478990316391,0.7182019948959351,-0.11687443405389786,-0.7658565044403076,1.3198045492172241
1781034560619939300,0.757939208984375,-0.584909975528717,-0.271465003490448,0.261478990316391,0.7182019948959351,-0.11687443405389786,-0.7658565044403076,1.3198045492172241
1781034560639465000,0.77746484375,-0.5848910212516785,-0.27132898569107056,0.2503480017185211,0.7222239971160889,-0.13535942137241364,-0.7464138865470886,1.308361291885376
1781034560658991400,0.796991455078125,-0.5848910212516785,-0.27132898569107056,0.2503480017185211,0.7222239971160889,-0.13535942137241364,-0.7464138865470886,1.308361291885376
1781034560678520000,0.81652001953125,-0.5880209803581238,-0.2725220024585724,0.23506499826908112,0.7243660092353821,-0.1584087461233139,-0.7222086191177368,1.3038225173950195
1781034560698048000,0.836048095703125,-0.5880209803581238,-0.2725220024585724,0.23506499826908112,0.7243660092353821,-0.1584087461233139,-0.7222086191177368,1.3038225173950195
1781034560717580000,0.855580078125,-0.594169020652771,-0.27425000071525574,0.21598400175571442,0.7246379852294922,-0.18407060205936432,-0.6930963397026062,1.306942343711853
1781034560737115400,0.875115478515625,-0.594169020652771,-0.27425000071525574,0.21598400175571442,0.7246379852294922,-0.18407060205936432,-0.6930963397026062,1.306942343711853
1781034560756645600,0.894645751953125,-0.5996459722518921,-0.2767210006713867,0.1956160068511963,0.7249709963798523,-0.21302898228168488,-0.6630216836929321,1.3085582256317139
1781034560776174800,0.9141748046875,-0.5996459722518921,-0.2767210006713867,0.1956160068511963,0.7249709963798523,-0.21302898228168488,-0.6630216836929321,1.3085582256317139
1781034560795698400,0.933698486328125,-0.6028379797935486,-0.28072500228881836,0.17448000609874725,0.726177990436554,-0.24735118448734283,-0.6333774924278259,1.304280161857605
1781034560815217200,0.953217041015625,-0.6028379797935486,-0.28072500228881836,0.17448000609874725,0.726177990436554,-0.24735118448734283,-0.6333774924278259,1.304280161857605
1781034560834743800,0.972743896484375,-0.6025980114936829,-0.2871519923210144,0.151870995759964,0.7289400100708008,-0.29019054770469666,-0.6034471392631531,1.2907015085220337
1781034560854269000,0.99226904296875,-0.6025980114936829,-0.2871519923210144,0.151870995759964,0.7289400100708008,-0.29019054770469666,-0.6034471392631531,1.2907015085220337
1781034560873790700,1.011790771484375,-0.5974519848823547,-0.30083200335502625,0.12960900366306305,0.7319499850273132,-0.34867703914642334,-0.5814066529273987,1.2638468742370605
1781034560893305900,1.031305908203125,-0.5974519848823547,-0.30083200335502625,0.12960900366306305,0.7319499850273132,-0.34867703914642334,-0.5814066529273987,1.2638468742370605
1781034560912818000,1.05081787109375,-0.5854049921035767,-0.32385900616645813,0.10946100205183029,0.7351409792900085,-0.4263059198856354,-0.5705748200416565,1.2181898355484009
1781034560932332300,1.070332275390625,-0.5854049921035767,-0.32385900616645813,0.10946100205183029,0.7351409792900085,-0.4263059198856354,-0.5705748200416565,1.2181898355484009
1781034560951852500,1.0898525390625,-0.5676479935646057,-0.35580798983573914,0.09083600342273712,0.7368329763412476,-0.5231653451919556,-0.5678364634513855,1.1569186449050903
1781034560971382500,1.109382568359375,-0.5676479935646057,-0.35580798983573914,0.09083600342273712,0.7368329763412476,-0.5231653451919556,-0.5678364634513855,1.1569186449050903
1781034560990910200,1.12891015625,-0.5484179854393005,-0.39072901010513306,0.06947600096464157,0.7360299825668335,-0.6295456290245056,-0.559589684009552,1.094150185585022
1781034561010436900,1.148436767578125,-0.5484179854393005,-0.39072901010513306,0.06947600096464157,0.7360299825668335,-0.6295456290245056,-0.559589684009552,1.094150185585022
1781034561029960400,1.16796044921875,-0.5269320011138916,-0.4273200035095215,0.044599998742341995,0.7333139777183533,-0.7432106137275696,-0.5418814420700073,1.0304876565933228
1781034561049482000,1.18748193359375,-0.5269320011138916,-0.4273200035095215,0.044599998742341995,0.7333139777183533,-0.7432106137275696,-0.5418814420700073,1.0304876565933228
1781034561069008400,1.20700830078125,-0.5002869963645935,-0.468189001083374,0.017194999381899834,0.7281590104103088,-0.8697419166564941,-0.5161083340644836,0.9599749445915222
1781034561088536000,1.2265361328125,-0.5002869963645935,-0.468189001083374,0.017194999381899834,0.7281590104103088,-0.8697419166564941,-0.5161083340644836,0.9599749445915222
1781034561108060200,1.24606005859375,-0.5002869963645935,-0.468189001083374,0.017194999381899834,0.7281590104103088,-0.8697419166564941,-0.5161083340644836,0.9599749445915222
1781034561127585800,1.265585693359375,-0.4668709933757782,-0.5124149918556213,-0.011859999969601631,0.7206379771232605,-1.0063886642456055,-0.47953855991363525,0.8821961283683777
1781034561147111200,1.285111083984375,-0.429641991853714,-0.5563110113143921,-0.04331599920988083,0.7099639773368835,-1.1428571939468384,-0.4296180009841919,0.8096613883972168
1781034561166641400,1.304641357421875,-0.429641991853714,-0.5563110113143921,-0.04331599920988083,0.7099639773368835,-1.1428571939468384,-0.4296180009841919,0.8096613883972168
1781034561186174200,1.32417431640625,-0.39206600189208984,-0.595782995223999,-0.07488200068473816,0.6969349980354309,-1.2668793201446533,-0.3712673485279083,0.7507608532905579
1781034561205699000,1.343698974609375,-0.39206600189208984,-0.595782995223999,-0.07488200068473816,0.6969349980354309,-1.2668793201446533,-0.3712673485279083,0.7507608532905579
1781034561225221400,1.363221435546875,-0.3726170063018799,-0.6143530011177063,-0.08872000128030777,0.6898210048675537,-1.3248164653778076,-0.34206685423851013,0.7226961851119995
