"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.006208335E-3,1.619983464E-3,4.610701464E-3,-2.015146241E-2
2.205020833E-2,3.993604332E-3,5.900575779E-3,-1.201620605E-2
4.209320833E-2,2.544188406E-3,1.211366989E-2,-1.505722106E-2
6.213720833E-2,-1.822252013E-2,-1.414292306E-2,-1.721343771E-2
8.218020833E-2,-6.595443003E-3,-2.049390599E-2,-1.952815987E-2
1.022232083E-1,1.143834647E-2,-1.911815256E-2,-1.520485803E-2
1.222672083E-1,1.069461741E-2,-1.843660697E-2,-4.598482046E-3
1.423102083E-1,1.080274116E-2,-2.323150169E-3,-3.463709261E-3
1.623532083E-1,2.663301304E-2,1.494887099E-2,-9.654199705E-3
1.823972083E-1,3.109932411E-3,-6.514830980E-3,-5.097652785E-3
2.024402083E-1,-1.998963393E-2,-1.465843245E-2,-2.722695237E-3
2.224842083E-1,-1.215299871E-2,-4.780222662E-4,-5.163045600E-3
2.425272083E-1,-5.917719100E-4,1.227128413E-2,-1.006287523E-2
2.625712083E-1,1.112812385E-2,2.094552852E-2,-3.579990007E-3
2.826142083E-1,9.636968374E-3,2.330839075E-2,-1.446774695E-3
3.026572083E-1,2.395743271E-3,7.612075657E-3,4.708881490E-3
3.227012083E-1,-4.183482379E-4,1.518387627E-2,-8.482845500E-3
3.427442083E-1,8.103376254E-3,2.131907269E-2,-2.161787078E-2
3.627872083E-1,3.276912495E-3,3.565392643E-2,-2.033626102E-2
3.828312083E-1,-1.478533447E-2,7.271599025E-2,-4.601268563E-3
4.028742083E-1,-5.798021331E-2,1.171064973E-1,-2.454950009E-4
4.229177083E-1,-4.353726655E-2,1.105904505E-1,1.898729429E-2
4.429607083E-1,-3.778973967E-2,3.320242763E-1,-2.464186847E-1
4.630037083E-1,-1.390843391E-1,7.004870176E-1,-9.439563751E-1
4.830477083E-1,-3.607195914E-1,1.240225807E-1,-1.439015865E0
5.030907083E-1,1.635327190E-1,-9.463386238E-2,-1.751742601E0
5.231347083E-1,3.438095450E-1,-5.187467113E-2,-2.199623346E0
5.431777083E-1,7.294350117E-2,-1.089186221E-1,-2.349722385E0
5.632207083E-1,-4.029560089E-2,-2.955098748E-1,-2.269386292E0
5.832647083E-1,1.566819698E-1,-3.788520396E-1,-2.180899143E0
6.033077083E-1,5.014202595E-1,-5.833266973E-1,-1.901061535E0
6.233517083E-1,2.785716355E-1,-9.520275593E-1,-2.376190424E0
6.433947083E-1,1.902665198E-1,3.928476274E-1,-1.900415659E0
6.634377083E-1,2.493000776E-1,6.632501483E-1,-4.552270174E-1
6.834817083E-1,1.680325419E-1,6.832743436E-2,1.663020626E-2
7.035247083E-1,3.881690279E-2,1.501270384E-1,-9.744527936E-2
7.235687083E-1,7.989189029E-2,1.733706892E-1,-7.385383546E-2
7.436117083E-1,2.023060024E-1,1.525029838E-1,-3.358437493E-2
7.636547083E-1,1.720399112E-1,1.452442408E-1,-4.424907267E-2
7.836987083E-1,1.898338497E-1,2.170372158E-1,-6.310479343E-2
8.037417083E-1,2.086728662E-1,2.036331594E-1,-6.713657081E-2
8.237857083E-1,1.994500905E-1,1.943332851E-1,-5.938820541E-2
8.438287083E-1,2.154911160E-1,1.774793267E-1,-5.797716975E-2
8.638717083E-1,2.211902291E-1,1.886480898E-1,-6.482174993E-2
8.839157083E-1,2.252947539E-1,2.102322280E-1,-7.944217324E-2
