"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.283291670E-3,-1.249640249E-2,-1.023387443E-2,-1.223487547E-3
2.332629167E-2,-2.485854924E-2,-2.846334130E-2,1.264907606E-2
4.336929167E-2,-3.290560097E-2,-1.648475416E-2,-2.318853512E-5
6.341329167E-2,-2.881132439E-2,-5.328442436E-3,-1.293078065E-2
8.345629166E-2,-3.548839688E-2,-1.265050936E-2,-1.022894122E-2
1.034992917E-1,-2.699206956E-2,-1.626490802E-2,-1.709344564E-3
1.235422917E-1,-8.916207589E-3,9.179721586E-3,4.219471011E-4
1.435852917E-1,1.496121008E-2,2.531668358E-2,-5.806980655E-3
1.636279583E-1,1.698041894E-2,3.504973650E-2,-8.308221586E-3
1.836719583E-1,2.000734676E-4,1.884470135E-2,-2.746367594E-3
2.037149583E-1,-2.080587298E-2,1.585719548E-2,3.973912913E-3
2.237579583E-1,-5.105542392E-2,1.419644989E-2,9.550351650E-3
2.438009583E-1,-3.369180113E-2,6.487298757E-2,-1.500016358E-2
2.638439583E-1,-1.156205870E-2,1.481930017E-1,-2.067188546E-2
2.838869583E-1,-4.548409022E-3,9.537575394E-2,-3.334321827E-2
3.039309583E-1,7.529554516E-2,3.873956949E-2,-2.080609500E-1
3.239739583E-1,1.449689176E-2,1.541166306E-1,-3.840589821E-1
3.440169583E-1,3.415000066E-2,2.579728067E-1,-6.043408513E-1
3.640599583E-1,1.353061050E-1,2.246465385E-1,-1.109975219E0
3.841029583E-1,7.135296613E-2,3.453695774E-1,-1.529772043E0
4.041459583E-1,-9.176018089E-2,1.707606763E-1,-2.086365938E0
4.241889583E-1,-2.172688246E-1,-3.364745677E-1,-2.992708921E0
4.442329583E-1,1.819134317E-2,-5.717931986E-1,-3.519624472E0
4.642759583E-1,1.426863968E-1,-5.864879489E-1,-2.866888762E0
4.843189583E-1,2.194235623E-1,-1.848174334E-1,-2.168745756E0
5.043619583E-1,5.631408468E-2,1.181946397E-1,-2.101147413E0
5.244049583E-1,3.205335736E-1,1.399954259E-1,-2.027640820E0
5.444479583E-1,5.820687413E-1,2.504139543E-1,-1.431941748E0
5.644919583E-1,2.742542922E-1,7.147614956E-1,-4.098580778E-1
5.845349583E-1,1.242631972E-1,2.264439464E-1,-4.237379134E-1
6.045779583E-1,1.326291263E-1,3.624312580E-1,-5.215150714E-1
6.246209583E-1,2.540631220E-2,2.009188235E-1,6.032959744E-2
6.446639583E-1,5.265263468E-2,1.205393579E-2,5.413085222E-3
6.647069583E-1,8.795226365E-2,-1.790552773E-2,-1.655868255E-2
6.847509583E-1,5.029151589E-2,1.830122247E-2,-4.956533387E-2
7.047939583E-1,7.857839018E-2,1.430396289E-1,-6.048549339E-2
7.248369583E-1,1.240437552E-1,1.851857156E-1,-8.375477046E-2
7.448799583E-1,1.462334394E-1,2.220398039E-1,-1.163310334E-1
7.649229583E-1,1.765937060E-1,3.073842824E-1,-1.096924692E-1
7.849659583E-1,2.153921276E-1,3.985193968E-1,-7.868988812E-2
8.050089583E-1,2.512676120E-1,4.411291182E-1,-6.405439228E-2
8.250529583E-1,2.676145434E-1,4.583968222E-1,-5.209730938E-2
8.450959583E-1,2.795938849E-1,5.357763767E-1,-3.803469613E-2
8.651389583E-1,3.048360944E-1,6.697905660E-1,-2.840176038E-2
8.851819583E-1,3.246970475E-1,7.783107758E-1,-1.348161604E-2
9.052249583E-1,2.912080586E-1,8.352581263E-1,8.224606514E-3
9.252679583E-1,2.057665288E-1,8.333779573E-1,3.927719966E-2
9.453109583E-1,8.992909640E-2,8.366160393E-1,8.419299871E-2
9.653549583E-1,-4.396820441E-2,9.046543241E-1,1.386724412E-1
9.853979583E-1,-1.994868964E-1,1.020040989E0,1.845803261E-1
1.005440958E0,-2.798733413E-1,1.100727201E0,2.527382076E-1
1.025483958E0,-4.055005908E-1,9.649475813E-1,3.352557421E-1
1.045526958E0,-5.130719543E-1,7.579720020E-1,3.658054173E-1
1.065569958E0,-2.985184193E-1,4.956530929E-1,3.204818964E-1
1.085612958E0,-3.016457148E-2,9.999041557E-1,2.094102502E-1
1.105656958E0,3.994410038E-1,1.851497889E0,-4.079890996E-2
1.125699958E0,-3.125782013E-1,2.235170841E0,2.036675215E-1
1.145742958E0,8.517034054E-1,8.762264252E-1,2.286168337E-1
1.165785917E0,1.774922252E0,8.266488314E-1,8.603870124E-2
1.185828917E0,8.158716559E-1,2.144330740E0,-8.174604923E-2
1.205871917E0,3.369348943E-1,2.278078794E0,-3.753944039E-1
1.225914917E0,2.771122456E-1,1.241083026E0,-8.211468458E-1
1.245958917E0,2.861793935E-1,8.391916752E-1,-1.169419646E0
1.266001917E0,3.905232549E-1,1.048568368E0,-1.091284633E0
1.286044917E0,5.093193650E-1,9.302690625E-1,-6.722815037E-1
1.306087917E0,6.534948349E-1,3.337279558E-1,-1.816668361E-2
1.326130917E0,5.624877810E-1,8.298601955E-2,2.327079177E-1
1.346173917E0,1.595863253E-1,2.059773952E-1,7.135166973E-2
1.366216917E0,-2.222041935E-1,5.498180389E-1,-5.261604860E-2
1.386260917E0,-4.857259244E-2,6.959534287E-1,-1.801281273E-1
1.406303917E0,2.275325656E-1,5.157946348E-1,-1.361611784E-1
1.426346917E0,3.531175554E-1,5.319693089E-1,1.870796899E-3
1.446389917E0,4.167981148E-1,6.356716752E-1,1.288737804E-1
1.466432917E0,5.494691133E-1,6.423746943E-1,1.618263125E-1
1.486475917E0,5.010317564E-1,6.869738102E-1,1.505781859E-1
1.506518917E0,3.919397593E-1,6.136941910E-1,1.650516838E-1
1.526561917E0,3.185267150E-1,3.992534578E-1,1.008707583E-1
1.546605917E0,2.353786230E-1,3.699268401E-1,-1.426657196E-2
1.566648917E0,1.088813394E-1,3.617377579E-1,-1.570678502E-1
1.586691917E0,3.045580350E-2,1.882375330E-1,-2.002881914E-1
1.606734917E0,2.124453895E-2,1.270687282E-1,-2.211662829E-1
1.626777917E0,6.196774915E-2,2.204634845E-1,-2.546197772E-1
1.646820917E0,1.065601185E-1,4.099930525E-1,-2.875114083E-1
1.666863917E0,2.587879896E-1,5.624972582E-1,-2.823061049E-1
1.686906917E0,4.092702568E-1,5.805895329E-1,-2.454025894E-1
1.706950917E0,3.665643334E-1,4.941080511E-1,-2.494643331E-1
1.726993917E0,1.969688237E-1,4.976820648E-1,-2.179920077E-1
1.747036917E0,2.158901840E-1,2.824308872E-1,-1.114589572E-1
1.767079917E0,1.202334389E-1,-1.986426301E-2,-2.959232032E-2
1.787122917E0,-2.707638778E-2,-1.535141915E-1,-4.910876229E-2
1.807165917E0,-9.258202463E-2,-9.423284978E-2,-1.369022429E-1
1.827208917E0,-8.053587377E-2,-6.155328825E-2,-1.735955179E-1
1.847251917E0,-3.198436275E-2,-1.068377495E-1,-1.314485371E-1
1.867295917E0,1.920582354E-2,-1.664552540E-1,-1.022255868E-1
1.887338917E0,1.033135727E-1,-1.324147731E-1,-1.037858576E-1
1.907381917E0,1.678571999E-1,-3.318212181E-2,-1.428637952E-1
1.927424917E0,2.009194493E-1,-1.333342679E-2,-1.626658291E-1
1.947467917E0,2.061485350E-1,-3.955621645E-2,-1.899868250E-1
