"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-2.979708333E-3,6.518195343E0,7.074438629E0,3.772155762E-1
1.706329167E-2,6.700067139E0,7.293283539E0,5.083428955E-1
3.710729167E-2,6.700216827E0,7.367529144E0,4.607418823E-1
5.715029166E-2,6.686146088E0,7.398514709E0,5.288502502E-1
7.719329167E-2,6.678362274E0,7.263794861E0,4.770579529E-1
9.723629167E-2,6.701414337E0,7.215445404E0,6.087840271E-1
1.172792917E-1,6.713539124E0,7.166646881E0,6.104306030E-1
1.373222917E-1,6.713239746E0,7.252268829E0,6.583309937E-1
1.573659583E-1,6.715335388E0,7.198680267E0,5.620811462E-1
1.774089583E-1,6.747219086E0,7.164102173E0,4.346960449E-1
1.974519583E-1,6.773264923E0,7.177873535E0,4.851411438E-1
2.174949583E-1,6.689888306E0,7.167095947E0,4.378395081E-1
2.375379583E-1,6.757697296E0,7.325017548E0,5.638774109E-1
2.575809583E-1,6.973698120E0,7.340136108E0,8.042774963E-1
2.776249583E-1,6.675667877E0,7.133715363E0,5.644761658E-1
2.976679583E-1,6.734046478E0,7.225923615E0,9.159452820E-1
3.177109583E-1,7.893086243E0,6.044580231E0,1.000818787E0
3.377539583E-1,6.766828308E0,6.486611023E0,4.053570557E-1
3.577969583E-1,7.390431519E0,6.265520782E0,1.280437317E0
3.778399583E-1,6.631509705E0,5.791007538E0,7.409591675E-1
3.978839583E-1,6.586603088E0,6.117927704E0,2.158511353E-1
4.179269583E-1,8.320148163E0,5.728138275E0,-6.116281128E-1
4.379699583E-1,5.715265045E0,5.910758514E0,2.642904053E0
4.580129583E-1,1.920506287E0,8.296647034E0,1.251397705E0
4.780559583E-1,9.830058289E-1,5.074447632E0,1.817819824E0
4.980989583E-1,3.898193665E0,6.022875366E0,-1.157243500E0
5.181419583E-1,3.031645660E0,6.312672729E0,1.291514282E0
5.381859583E-1,2.935844879E0,8.340206451E0,1.645079041E0
