"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
-4.534166656E-4,-2.600168437E-2,5.454746075E-3,-2.047155052E-2
1.958758333E-2,1.342036016E-2,2.635021508E-2,9.010983631E-3
3.962958333E-2,2.900351211E-2,2.861170564E-3,2.467492968E-2
5.967058333E-2,7.960949838E-2,6.211692467E-2,7.755001076E-3
7.971258333E-2,9.843485057E-2,1.385378540E-1,-2.154274285E-2
9.975358334E-2,1.160113811E-1,1.754717976E-1,-3.287111223E-2
1.197955833E-1,1.028914526E-1,1.777654588E-1,-2.748850174E-2
1.398365833E-1,8.920040727E-2,1.653260142E-1,-1.075084135E-2
1.598785833E-1,5.890141800E-2,1.310441196E-1,3.716635983E-3
1.799195833E-1,4.327632487E-2,7.178198546E-2,2.799301781E-2
1.999615833E-1,4.990206659E-2,2.706976794E-2,1.737286523E-2
2.200035833E-1,5.165203288E-2,1.864546910E-2,4.752723500E-3
2.400445833E-1,7.372125238E-2,6.641984731E-2,8.130525239E-4
2.600865833E-1,6.404824555E-2,4.564486071E-2,2.805153606E-3
2.801275833E-1,6.059619039E-2,-1.395231113E-2,1.620598137E-2
3.001695833E-1,8.579821140E-2,-4.267545789E-2,4.066329822E-2
3.202105833E-1,9.917706996E-2,-1.195184067E-1,8.305834979E-2
3.402525833E-1,8.853261173E-2,-2.393845618E-1,1.597317755E-1
3.602935833E-1,5.214457959E-2,-3.965727091E-1,2.414306253E-1
3.803355833E-1,3.479475528E-2,-5.538995862E-1,2.372000366E-1
4.003765833E-1,-3.069277480E-2,-6.517106295E-1,2.301942706E-1
4.204185833E-1,-9.799984843E-2,-6.387819648E-1,2.809802890E-1
4.404595833E-1,-5.632050708E-2,-7.258175611E-1,3.095064461E-1
4.605015833E-1,6.962670386E-2,-6.091976166E-1,1.591536999E-1
4.805425833E-1,1.727963090E-1,-2.025662810E-1,-3.371797130E-2
5.005845833E-1,2.099213004E-1,1.695888489E-1,-6.272363663E-2
5.206259583E-1,3.278609812E-1,3.722783923E-1,1.921954565E-2
5.406679583E-1,2.671585977E-1,3.297241032E-1,1.755633205E-1
5.607089583E-1,1.444330364E-1,9.761746973E-2,3.484903574E-1
5.807509583E-1,-9.280414879E-2,-1.040941291E-2,3.606618643E-1
6.007919583E-1,-1.486660242E-1,-3.499301150E-2,2.445901483E-1
6.208339583E-1,-1.377065033E-1,-1.160222851E-2,4.018233344E-2
6.408749583E-1,-7.716293633E-2,1.119950712E-1,-1.008403972E-1
6.609169583E-1,9.855888784E-2,2.862957418E-1,-1.028132960E-1
6.809579583E-1,1.745569110E-1,4.152076542E-1,-6.795054674E-2
7.009999583E-1,7.920589298E-2,7.016344368E-2,-1.789268702E-1
7.210409583E-1,1.133229136E-1,4.588754848E-2,-3.934208751E-1
7.410829583E-1,7.044562697E-2,-8.480208367E-2,-4.416004419E-1
7.611239583E-1,-6.747176498E-2,-1.830787659E-1,-3.043209612E-1
7.811659583E-1,-3.332098201E-2,-1.866724789E-1,-2.333097011E-1
8.012069583E-1,6.212184578E-2,-6.651884876E-3,-2.088373899E-1
8.212489583E-1,6.174880266E-2,1.774660498E-2,-1.144953966E-1
8.412899583E-1,7.356269285E-3,-1.453836113E-1,-1.193720028E-1
8.613319583E-1,-1.170335934E-1,-3.865808845E-1,-2.756875455E-1
8.813729583E-1,-1.342226267E-1,-6.203706861E-1,-5.503423214E-1
9.014149583E-1,-7.526637614E-2,-8.330945373E-1,-1.370563030E0
9.214559583E-1,-7.042781264E-2,-7.538757920E-1,-2.528808594E0
9.414979583E-1,4.188071191E-1,-1.121878922E-1,-3.757785559E0
9.615389583E-1,5.861542225E-1,9.888868332E-1,-4.427396774E0
9.815809583E-1,6.152131557E-1,2.991462946E0,-3.995529175E0
1.001621958E0,9.007440209E-1,4.140658379E0,-3.404425144E0
1.021663958E0,8.174693584E-1,3.270424604E0,-3.169899225E0
1.041704958E0,3.732917905E-1,1.651069880E0,-3.122371674E0
1.061746958E0,2.694680393E-1,5.294587612E-1,-3.393807173E0
1.081787958E0,6.564436555E-1,-1.294699311E0,-5.541748524E0
1.101829958E0,1.735657267E-2,-3.909626007E-1,-2.355639935E0
1.121870958E0,-4.594118297E-1,6.522105932E-1,1.700860858E0
1.141912958E0,-1.835576147E-1,5.419767499E-1,1.805557370E0
1.161953958E0,1.820076406E-1,4.858525097E-1,4.771802127E-1
1.181995958E0,2.704094648E-1,5.403224826E-1,-2.389099002E-1
1.202036958E0,9.702184051E-2,4.055824578E-1,-8.713880181E-2
1.222078958E0,-3.815588728E-2,-6.114501879E-2,1.465795189E-1
1.242119958E0,-3.140464053E-2,-4.263715744E-1,4.135998338E-2
1.262160958E0,1.116172411E-2,-3.756633699E-1,3.989427909E-2
1.282202958E0,7.113771141E-2,-6.569685787E-2,6.810586154E-2
1.302243958E0,8.729258180E-2,1.997775137E-1,4.742186517E-2
1.322285958E0,1.210964173E-1,1.754619926E-1,5.118229613E-2
1.342326958E0,1.863117665E-1,-3.370873630E-2,9.985479712E-2
1.362368958E0,2.428122014E-1,-2.640107870E-1,1.315425932E-1
1.382409958E0,2.238493562E-1,-3.262769282E-1,1.095496118E-1
1.402451958E0,1.657296568E-1,-2.196129560E-1,7.652135193E-2
1.422492958E0,1.200623736E-1,-1.055881903E-1,7.246866822E-2
1.442534958E0,8.403413743E-2,3.419485874E-3,4.200128838E-2
1.462575958E0,1.051630527E-1,-9.523741901E-3,5.232804641E-2
1.482617958E0,1.388771385E-1,-1.269089878E-1,4.793407768E-2
1.502658958E0,1.540289968E-1,-2.686544955E-1,4.764264822E-2
1.522700625E0,1.613521576E-1,-2.152889520E-1,5.946021900E-2
1.542741625E0,1.350975931E-1,2.090796083E-2,5.437585711E-2
1.562783625E0,1.301915795E-1,7.511962205E-2,5.110315606E-2
1.582824625E0,1.666480601E-1,-6.851091981E-2,6.305816770E-2
1.602866625E0,2.150853574E-1,-1.673594266E-1,7.703882456E-2
1.622907625E0,2.532897294E-1,-1.691424996E-1,8.020366728E-2
1.642949625E0,2.592646778E-1,-1.147212684E-1,8.937029541E-2
1.662990625E0,3.023545444E-1,-2.649615705E-2,9.962661564E-2
1.683032625E0,3.652715981E-1,-3.731435910E-2,1.033962891E-1
1.703073625E0,3.818588853E-1,-6.977435946E-2,1.069934666E-1
1.723114625E0,3.554642498E-1,-1.237999797E-1,1.047675535E-1
1.743156625E0,3.486660421E-1,-1.291972101E-1,8.051899076E-2
1.763197625E0,3.380069733E-1,-2.618717030E-2,7.545153797E-2
1.783239625E0,2.809846997E-1,1.444871277E-1,7.290842384E-2
1.803280625E0,2.209951729E-1,2.320221812E-1,4.679657519E-2
1.823322625E0,2.365496457E-1,1.445795596E-1,2.084406093E-2
1.843363625E0,2.316286415E-1,-1.017441135E-2,3.164146096E-2
1.863405625E0,1.889668107E-1,-1.830516197E-2,5.449707434E-2
1.883446625E0,2.059244961E-1,8.329694718E-2,8.083713055E-2
1.903488625E0,2.508848310E-1,1.092539504E-1,1.034697220E-1
1.923529625E0,3.085534573E-1,-5.807032809E-2,1.271761209E-1
1.943571625E0,3.461299241E-1,-1.516322643E-1,1.295018345E-1
1.963612625E0,2.978420258E-1,-4.160669446E-2,9.552230686E-2
1.983654625E0,1.943547130E-1,2.148102671E-1,5.043939874E-2
2.003695625E0,1.268400550E-1,3.367645442E-1,1.182863675E-2
2.023736625E0,1.027814522E-1,1.212480292E-1,1.346469973E-3
2.043778625E0,7.921807468E-2,-1.165645570E-1,2.169175446E-2
2.063819625E0,4.743111506E-2,-1.733492762E-1,4.372861609E-2
2.083861625E0,3.988544643E-2,-3.661181778E-2,4.065975547E-2
2.103902625E0,1.800078899E-2,1.034863740E-1,4.366696253E-2
2.123944625E0,3.054680489E-2,5.273255333E-2,5.129540339E-2
2.143985625E0,7.111620158E-2,-4.942686111E-2,5.729381740E-2
2.164027625E0,8.114892989E-2,-1.431539841E-2,5.469114706E-2
2.184068625E0,7.266762853E-2,2.338664792E-2,5.364723876E-2
2.204110625E0,9.580510855E-2,4.268868268E-2,3.823855892E-2
2.224151625E0,9.495396167E-2,6.856978685E-2,2.101489529E-2
2.244193625E0,1.095040068E-1,3.220248595E-2,2.916073613E-2
2.264234625E0,1.380440444E-1,-1.231958717E-2,2.188638039E-2
2.284275625E0,1.263502389E-1,-3.821089864E-2,2.067487687E-2
2.304317625E0,1.290833652E-1,6.963327527E-2,2.251893282E-2
2.324358625E0,1.277769357E-1,1.846014708E-1,1.659124717E-2
2.344400625E0,9.768549353E-2,1.538503170E-1,2.730349451E-2
2.364441625E0,7.413209975E-2,1.209552810E-1,4.182014242E-2
2.384483625E0,4.304182529E-2,6.726861745E-2,6.772337854E-2
2.404524625E0,1.358386688E-2,-2.028143592E-2,7.642032951E-2
2.424566625E0,2.291618288E-2,-3.126978874E-2,7.006333768E-2
2.444607625E0,8.795836940E-3,1.375483125E-1,2.983589470E-2
2.464648625E0,-4.480147734E-2,1.337629855E-1,4.861529451E-3
2.484690625E0,3.408260178E-3,6.652937829E-2,1.002894063E-2
2.504731625E0,4.325021431E-2,5.464838073E-2,2.103223093E-2
2.524776875E0,4.920451343E-2,8.525398374E-2,3.178047016E-2
2.544817875E0,4.507121816E-2,2.127431035E-1,3.055546992E-2
2.564859875E0,2.580863982E-2,1.665121913E-1,2.170950361E-2
2.584900875E0,3.266694769E-2,3.799648583E-2,2.317002416E-2
2.604942875E0,8.670267649E-3,-1.732559688E-2,1.567343064E-2
2.624983875E0,-2.292846888E-2,-2.417029999E-2,1.171227172E-2
2.645024875E0,-2.915414236E-2,-1.246989146E-2,9.594630450E-3
2.665066875E0,-2.138150856E-2,-1.445891522E-2,8.789445274E-3
2.685107875E0,-6.127920467E-3,-5.035129562E-2,1.262409426E-2
2.705149875E0,1.176865492E-2,-5.074410699E-3,1.686356589E-2
2.725190875E0,-1.575843431E-3,1.576551795E-2,1.086014695E-2
2.745232875E0,4.614273086E-3,-1.151431352E-2,4.684961867E-3
2.765273875E0,8.636446670E-3,4.485531151E-2,-2.938792342E-3
2.785314875E0,-5.973456427E-3,1.792509668E-2,2.062025247E-3
2.805356875E0,1.145846397E-2,-4.516838863E-2,1.785224304E-2
2.825397875E0,1.309610717E-2,-3.631570563E-2,2.085257694E-2
2.845439875E0,-2.109595016E-2,5.351649132E-3,1.602175459E-2
2.865480875E0,-4.001890868E-2,-1.875077747E-2,1.924730092E-2
2.885522875E0,-3.680380806E-2,-1.145017818E-1,2.478302084E-2
2.905563875E0,-1.993561164E-2,-7.810193300E-2,1.917168312E-2
2.925604875E0,-3.314329311E-2,1.457397640E-2,1.408339711E-3
2.945646875E0,-5.909413472E-2,-4.529879987E-2,3.019455355E-3
2.965687875E0,-2.064807341E-2,-4.688266665E-2,7.624638733E-3
2.985729875E0,-4.431153182E-3,4.521445185E-2,6.886659190E-3
3.005770875E0,-6.549832411E-3,1.257926039E-2,9.760078043E-3
3.025812875E0,6.606318057E-3,-1.821006462E-2,2.194816619E-2
3.045853875E0,4.577455111E-3,-2.592571452E-2,2.046819776E-2
3.065894875E0,-2.559969015E-2,-3.485216945E-2,2.850240562E-3
3.085936875E0,-3.670826554E-2,2.967039496E-2,-6.899118423E-3
3.105977875E0,-2.638672106E-2,4.299483262E-3,4.465328529E-4
3.126019875E0,-8.554459549E-3,-5.562104285E-2,6.334401667E-3
3.146060875E0,-4.500462674E-3,-1.128121279E-3,4.703910090E-3
3.166101875E0,-1.082180906E-2,8.228370547E-2,-2.045334550E-3
3.186143875E0,-2.188106766E-3,2.102896944E-2,8.570119739E-3
3.206184875E0,9.147438221E-3,-6.882380228E-3,1.052206010E-2
3.226226875E0,8.850296028E-3,1.517938729E-2,3.346340032E-3
3.246267875E0,-1.718059182E-3,3.902944177E-2,-9.183937684E-3
3.266309875E0,-1.280306745E-2,3.452355787E-2,-1.338262949E-2
3.286350875E0,-1.860316470E-2,-5.480583292E-3,-3.018938238E-3
3.306391875E0,-1.019696426E-2,-1.686254330E-2,3.276073607E-3
3.326433875E0,-3.759971121E-3,-2.859664708E-2,3.741871798E-3
3.346474875E0,7.391064428E-4,4.797248542E-2,-3.981614020E-3
3.366516875E0,-7.095114328E-3,2.425167896E-2,-4.020174034E-3
3.386557875E0,3.683564253E-3,9.108409286E-3,-4.627797753E-3
3.406598875E0,4.189032130E-3,-1.656292006E-2,-8.063864894E-3
3.426640875E0,8.249021135E-3,1.420401223E-2,-1.402795874E-2
3.446681875E0,5.478268489E-3,-3.395020217E-2,-7.464864757E-3
3.466723875E0,1.655382290E-2,-4.070883989E-2,-5.782702006E-3
3.486764875E0,1.822875068E-2,-4.551906884E-2,-8.055444807E-3
3.506805875E0,1.649117097E-2,-4.647985473E-2,-9.810520336E-3
3.526844708E0,4.848031327E-3,-1.701108366E-2,-1.223516930E-2
3.546885708E0,-8.944280446E-3,-3.163414448E-2,-9.996356443E-3
3.566927708E0,-1.314967871E-2,-6.728686392E-2,-6.331317127E-3
3.586968708E0,-1.601830125E-2,-5.082666501E-2,-6.969726644E-3
3.607010708E0,-3.052986600E-2,-1.789641194E-2,-6.425908767E-3
3.627051708E0,-3.679168969E-2,-5.508998036E-2,3.269615117E-4
3.647092708E0,-3.412120789E-2,-9.269449860E-2,5.204699934E-3
3.667134708E0,-3.518653661E-2,-3.202946484E-2,-2.161443001E-3
3.687175708E0,-3.808685020E-2,2.633846179E-2,-3.630176187E-3
3.707216708E0,-3.295646980E-2,-1.401947439E-2,5.641246215E-3
3.727258708E0,-1.266904362E-2,-7.116619498E-2,1.060175523E-2
3.747299708E0,-1.337637939E-2,5.869579036E-3,-2.630348317E-4
3.767341708E0,-3.933154419E-2,4.160417616E-2,-1.412830502E-2
3.787382708E0,-1.759928837E-2,-2.165542170E-2,-9.695207700E-3
3.807423708E0,5.957503803E-3,-1.486297883E-2,-6.335734390E-3
3.827465708E0,4.951561801E-3,-2.800919116E-3,-6.848886609E-3
3.847506708E0,4.852891900E-3,-1.784128603E-3,-9.315813892E-3
3.867548708E0,-7.514646277E-4,-2.531741746E-2,-5.760760047E-3
3.887589708E0,3.194541205E-3,-2.341394871E-2,-2.453005640E-3
3.907630708E0,-4.203671124E-4,8.242721669E-3,-7.135055959E-3
3.927672708E0,5.106074968E-4,-1.041181572E-2,-4.135016352E-3
3.947713708E0,4.011465237E-3,-9.115055203E-3,-4.131169524E-3
3.967755708E0,-4.056533799E-4,-4.423260689E-3,-5.184612703E-3
3.987796708E0,5.153162871E-3,3.456730023E-2,-7.373893633E-3
4.007837708E0,3.524706699E-3,3.080453351E-2,-5.140349269E-3
4.027879708E0,4.112333525E-3,-4.821631592E-3,-5.138618872E-4
4.047920708E0,-2.448963234E-3,-9.110861458E-3,-4.832898267E-4
4.067962708E0,-8.807193488E-3,2.728022076E-2,-4.511684179E-3
4.088003708E0,-6.858492736E-3,2.656697109E-2,-4.527609330E-3
4.108044708E0,-8.399481885E-4,-4.172909260E-2,7.369635627E-3
4.128086708E0,4.944903776E-3,-5.193989351E-2,5.801690277E-4
4.148127708E0,-3.099706955E-3,3.029896505E-2,-7.987746969E-3
4.168168708E0,1.034784014E-3,2.378329635E-2,-9.334507398E-3
4.188210708E0,2.274014801E-2,-5.140333995E-2,4.638658836E-3
4.208251708E0,1.682752930E-2,-1.642279886E-2,-1.065020915E-4
4.228293708E0,1.043839264E-3,-8.174285293E-3,-4.016983788E-3
4.248334708E0,3.449738491E-3,1.027171314E-2,-2.251777332E-3
4.268375708E0,-1.745821908E-3,8.944997191E-2,1.216815971E-2
4.288417708E0,1.186166517E-2,7.921647280E-3,2.249868214E-2
4.308458708E0,1.072249934E-2,4.480734468E-3,9.974821471E-3
4.328499708E0,8.124718443E-3,9.970015287E-2,1.359007601E-2
4.348541708E0,2.685373090E-2,4.768140987E-2,2.399638295E-2
4.368582708E0,3.843362257E-2,6.478367746E-2,2.065495774E-2
4.388624708E0,1.710955799E-2,7.793288678E-2,1.808782853E-2
