"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
-5.611666711E-4,-7.148123533E-2,2.047873661E-2,8.992149960E-4
1.948083333E-2,-1.033949554E-1,-1.953819394E-2,3.623868152E-2
3.952283333E-2,-8.081386331E-4,7.097574323E-2,6.052368879E-2
5.956483333E-2,4.639232904E-2,1.557791084E-1,4.210683331E-2
7.960683333E-2,6.504651904E-2,2.245048285E-1,1.512327604E-2
9.964783333E-2,9.390772879E-2,2.622343600E-1,6.318336818E-4
1.196898333E-1,9.220002592E-2,2.179420888E-1,-6.321537308E-3
1.397318333E-1,1.053245515E-1,1.883171499E-1,1.174664870E-2
1.597738333E-1,1.236880496E-1,1.773697585E-1,2.996128425E-2
1.798158333E-1,1.500264406E-1,2.150023580E-1,2.425001562E-2
1.998578333E-1,1.430137455E-1,2.317435890E-1,7.309471257E-3
2.198998333E-1,1.203672811E-1,1.766888648E-1,-1.928090351E-3
2.399418333E-1,7.067097723E-2,5.252921581E-2,-3.945134580E-3
2.599838333E-1,3.528023604E-3,-8.932072669E-2,8.780455217E-3
2.800248333E-1,-3.742540255E-2,-1.499519795E-1,3.037981503E-2
3.000668333E-1,-5.617298186E-2,-1.956241429E-1,6.627440453E-2
3.201088333E-1,-9.988859296E-2,-2.689059973E-1,1.193315387E-1
3.401508333E-1,-1.617590934E-1,-3.778836727E-1,1.775221676E-1
3.601928333E-1,-2.057599723E-1,-4.638434350E-1,1.838154346E-1
3.802348333E-1,-1.663044989E-1,-3.904139102E-1,1.713848263E-1
4.002768333E-1,-1.334651709E-1,-2.864983082E-1,1.864199638E-1
4.203192083E-1,-1.287230849E-1,-2.589804530E-1,2.196795940E-1
4.403612083E-1,-1.045680344E-1,-2.052489668E-1,2.735886276E-1
4.604032083E-1,-1.189326495E-1,-2.350819111E-1,3.835066855E-1
4.804442083E-1,-2.466033846E-1,-4.797205627E-1,5.695851445E-1
5.004862083E-1,-4.138792753E-1,-7.478046417E-1,5.307807326E-1
5.205282083E-1,-3.330047131E-1,-6.273567080E-1,3.595682085E-1
5.405702083E-1,-1.385691464E-1,-3.969864547E-1,5.638616905E-2
5.606122083E-1,2.111652307E-2,-2.058144957E-1,-5.490183458E-2
5.806542083E-1,-1.867951592E-3,-6.674735993E-2,-1.041883379E-1
6.006962083E-1,-7.384327799E-2,-7.093018293E-2,-2.153624743E-1
6.207382083E-1,-7.960735261E-2,-4.703398794E-2,-3.192694485E-1
6.407792083E-1,3.015343845E-2,7.762333006E-2,-2.710185945E-1
6.608212083E-1,-7.592079695E-3,1.889556646E-2,-1.118338481E-1
6.808632083E-1,-1.077116281E-1,-1.262068897E-1,-2.363333106E-2
7.009052083E-1,-1.448359638E-1,-2.353313714E-1,-4.199456051E-2
7.209472083E-1,-5.180639774E-2,-1.529475749E-1,-9.595548362E-2
7.409892083E-1,-4.161196295E-3,3.409509361E-2,-1.070356593E-1
7.610312083E-1,-3.748067096E-2,-1.086452231E-2,-1.513728350E-1
7.810732083E-1,-5.193144828E-2,4.498120397E-3,-1.767252982E-1
8.011152083E-1,5.997871235E-2,1.177712753E-1,-3.558687866E-1
8.211562083E-1,1.620898843E-1,2.167245150E-1,-5.726594925E-1
8.411982083E-1,1.778978109E-1,5.027762614E-3,-1.133015752E0
8.612402083E-1,1.572020650E-1,-2.863257229E-1,-1.898874760E0
8.812822083E-1,-3.770744801E-2,-6.886641979E-1,-1.162921071E0
9.013242083E-1,-4.565195739E-1,-1.204680443E0,-7.443625331E-1
9.213662083E-1,-6.097348928E-1,-1.787494898E0,-1.066738248E0
