"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.664750006E-3,6.121220856E0,7.041656799E0,2.278861084E0
2.470775000E-2,6.107898560E0,7.310048676E0,3.268153839E0
4.475175000E-2,6.687792664E0,6.899302826E0,3.056044922E0
6.479475000E-2,6.854994965E0,6.570586395E0,2.671644287E0
8.483775000E-2,6.666387177E0,6.703210602E0,2.722089386E0
1.048817500E-1,6.667285309E0,6.788233795E0,2.362986145E0
1.249247500E-1,6.530170441E0,6.921157379E0,2.393822021E0
1.449687500E-1,6.539151764E0,7.050189056E0,2.665357361E0
1.650117500E-1,6.640191650E0,6.962321777E0,2.587070160E0
1.850557500E-1,6.528374176E0,6.877448273E0,2.480491791E0
2.050987500E-1,6.444548492E0,6.802753601E0,2.355801086E0
2.251417500E-1,6.620732117E0,6.834337921E0,2.690804443E0
2.451857500E-1,6.727460175E0,6.856192474E0,2.660567322E0
2.652287500E-1,6.695426788E0,6.918762360E0,2.799328766E0
2.852727500E-1,6.599176941E0,6.844367065E0,2.483784943E0
3.053157500E-1,6.502328339E0,6.826554108E0,2.431543579E0
3.253597500E-1,6.549929352E0,6.841672668E0,2.540067902E0
3.454027500E-1,6.668183441E0,6.699169006E0,2.434088287E0
3.654457500E-1,6.766379242E0,6.723568268E0,2.773432617E0
3.854897500E-1,6.573131104E0,6.515051880E0,2.487227783E0
4.055327500E-1,6.822512512E0,6.527775421E0,2.739004211E0
4.255767500E-1,6.987619171E0,5.995332642E0,2.614163818E0
4.456197500E-1,6.544989624E0,6.062692566E0,2.248773651E0
4.656627500E-1,6.768474884E0,6.443500671E0,1.985920258E0
4.857067500E-1,6.880741425E0,6.192173309E0,1.817370758E0
5.057497500E-1,5.740562439E0,6.457122345E0,1.283730469E0
5.257937500E-1,5.733826447E0,7.576045532E0,1.523531799E0
5.458367500E-1,6.417754211E0,7.570057983E0,1.931134186E0
5.658807500E-1,6.819967804E0,7.035220184E0,1.456022186E0
5.859237500E-1,6.849157104E0,6.731501770E0,1.107846222E0
6.059667500E-1,6.711593170E0,6.637796631E0,-6.990463257E-2
6.260107500E-1,7.030430145E0,6.905589752E0,-2.540217590E-1
6.460537500E-1,6.934479675E0,8.012088776E0,-5.104385376E-1
6.660977500E-1,5.998326416E0,7.899672546E0,1.108744354E0
6.861407500E-1,7.802225189E0,8.155340881E0,-8.367599487E-2
7.061847500E-1,7.166497192E0,7.165299683E0,-5.628295898E-2
7.262277500E-1,5.976621552E0,8.084238739E0,-1.067430267E0
7.462707500E-1,6.104156342E0,8.037535858E0,-1.073268127E-1
7.663147500E-1,7.800877991E0,4.677473145E0,-3.093766479E0
7.863577500E-1,7.518565063E0,3.676055603E0,-5.333409119E-1
8.064017500E-1,4.599635010E0,3.509002991E0,3.309617615E-1
8.264447500E-1,2.115550690E0,5.054389343E0,4.001628571E0
8.464889167E-1,2.930306396E0,1.580817673E1,1.299896851E0
8.665319167E-1,3.446133728E0,2.120415573E1,-1.487007751E0
8.865749167E-1,-1.940714264E0,1.374816055E1,-2.295476532E0
9.066189167E-1,-1.083297272E0,6.323001251E0,-1.777703247E0
9.266619167E-1,-3.537144470E-1,6.069428558E0,-1.500928802E0
9.467059167E-1,-1.860630798E-1,9.270671539E0,-1.980082397E0
9.667489167E-1,-7.381150818E-1,1.149429749E1,-3.998036041E0
9.867929167E-1,-2.772983551E0,8.929980011E0,-3.916904755E0
1.006835917E0,-3.470832367E0,8.308173065E0,-2.343376923E0
1.026878917E0,-2.654729462E0,9.214538269E0,-1.618284760E0
1.046922917E0,-5.640270996E-1,1.020308258E1,-1.575623474E0
1.066965917E0,6.366261292E-1,1.017898270E1,-1.338217163E0
1.087009917E0,7.244934082E-1,9.600435791E0,-7.274871826E-1
1.107052917E0,7.996371460E-1,9.697733459E0,2.838098145E-1
1.127095917E0,1.322200470E0,1.007105713E1,1.084943848E0
1.147139917E0,1.745071106E0,1.011925690E1,7.168592834E-1
1.167182917E0,1.728455658E0,9.744136963E0,-4.736151123E-1
1.187226917E0,1.841620331E0,9.762848053E0,-1.277742920E0
1.207269917E0,1.616189117E0,9.872270508E0,-1.285227356E0
1.227313917E0,5.795947266E-1,9.715546417E0,-8.108638000E-1
1.247356917E0,4.722679138E-1,9.704918518E0,-9.596543884E-1
1.267399917E0,6.014492798E-1,9.762848053E0,-1.285377045E0
1.287443917E0,6.280938721E-1,9.762099609E0,-1.095122681E0
1.307486917E0,6.337820435E-1,9.756561127E0,-6.167175293E-1
1.327530917E0,7.216493225E-1,9.742939453E0,-4.766088867E-1
1.347573917E0,7.918533325E-1,9.780211945E0,-8.738827515E-1
1.367617917E0,8.809181213E-1,9.728868713E0,-1.070573730E0
1.387660917E0,8.569679260E-1,9.691147156E0,-8.891510010E-1
1.407703917E0,7.914042664E-1,9.696535950E0,-7.502398682E-1
1.427747917E0,7.458988953E-1,9.723180542E0,-8.599617004E-1
1.447790917E0,6.873706055E-1,9.725575562E0,-8.732839966E-1
1.467834917E0,6.005511475E-1,9.782457275E0,-8.137078857E-1
1.487877917E0,5.520520020E-1,9.798773346E0,-7.500901794E-1
1.507921917E0,6.075865173E-1,9.833800507E0,-6.909631348E-1
1.527964917E0,5.649252319E-1,9.919272766E0,-6.951544189E-1
1.548007917E0,7.411088562E-1,9.784702606E0,-6.412664795E-1
1.568051917E0,9.533674622E-1,9.759854279E0,-5.843847656E-1
1.588094917E0,1.097667389E0,9.834249573E0,-6.797364807E-1
1.608138917E0,1.189276886E0,9.789941711E0,-7.845185852E-1
1.628181917E0,1.183588715E0,9.682614899E0,-8.967851257E-1
1.648225917E0,1.075663147E0,9.608069916E0,-9.662406921E-1
1.668268917E0,1.090781708E0,9.512119446E0,-9.608518982E-1
1.688311917E0,8.966354370E-1,9.547895050E0,-9.916877747E-1
1.708355917E0,1.013093262E0,9.671837311E0,-1.064885559E0
1.728398917E0,1.149759064E0,9.745184784E0,-9.859996033E-1
1.748442917E0,1.177301788E0,9.624236298E0,-9.171427917E-1
1.768485917E0,1.149309998E0,9.540410614E0,-1.009800110E0
1.788529917E0,1.138682098E0,9.858798523E0,-1.172811127E0
1.808572917E0,1.110241241E0,9.959838409E0,-1.088985443E0
1.828615917E0,1.234033813E0,9.994865570E0,-1.042881317E0
1.848659750E0,1.362167358E0,1.000309845E1,-1.092577972E0
1.868702750E0,1.407523041E0,9.646090851E0,-1.043330383E0
1.888746750E0,9.833052063E-1,9.509874115E0,-1.057101746E0
1.908789750E0,6.990463257E-1,9.636211395E0,-1.166374512E0
1.928833750E0,3.565585327E-1,9.686506805E0,-1.073118439E0
1.948876750E0,3.158432007E-1,9.892777863E0,-9.050180054E-1
1.968919750E0,8.497828674E-1,9.941726074E0,-8.387059021E-1
1.988963750E0,9.862989807E-1,9.954299927E0,-9.128018188E-1
2.009006750E0,1.333576813E0,9.847571869E0,-8.740324402E-1
2.029050750E0,1.558858337E0,9.707612915E0,-6.644682312E-1
2.049093750E0,1.380878448E0,9.422755280E0,-4.727169800E-1
2.069137750E0,1.354832611E0,9.433682556E0,-6.167175293E-1
2.089180750E0,1.388512573E0,9.460476837E0,-7.951464844E-1
2.109223750E0,1.388961639E0,9.537865906E0,-9.891430664E-1
2.129267750E0,1.394051056E0,9.560618591E0,-1.099463654E0
2.149310750E0,1.473835144E0,9.785151672E0,-1.024319916E0
2.169354750E0,1.453327789E0,9.858798523E0,-8.843609619E-1
2.189397750E0,1.427880707E0,9.721683655E0,-9.202862549E-1
2.209440750E0,1.265019379E0,9.685758362E0,-1.145118713E0
2.229484750E0,1.116677856E0,9.832153931E0,-1.189576263E0
