"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.159750002E-3,-2.442779988E-1,-2.235981971E-1,9.671623260E-2
2.220275001E-2,-4.767314345E-2,-4.214615375E-2,5.815999210E-2
4.224675000E-2,4.379049316E-2,9.458444268E-2,-3.358134301E-3
6.228975000E-2,7.389497012E-2,1.055719256E-1,-1.775324717E-2
8.233275000E-2,9.637615830E-2,1.462068558E-1,-1.250599604E-2
1.023767500E-1,6.932263821E-2,4.395701364E-2,3.731049830E-3
1.224197500E-1,3.058446199E-2,-2.908791974E-2,2.941676043E-2
1.424637500E-1,3.850439191E-2,-3.043226898E-4,1.663275249E-2
1.625067500E-1,3.169165552E-2,8.947487921E-3,-6.273570471E-3
1.825507500E-1,6.504025310E-3,4.972578958E-3,-2.144530183E-3
2.025937500E-1,-3.136597946E-2,-6.037620455E-2,1.517585013E-2
2.226367500E-1,-1.575028710E-2,-5.480679497E-2,2.413257584E-2
2.426807500E-1,2.746888623E-2,-1.192973275E-2,2.331762947E-2
2.627237500E-1,7.968086749E-2,3.327826411E-2,4.367904738E-3
2.827677500E-1,7.056597620E-2,2.393048629E-2,3.937368747E-3
3.028107500E-1,4.061555862E-2,5.331485532E-3,1.845600829E-2
3.228547500E-1,4.182135314E-2,-6.443367340E-3,3.337910771E-2
3.428977500E-1,3.278111294E-2,-5.582283065E-2,5.873262882E-2
3.629407500E-1,8.303532004E-2,-3.697468713E-2,5.523310602E-2
3.829847500E-1,1.263778806E-1,-1.159283072E-1,5.593869090E-2
4.030277500E-1,2.450666875E-1,-2.517687976E-1,-1.595117524E-2
4.230717500E-1,4.294210076E-1,-4.396409094E-1,-1.821582615E-1
4.431147500E-1,6.474317312E-1,-5.909988880E-1,-3.659054339E-1
4.631577500E-1,7.375816703E-1,-6.259803176E-1,-5.429875255E-1
4.832017500E-1,7.907913923E-1,-8.397635818E-1,-6.570126414E-1
5.032447500E-1,6.823369861E-1,-5.021268129E-1,-5.059472322E-1
5.232887500E-1,5.068720579E-1,-1.161499545E-1,-1.159866974E-1
5.433317500E-1,5.703851581E-1,-2.991151810E-1,1.935910620E-2
5.633757500E-1,7.347858548E-1,-3.514751494E-1,-8.837178349E-2
5.834187500E-1,8.625919223E-1,-4.254484475E-1,-1.722116172E-1
6.034617500E-1,7.333798409E-1,-5.085876584E-1,-1.031499207E-1
6.235057500E-1,5.349166393E-1,-8.451550603E-1,-2.316145599E-2
6.435487500E-1,4.255225062E-1,-1.505896568E0,-1.547804773E-1
6.635927500E-1,6.319378614E-1,-1.951607227E0,-4.325576127E-1
6.836357500E-1,4.716802835E-1,-2.155694962E0,-1.229277015E0
7.036797500E-1,-1.481789649E-1,-2.141623020E0,-1.741106272E0
7.237227500E-1,-7.426115274E-1,-2.150559187E0,-1.751351476E0
7.437657500E-1,-6.477844715E-1,-2.040884972E0,-1.816027164E0
7.638097500E-1,-1.009053588E0,-2.982738018E0,-2.308018446E0
7.838527500E-1,-1.486990690E0,-2.577111483E0,-3.165534735E0
8.038967500E-1,-1.537503123E0,-1.193121314E0,-4.046499729E0
8.239397500E-1,-2.134795636E-1,5.880646110E-1,-4.505743504E0
8.439839167E-1,1.218928099E0,2.669179916E0,-4.569673538E0
8.640269167E-1,1.402886391E0,5.170264244E0,-4.366528511E0
8.840699167E-1,9.507365823E-1,7.314725876E0,-2.636267185E0
9.041139167E-1,4.590422213E-1,7.984342098E0,-1.345394254E0
9.241569167E-1,-3.895340860E-2,7.776194572E0,-8.073284030E-1
9.442009167E-1,-1.100246385E-1,6.216358662E0,-6.937072277E-1
9.642439167E-1,3.279071748E-1,1.927041054E0,-9.108141661E-1
9.842879167E-1,3.587035537E-1,-2.009700537E0,-5.256010890E-1
1.004330917E0,1.462651193E-1,-3.488771677E0,3.673652709E-1
