"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.718416665E-3,-3.868785501E-2,-5.875228904E-3,-5.520560965E-2
2.576041666E-2,-4.604108632E-3,7.930755615E-3,-9.580013342E-3
4.580241667E-2,4.846842960E-2,7.376249880E-2,3.215331957E-2
6.584441666E-2,7.736971974E-2,1.112514138E-1,4.790436476E-2
8.588641667E-2,1.246448159E-1,2.083843797E-1,4.021456093E-2
1.059284167E-1,1.562356353E-1,2.780157626E-1,2.491634712E-2
1.259704167E-1,1.555545926E-1,2.667917013E-1,2.196756937E-2
1.460124167E-1,1.359902322E-1,2.193053663E-1,2.380491421E-2
1.660544167E-1,1.099881753E-1,1.472309530E-1,2.350687608E-2
1.860964167E-1,1.033506021E-1,1.209563240E-1,2.196311764E-2
2.061384167E-1,6.692732126E-2,5.179279298E-2,4.712477699E-2
2.261804167E-1,3.276737407E-2,-8.955184370E-3,7.571302354E-2
2.462224167E-1,2.175697498E-2,-5.503251404E-2,1.026870385E-1
2.662644167E-1,1.254259050E-2,-1.500364542E-1,1.455435902E-1
2.863064167E-1,-4.623044655E-2,-2.738646567E-1,2.176752239E-1
3.063484167E-1,-1.000918821E-1,-4.954728484E-1,2.900804281E-1
3.263904167E-1,-1.713279188E-1,-7.901822925E-1,3.778970242E-1
3.464324167E-1,-1.909948885E-1,-9.244260192E-1,3.968764544E-1
3.664744167E-1,-1.389231086E-1,-7.055763602E-1,4.173509479E-1
3.865164167E-1,-1.010576338E-1,-4.005241096E-1,3.330350816E-1
4.065584167E-1,2.023671381E-2,2.112017013E-2,3.508670628E-1
4.266004167E-1,9.661144763E-2,2.541205883E-1,2.438165247E-1
4.466424167E-1,2.711181939E-1,5.076032877E-1,2.135887295E-1
4.666844167E-1,3.382990360E-1,6.758610606E-1,2.654971182E-1
4.867264167E-1,3.798977435E-1,7.203985453E-1,3.733305335E-1
5.067684167E-1,3.486958146E-1,6.077234149E-1,4.319198728E-1
5.268104167E-1,2.346821725E-1,4.508733749E-1,5.451074839E-1
5.468524167E-1,2.190757245E-1,3.883786500E-1,4.563129544E-1
5.668944167E-1,2.404349148E-1,2.086340785E-1,2.459806576E-2
5.869364167E-1,6.192090735E-2,-1.443693191E-1,-3.213522956E-2
